geneid	chr	s1	s2
Contig37329_8367_8367	Contig37329	8367	8367
Contig37332_1590_1590	Contig37332	1590	1590
Contig37332_1606_1606	Contig37332	1606	1606
Contig37332_1609_1609	Contig37332	1609	1609
Contig37332_9335_9335	Contig37332	9335	9335
Contig37332_9341_9341	Contig37332	9341	9341
Contig373435_3099_3099	Contig373435	3099	3099
Contig37344_19818_19818	Contig37344	19818	19818
Contig37344_19838_19838	Contig37344	19838	19838
Contig37344_20042_20042	Contig37344	20042	20042
Contig37344_20088_20088	Contig37344	20088	20088
Contig37344_20117_20117	Contig37344	20117	20117
Contig37345_5767_5767	Contig37345	5767	5767
Contig37345_6032_6032	Contig37345	6032	6032
Contig37372_8688_8688	Contig37372	8688	8688
Contig37432_1550_1550	Contig37432	1550	1550
Contig37433_8985_8985	Contig37433	8985	8985
Contig37433_8990_8990	Contig37433	8990	8990
Contig37433_8995_8995	Contig37433	8995	8995
Contig37433_9041_9041	Contig37433	9041	9041
Contig37438_7560_7560	Contig37438	7560	7560
Contig37438_8020_8020	Contig37438	8020	8020
Contig37438_8038_8038	Contig37438	8038	8038
Contig37438_8052_8052	Contig37438	8052	8052
Contig37438_8061_8061	Contig37438	8061	8061
Contig37438_8472_8472	Contig37438	8472	8472
Contig37438_8489_8489	Contig37438	8489	8489
Contig37438_8506_8506	Contig37438	8506	8506
Contig37439_21574_21574	Contig37439	21574	21574
Contig37439_3060_3060	Contig37439	3060	3060
Contig37439_3099_3099	Contig37439	3099	3099
Contig37439_3110_3110	Contig37439	3110	3110
Contig37442_1991_1991	Contig37442	1991	1991
Contig3747_6943_6943	Contig3747	6943	6943
Contig3747_6993_6993	Contig3747	6993	6993
Contig3749_4881_4881	Contig3749	4881	4881
Contig37495_6501_6501	Contig37495	6501	6501
Contig37518_34050_34050	Contig37518	34050	34050
Contig37518_34163_34163	Contig37518	34163	34163
Contig37524_8192_8192	Contig37524	8192	8192
Contig37524_8202_8202	Contig37524	8202	8202
Contig37528_15243_15243	Contig37528	15243	15243
Contig37528_15249_15249	Contig37528	15249	15249
Contig37544_2511_2511	Contig37544	2511	2511
Contig37544_2548_2548	Contig37544	2548	2548
Contig37560_332_332	Contig37560	332	332
Contig37564_7538_7538	Contig37564	7538	7538
Contig37572_11677_11677	Contig37572	11677	11677
Contig37572_11684_11684	Contig37572	11684	11684
Contig37572_11986_11986	Contig37572	11986	11986
Contig37578_14219_14219	Contig37578	14219	14219
Contig37588_11978_11978	Contig37588	11978	11978
Contig37588_5415_5415	Contig37588	5415	5415
Contig37588_5721_5721	Contig37588	5721	5721
Contig37611_852_852	Contig37611	852	852
Contig37611_855_855	Contig37611	855	855
Contig37630_4994_4994	Contig37630	4994	4994
Contig37643_10313_10313	Contig37643	10313	10313
Contig37643_14104_14104	Contig37643	14104	14104
Contig37643_14209_14209	Contig37643	14209	14209
Contig37643_14242_14242	Contig37643	14242	14242
Contig37643_14245_14245	Contig37643	14245	14245
Contig37643_14395_14395	Contig37643	14395	14395
Contig37656_20751_20751	Contig37656	20751	20751
Contig37656_21510_21510	Contig37656	21510	21510
Contig37656_21518_21518	Contig37656	21518	21518
Contig37656_21547_21547	Contig37656	21547	21547
Contig37656_21589_21589	Contig37656	21589	21589
Contig37656_21642_21642	Contig37656	21642	21642
Contig37656_21682_21682	Contig37656	21682	21682
Contig37656_21689_21689	Contig37656	21689	21689
Contig37656_21692_21692	Contig37656	21692	21692
Contig37656_21695_21695	Contig37656	21695	21695
Contig37656_30088_30088	Contig37656	30088	30088
Contig376604_552_552	Contig376604	552	552
Contig376604_558_558	Contig376604	558	558
Contig37691_4942_4942	Contig37691	4942	4942
Contig37691_4956_4956	Contig37691	4956	4956
Contig37691_4973_4973	Contig37691	4973	4973
Contig37691_4979_4979	Contig37691	4979	4979
Contig37691_4985_4985	Contig37691	4985	4985
Contig37691_5000_5000	Contig37691	5000	5000
Contig377071_103_103	Contig377071	103	103
Contig377071_107_107	Contig377071	107	107
Contig377071_46_46	Contig377071	46	46
Contig377_11352_11352	Contig377	11352	11352
Contig377_11365_11365	Contig377	11365	11365
Contig37713_3012_3012	Contig37713	3012	3012
Contig377_19301_19301	Contig377	19301	19301
Contig377_19314_19314	Contig377	19314	19314
Contig377_19351_19351	Contig377	19351	19351
Contig377_19365_19365	Contig377	19365	19365
Contig377_19394_19394	Contig377	19394	19394
Contig377_19412_19412	Contig377	19412	19412
Contig377_19435_19435	Contig377	19435	19435
Contig377_19758_19758	Contig377	19758	19758
Contig377_19772_19772	Contig377	19772	19772
Contig377_19850_19850	Contig377	19850	19850
Contig377_19877_19877	Contig377	19877	19877
Contig377_20001_20001	Contig377	20001	20001
Contig377_20017_20017	Contig377	20017	20017
Contig377_20033_20033	Contig377	20033	20033
Contig377_20230_20230	Contig377	20230	20230
Contig377_20279_20279	Contig377	20279	20279
Contig377_20283_20283	Contig377	20283	20283
Contig377_20298_20298	Contig377	20298	20298
Contig377_20303_20303	Contig377	20303	20303
Contig377_20322_20322	Contig377	20322	20322
Contig377_20351_20351	Contig377	20351	20351
Contig377_20366_20366	Contig377	20366	20366
Contig377_20420_20420	Contig377	20420	20420
Contig377_20504_20504	Contig377	20504	20504
Contig37726_29668_29668	Contig37726	29668	29668
Contig37726_29672_29672	Contig37726	29672	29672
Contig37729_3759_3759	Contig37729	3759	3759
Contig37729_3782_3782	Contig37729	3782	3782
Contig37729_3790_3790	Contig37729	3790	3790
Contig37729_3797_3797	Contig37729	3797	3797
Contig37729_3807_3807	Contig37729	3807	3807
Contig37744_8190_8190	Contig37744	8190	8190
Contig37744_8206_8206	Contig37744	8206	8206
Contig37744_8240_8240	Contig37744	8240	8240
Contig377_4705_4705	Contig377	4705	4705
Contig377_5019_5019	Contig377	5019	5019
Contig37755_16861_16861	Contig37755	16861	16861
Contig37755_16898_16898	Contig37755	16898	16898
Contig37755_24210_24210	Contig37755	24210	24210
Contig37755_24240_24240	Contig37755	24240	24240
Contig37755_27377_27377	Contig37755	27377	27377
Contig37755_27393_27393	Contig37755	27393	27393
Contig37755_27400_27400	Contig37755	27400	27400
Contig37755_27427_27427	Contig37755	27427	27427
Contig37755_27465_27465	Contig37755	27465	27465
Contig37755_27485_27485	Contig37755	27485	27485
Contig37755_32599_32599	Contig37755	32599	32599
Contig37755_32609_32609	Contig37755	32609	32609
Contig37760_925_925	Contig37760	925	925
Contig37783_16674_16674	Contig37783	16674	16674
Contig37783_16676_16676	Contig37783	16676	16676
Contig37790_8723_8723	Contig37790	8723	8723
Contig37790_8748_8748	Contig37790	8748	8748
Contig377_9336_9336	Contig377	9336	9336
Contig37794_18493_18493	Contig37794	18493	18493
Contig37800_8889_8889	Contig37800	8889	8889
Contig378_18455_18455	Contig378	18455	18455
Contig3783_1959_1959	Contig3783	1959	1959
Contig37845_2342_2342	Contig37845	2342	2342
Contig37845_258_258	Contig37845	258	258
Contig37845_290_290	Contig37845	290	290
Contig37845_307_307	Contig37845	307	307
Contig37875_1301_1301	Contig37875	1301	1301
Contig37875_1305_1305	Contig37875	1305	1305
Contig37876_3214_3214	Contig37876	3214	3214
Contig37881_1874_1874	Contig37881	1874	1874
Contig37881_1946_1946	Contig37881	1946	1946
Contig37881_1953_1953	Contig37881	1953	1953
Contig37881_1959_1959	Contig37881	1959	1959
Contig37885_2311_2311	Contig37885	2311	2311
Contig37885_4083_4083	Contig37885	4083	4083
Contig37900_1778_1778	Contig37900	1778	1778
Contig37900_1794_1794	Contig37900	1794	1794
Contig37900_2045_2045	Contig37900	2045	2045
Contig37900_2068_2068	Contig37900	2068	2068
Contig37900_2171_2171	Contig37900	2171	2171
Contig37900_2237_2237	Contig37900	2237	2237
Contig37900_2249_2249	Contig37900	2249	2249
Contig37900_2255_2255	Contig37900	2255	2255
Contig37900_2380_2380	Contig37900	2380	2380
Contig37900_2392_2392	Contig37900	2392	2392
Contig37900_2404_2404	Contig37900	2404	2404
Contig37901_10535_10535	Contig37901	10535	10535
Contig37901_10624_10624	Contig37901	10624	10624
Contig37901_10632_10632	Contig37901	10632	10632
Contig37901_4343_4343	Contig37901	4343	4343
Contig37901_4355_4355	Contig37901	4355	4355
Contig37901_4358_4358	Contig37901	4358	4358
Contig37901_7914_7914	Contig37901	7914	7914
Contig37901_9562_9562	Contig37901	9562	9562
Contig37902_7272_7272	Contig37902	7272	7272
Contig37902_7290_7290	Contig37902	7290	7290
Contig37926_5372_5372	Contig37926	5372	5372
Contig37928_23002_23002	Contig37928	23002	23002
Contig37928_23115_23115	Contig37928	23115	23115
Contig37948_14002_14002	Contig37948	14002	14002
Contig37948_14046_14046	Contig37948	14046	14046
Contig37960_1623_1623	Contig37960	1623	1623
Contig37961_7987_7987	Contig37961	7987	7987
Contig37968_41975_41975	Contig37968	41975	41975
Contig37968_41992_41992	Contig37968	41992	41992
Contig37968_42059_42059	Contig37968	42059	42059
Contig37993_14143_14143	Contig37993	14143	14143
Contig37996_2076_2076	Contig37996	2076	2076
Contig38000_5575_5575	Contig38000	5575	5575
Contig3802_1564_1564	Contig3802	1564	1564
Contig38023_3038_3038	Contig38023	3038	3038
Contig38023_3055_3055	Contig38023	3055	3055
Contig38023_3194_3194	Contig38023	3194	3194
Contig38023_3197_3197	Contig38023	3197	3197
Contig38030_13579_13579	Contig38030	13579	13579
Contig38039_11183_11183	Contig38039	11183	11183
Contig38040_13305_13305	Contig38040	13305	13305
Contig380433_596_596	Contig380433	596	596
Contig380433_663_663	Contig380433	663	663
Contig380433_668_668	Contig380433	668	668
Contig380433_681_681	Contig380433	681	681
Contig38046_9650_9650	Contig38046	9650	9650
Contig38046_9654_9654	Contig38046	9654	9654
Contig38057_5086_5086	Contig38057	5086	5086
Contig38058_6112_6112	Contig38058	6112	6112
Contig38058_9744_9744	Contig38058	9744	9744
Contig38058_9753_9753	Contig38058	9753	9753
Contig38061_11997_11997	Contig38061	11997	11997
Contig38061_12588_12588	Contig38061	12588	12588
Contig38061_12654_12654	Contig38061	12654	12654
Contig38061_12911_12911	Contig38061	12911	12911
Contig38061_12918_12918	Contig38061	12918	12918
Contig38061_12966_12966	Contig38061	12966	12966
Contig38061_12971_12971	Contig38061	12971	12971
Contig38061_12979_12979	Contig38061	12979	12979
Contig38061_12983_12983	Contig38061	12983	12983
Contig38061_13030_13030	Contig38061	13030	13030
Contig38061_13041_13041	Contig38061	13041	13041
Contig38061_13045_13045	Contig38061	13045	13045
Contig38061_13131_13131	Contig38061	13131	13131
Contig38061_13149_13149	Contig38061	13149	13149
Contig38061_13167_13167	Contig38061	13167	13167
Contig38061_13212_13212	Contig38061	13212	13212
Contig38061_13313_13313	Contig38061	13313	13313
Contig38061_13339_13339	Contig38061	13339	13339
Contig38061_13458_13458	Contig38061	13458	13458
Contig38068_12201_12201	Contig38068	12201	12201
Contig38070_3305_3305	Contig38070	3305	3305
Contig38070_3413_3413	Contig38070	3413	3413
Contig38070_3423_3423	Contig38070	3423	3423
Contig38070_3431_3431	Contig38070	3431	3431
Contig38079_13597_13597	Contig38079	13597	13597
Contig38079_13625_13625	Contig38079	13625	13625
Contig38079_13642_13642	Contig38079	13642	13642
Contig38079_13654_13654	Contig38079	13654	13654
Contig38079_13702_13702	Contig38079	13702	13702
Contig38079_13712_13712	Contig38079	13712	13712
Contig38079_13732_13732	Contig38079	13732	13732
Contig38079_13739_13739	Contig38079	13739	13739
Contig38079_13747_13747	Contig38079	13747	13747
Contig38079_13751_13751	Contig38079	13751	13751
Contig38096_15897_15897	Contig38096	15897	15897
Contig38096_16046_16046	Contig38096	16046	16046
Contig38096_17056_17056	Contig38096	17056	17056
Contig38096_17077_17077	Contig38096	17077	17077
Contig38096_17107_17107	Contig38096	17107	17107
Contig38096_17131_17131	Contig38096	17131	17131
Contig38096_17146_17146	Contig38096	17146	17146
Contig381_11779_11779	Contig381	11779	11779
Contig381_11819_11819	Contig381	11819	11819
Contig381_11834_11834	Contig381	11834	11834
Contig381265_1269_1269	Contig381265	1269	1269
Contig381265_1452_1452	Contig381265	1452	1452
Contig381265_659_659	Contig381265	659	659
Contig38140_23473_23473	Contig38140	23473	23473
Contig38140_23479_23479	Contig38140	23479	23479
Contig38166_26156_26156	Contig38166	26156	26156
Contig38166_26173_26173	Contig38166	26173	26173
Contig38166_26197_26197	Contig38166	26197	26197
Contig38166_28706_28706	Contig38166	28706	28706
Contig38166_28718_28718	Contig38166	28718	28718
Contig38166_28722_28722	Contig38166	28722	28722
Contig38166_28763_28763	Contig38166	28763	28763
Contig381_7217_7217	Contig381	7217	7217
Contig38178_1278_1278	Contig38178	1278	1278
Contig38178_1314_1314	Contig38178	1314	1314
Contig38178_1341_1341	Contig38178	1341	1341
Contig38193_4979_4979	Contig38193	4979	4979
Contig38193_4990_4990	Contig38193	4990	4990
Contig38193_4995_4995	Contig38193	4995	4995
Contig38210_12275_12275	Contig38210	12275	12275
Contig38211_11196_11196	Contig38211	11196	11196
Contig38213_5008_5008	Contig38213	5008	5008
Contig38213_7112_7112	Contig38213	7112	7112
Contig38228_1764_1764	Contig38228	1764	1764
Contig38228_1779_1779	Contig38228	1779	1779
Contig38228_1788_1788	Contig38228	1788	1788
Contig38228_1805_1805	Contig38228	1805	1805
Contig38237_6169_6169	Contig38237	6169	6169
Contig38237_6285_6285	Contig38237	6285	6285
Contig38237_6292_6292	Contig38237	6292	6292
Contig38237_6298_6298	Contig38237	6298	6298
Contig38237_6310_6310	Contig38237	6310	6310
Contig38237_6319_6319	Contig38237	6319	6319
Contig38237_6326_6326	Contig38237	6326	6326
Contig38252_11224_11224	Contig38252	11224	11224
Contig38252_11256_11256	Contig38252	11256	11256
Contig38252_11264_11264	Contig38252	11264	11264
Contig38252_11268_11268	Contig38252	11268	11268
Contig38252_11280_11280	Contig38252	11280	11280
Contig38252_11299_11299	Contig38252	11299	11299
Contig38252_12279_12279	Contig38252	12279	12279
Contig38252_12306_12306	Contig38252	12306	12306
Contig38252_12352_12352	Contig38252	12352	12352
Contig38252_12386_12386	Contig38252	12386	12386
Contig38252_12435_12435	Contig38252	12435	12435
Contig38252_12453_12453	Contig38252	12453	12453
Contig38252_12465_12465	Contig38252	12465	12465
Contig38252_12495_12495	Contig38252	12495	12495
Contig38252_14530_14530	Contig38252	14530	14530
Contig38252_14658_14658	Contig38252	14658	14658
Contig38252_15660_15660	Contig38252	15660	15660
Contig38252_15668_15668	Contig38252	15668	15668
Contig38252_15681_15681	Contig38252	15681	15681
Contig38252_15691_15691	Contig38252	15691	15691
Contig38252_15781_15781	Contig38252	15781	15781
Contig38252_15785_15785	Contig38252	15785	15785
Contig38290_178_178	Contig38290	178	178
Contig38290_193_193	Contig38290	193	193
Contig38290_378_378	Contig38290	378	378
Contig38290_395_395	Contig38290	395	395
Contig38291_5656_5656	Contig38291	5656	5656
Contig38300_10312_10312	Contig38300	10312	10312
Contig38300_10315_10315	Contig38300	10315	10315
Contig38300_10331_10331	Contig38300	10331	10331
Contig38300_10345_10345	Contig38300	10345	10345
Contig38300_10351_10351	Contig38300	10351	10351
Contig38300_10357_10357	Contig38300	10357	10357
Contig38300_11375_11375	Contig38300	11375	11375
Contig38300_11395_11395	Contig38300	11395	11395
Contig383_12386_12386	Contig383	12386	12386
Contig383_12400_12400	Contig383	12400	12400
Contig38327_5022_5022	Contig38327	5022	5022
Contig38327_5177_5177	Contig38327	5177	5177
Contig38327_5205_5205	Contig38327	5205	5205
Contig38327_5236_5236	Contig38327	5236	5236
Contig38327_5253_5253	Contig38327	5253	5253
Contig38327_5622_5622	Contig38327	5622	5622
Contig38327_5665_5665	Contig38327	5665	5665
Contig38327_5674_5674	Contig38327	5674	5674
Contig38333_26205_26205	Contig38333	26205	26205
Contig38333_26211_26211	Contig38333	26211	26211
Contig38333_26231_26231	Contig38333	26231	26231
Contig38343_2718_2718	Contig38343	2718	2718
Contig38343_2739_2739	Contig38343	2739	2739
Contig38343_914_914	Contig38343	914	914
Contig38343_916_916	Contig38343	916	916
Contig38343_921_921	Contig38343	921	921
Contig383_5560_5560	Contig383	5560	5560
Contig383_5592_5592	Contig383	5592	5592
Contig38365_10793_10793	Contig38365	10793	10793
Contig38365_5687_5687	Contig38365	5687	5687
Contig38365_5696_5696	Contig38365	5696	5696
Contig38365_5747_5747	Contig38365	5747	5747
Contig38365_5775_5775	Contig38365	5775	5775
Contig38365_5792_5792	Contig38365	5792	5792
Contig38365_6019_6019	Contig38365	6019	6019
Contig38365_9677_9677	Contig38365	9677	9677
Contig38375_27982_27982	Contig38375	27982	27982
Contig383_8006_8006	Contig383	8006	8006
Contig383_8030_8030	Contig383	8030	8030
Contig383_8042_8042	Contig383	8042	8042
Contig383916_1469_1469	Contig383916	1469	1469
Contig38397_3036_3036	Contig38397	3036	3036
Contig38397_3098_3098	Contig38397	3098	3098
Contig38397_3114_3114	Contig38397	3114	3114
Contig38397_3123_3123	Contig38397	3123	3123
Contig38397_3128_3128	Contig38397	3128	3128
Contig3840_1676_1676	Contig3840	1676	1676
Contig38411_184_184	Contig38411	184	184
Contig38411_188_188	Contig38411	188	188
Contig38411_80_80	Contig38411	80	80
Contig38411_86_86	Contig38411	86	86
Contig38421_30785_30785	Contig38421	30785	30785
Contig38421_30808_30808	Contig38421	30808	30808
Contig38421_30849_30849	Contig38421	30849	30849
Contig38421_30901_30901	Contig38421	30901	30901
Contig38421_30919_30919	Contig38421	30919	30919
Contig38421_30931_30931	Contig38421	30931	30931
Contig38421_30954_30954	Contig38421	30954	30954
Contig38421_30995_30995	Contig38421	30995	30995
Contig38421_31008_31008	Contig38421	31008	31008
Contig38421_33239_33239	Contig38421	33239	33239
Contig38421_33289_33289	Contig38421	33289	33289
Contig38421_33292_33292	Contig38421	33292	33292
Contig3842_172_172	Contig3842	172	172
Contig384_44074_44074	Contig384	44074	44074
Contig384_44815_44815	Contig384	44815	44815
Contig384_44888_44888	Contig384	44888	44888
Contig384_44903_44903	Contig384	44903	44903
Contig38466_129_129	Contig38466	129	129
Contig38466_277_277	Contig38466	277	277
Contig38466_346_346	Contig38466	346	346
Contig38466_356_356	Contig38466	356	356
Contig38466_397_397	Contig38466	397	397
Contig38466_401_401	Contig38466	401	401
Contig38466_406_406	Contig38466	406	406
Contig38503_5893_5893	Contig38503	5893	5893
Contig38503_5908_5908	Contig38503	5908	5908
Contig38503_5937_5937	Contig38503	5937	5937
Contig38503_5947_5947	Contig38503	5947	5947
Contig38503_5981_5981	Contig38503	5981	5981
Contig38503_6022_6022	Contig38503	6022	6022
Contig38503_6033_6033	Contig38503	6033	6033
Contig38503_6074_6074	Contig38503	6074	6074
Contig38503_6084_6084	Contig38503	6084	6084
Contig38503_6148_6148	Contig38503	6148	6148
Contig38503_6420_6420	Contig38503	6420	6420
Contig38503_6554_6554	Contig38503	6554	6554
Contig38503_6679_6679	Contig38503	6679	6679
Contig38503_6681_6681	Contig38503	6681	6681
Contig38503_6965_6965	Contig38503	6965	6965
Contig38503_7620_7620	Contig38503	7620	7620
Contig385_10787_10787	Contig385	10787	10787
Contig385_10799_10799	Contig385	10799	10799
Contig385215_4664_4664	Contig385215	4664	4664
Contig385215_5203_5203	Contig385215	5203	5203
Contig385_3586_3586	Contig385	3586	3586
Contig38541_576_576	Contig38541	576	576
Contig38546_1427_1427	Contig38546	1427	1427
Contig38_55428_55428	Contig38	55428	55428
Contig38_55483_55483	Contig38	55483	55483
Contig38_55541_55541	Contig38	55541	55541
Contig38_55569_55569	Contig38	55569	55569
Contig38_55592_55592	Contig38	55592	55592
Contig38557_6758_6758	Contig38557	6758	6758
Contig3856_3753_3753	Contig3856	3753	3753
Contig3856_3789_3789	Contig3856	3789	3789
Contig3856_3791_3791	Contig3856	3791	3791
Contig3856_3802_3802	Contig3856	3802	3802
Contig3856_4078_4078	Contig3856	4078	4078
Contig3856_4092_4092	Contig3856	4092	4092
Contig38578_1355_1355	Contig38578	1355	1355
Contig38578_1371_1371	Contig38578	1371	1371
Contig38578_1375_1375	Contig38578	1375	1375
Contig38578_1387_1387	Contig38578	1387	1387
Contig38578_1411_1411	Contig38578	1411	1411
Contig38578_1441_1441	Contig38578	1441	1441
Contig38578_1453_1453	Contig38578	1453	1453
Contig38578_1497_1497	Contig38578	1497	1497
Contig38579_2318_2318	Contig38579	2318	2318
Contig38579_2344_2344	Contig38579	2344	2344
Contig38579_2347_2347	Contig38579	2347	2347
Contig38579_2350_2350	Contig38579	2350	2350
Contig38579_2366_2366	Contig38579	2366	2366
Contig38600_13588_13588	Contig38600	13588	13588
Contig38600_3804_3804	Contig38600	3804	3804
Contig3860_3711_3711	Contig3860	3711	3711
Contig3860_3724_3724	Contig3860	3724	3724
Contig38606_1258_1258	Contig38606	1258	1258
Contig38606_1272_1272	Contig38606	1272	1272
Contig38606_1350_1350	Contig38606	1350	1350
Contig38625_2178_2178	Contig38625	2178	2178
Contig38625_6783_6783	Contig38625	6783	6783
Contig38625_6796_6796	Contig38625	6796	6796
Contig38629_17430_17430	Contig38629	17430	17430
Contig38629_17436_17436	Contig38629	17436	17436
Contig38629_17444_17444	Contig38629	17444	17444
Contig38631_15808_15808	Contig38631	15808	15808
Contig386_33966_33966	Contig386	33966	33966
Contig38647_11989_11989	Contig38647	11989	11989
Contig38652_12521_12521	Contig38652	12521	12521
Contig38652_12536_12536	Contig38652	12536	12536
Contig38652_12554_12554	Contig38652	12554	12554
Contig38655_17465_17465	Contig38655	17465	17465
Contig38655_17468_17468	Contig38655	17468	17468
Contig38661_200_200	Contig38661	200	200
Contig38661_344_344	Contig38661	344	344
Contig38661_347_347	Contig38661	347	347
Contig38661_360_360	Contig38661	360	360
Contig38661_5792_5792	Contig38661	5792	5792
Contig38662_22519_22519	Contig38662	22519	22519
Contig38662_22669_22669	Contig38662	22669	22669
Contig38662_5610_5610	Contig38662	5610	5610
Contig38662_5642_5642	Contig38662	5642	5642
Contig38662_5646_5646	Contig38662	5646	5646
Contig38662_5665_5665	Contig38662	5665	5665
Contig38662_5693_5693	Contig38662	5693	5693
Contig38662_5709_5709	Contig38662	5709	5709
Contig38662_5795_5795	Contig38662	5795	5795
Contig38662_5881_5881	Contig38662	5881	5881
Contig38662_5904_5904	Contig38662	5904	5904
Contig38662_5958_5958	Contig38662	5958	5958
Contig38662_5962_5962	Contig38662	5962	5962
Contig38662_6001_6001	Contig38662	6001	6001
Contig38662_6026_6026	Contig38662	6026	6026
Contig38662_6028_6028	Contig38662	6028	6028
Contig38662_6031_6031	Contig38662	6031	6031
Contig38662_6038_6038	Contig38662	6038	6038
Contig38662_6077_6077	Contig38662	6077	6077
Contig38662_6237_6237	Contig38662	6237	6237
Contig38662_6245_6245	Contig38662	6245	6245
Contig38662_6249_6249	Contig38662	6249	6249
Contig38662_6309_6309	Contig38662	6309	6309
Contig38662_6372_6372	Contig38662	6372	6372
Contig38662_6375_6375	Contig38662	6375	6375
Contig38662_6454_6454	Contig38662	6454	6454
Contig38662_6543_6543	Contig38662	6543	6543
Contig38662_6629_6629	Contig38662	6629	6629
Contig38662_6634_6634	Contig38662	6634	6634
Contig38662_6702_6702	Contig38662	6702	6702
Contig38664_14747_14747	Contig38664	14747	14747
Contig38664_14753_14753	Contig38664	14753	14753
Contig38664_16897_16897	Contig38664	16897	16897
Contig38664_16919_16919	Contig38664	16919	16919
Contig38664_17173_17173	Contig38664	17173	17173
Contig38664_33203_33203	Contig38664	33203	33203
Contig38664_33240_33240	Contig38664	33240	33240
Contig38664_33252_33252	Contig38664	33252	33252
Contig38664_33257_33257	Contig38664	33257	33257
Contig38664_48458_48458	Contig38664	48458	48458
Contig38664_48488_48488	Contig38664	48488	48488
Contig38664_49326_49326	Contig38664	49326	49326
Contig38664_49367_49367	Contig38664	49367	49367
Contig38664_49410_49410	Contig38664	49410	49410
Contig38664_52129_52129	Contig38664	52129	52129
Contig38685_10375_10375	Contig38685	10375	10375
Contig38697_1223_1223	Contig38697	1223	1223
Contig38770_7627_7627	Contig38770	7627	7627
Contig38771_2210_2210	Contig38771	2210	2210
Contig38771_2252_2252	Contig38771	2252	2252
Contig38771_2257_2257	Contig38771	2257	2257
Contig38771_2279_2279	Contig38771	2279	2279
Contig38771_2282_2282	Contig38771	2282	2282
Contig38771_2284_2284	Contig38771	2284	2284
Contig38794_2613_2613	Contig38794	2613	2613
Contig38794_2617_2617	Contig38794	2617	2617
Contig38794_2669_2669	Contig38794	2669	2669
Contig38794_4666_4666	Contig38794	4666	4666
Contig38794_4677_4677	Contig38794	4677	4677
Contig38794_4692_4692	Contig38794	4692	4692
Contig38794_5078_5078	Contig38794	5078	5078
Contig38794_5094_5094	Contig38794	5094	5094
Contig38794_5979_5979	Contig38794	5979	5979
Contig3880_3128_3128	Contig3880	3128	3128
Contig38804_1025_1025	Contig38804	1025	1025
Contig38_80410_80410	Contig38	80410	80410
Contig38804_1327_1327	Contig38804	1327	1327
Contig38804_1340_1340	Contig38804	1340	1340
Contig38804_1532_1532	Contig38804	1532	1532
Contig38804_163_163	Contig38804	163	163
Contig38804_167_167	Contig38804	167	167
Contig38804_1712_1712	Contig38804	1712	1712
Contig38804_1716_1716	Contig38804	1716	1716
Contig38804_1736_1736	Contig38804	1736	1736
Contig38804_1738_1738	Contig38804	1738	1738
Contig38804_1866_1866	Contig38804	1866	1866
Contig38804_1886_1886	Contig38804	1886	1886
Contig38804_1900_1900	Contig38804	1900	1900
Contig38804_1952_1952	Contig38804	1952	1952
Contig38804_1962_1962	Contig38804	1962	1962
Contig38804_1994_1994	Contig38804	1994	1994
Contig38804_219_219	Contig38804	219	219
Contig38804_233_233	Contig38804	233	233
Contig38804_239_239	Contig38804	239	239
Contig38804_284_284	Contig38804	284	284
Contig38804_302_302	Contig38804	302	302
Contig38804_311_311	Contig38804	311	311
Contig38804_328_328	Contig38804	328	328
Contig38804_363_363	Contig38804	363	363
Contig38804_369_369	Contig38804	369	369
Contig38804_885_885	Contig38804	885	885
Contig38804_902_902	Contig38804	902	902
Contig38804_914_914	Contig38804	914	914
Contig38804_921_921	Contig38804	921	921
Contig38804_952_952	Contig38804	952	952
Contig38804_957_957	Contig38804	957	957
Contig38804_994_994	Contig38804	994	994
Contig38805_115_115	Contig38805	115	115
Contig38805_215_215	Contig38805	215	215
Contig38805_223_223	Contig38805	223	223
Contig38805_47_47	Contig38805	47	47
Contig3880_5902_5902	Contig3880	5902	5902
Contig38806_449_449	Contig38806	449	449
Contig38806_472_472	Contig38806	472	472
Contig38808_10068_10068	Contig38808	10068	10068
Contig38808_10074_10074	Contig38808	10074	10074
Contig38808_10095_10095	Contig38808	10095	10095
Contig38808_167_167	Contig38808	167	167
Contig38808_171_171	Contig38808	171	171
Contig38808_187_187	Contig38808	187	187
Contig38808_222_222	Contig38808	222	222
Contig38808_3054_3054	Contig38808	3054	3054
Contig38808_404_404	Contig38808	404	404
Contig38808_9983_9983	Contig38808	9983	9983
Contig38809_3276_3276	Contig38809	3276	3276
Contig38809_3300_3300	Contig38809	3300	3300
Contig38809_3314_3314	Contig38809	3314	3314
Contig38809_3367_3367	Contig38809	3367	3367
Contig38809_3375_3375	Contig38809	3375	3375
Contig38809_3378_3378	Contig38809	3378	3378
Contig38809_3389_3389	Contig38809	3389	3389
Contig3884_5547_5547	Contig3884	5547	5547
Contig38863_21013_21013	Contig38863	21013	21013
Contig38870_3323_3323	Contig38870	3323	3323
Contig38870_3335_3335	Contig38870	3335	3335
Contig38870_3461_3461	Contig38870	3461	3461
Contig3887_4853_4853	Contig3887	4853	4853
Contig38898_943_943	Contig38898	943	943
Contig38898_948_948	Contig38898	948	948
Contig38898_952_952	Contig38898	952	952
Contig38913_17809_17809	Contig38913	17809	17809
Contig38913_17822_17822	Contig38913	17822	17822
Contig38913_17973_17973	Contig38913	17973	17973
Contig38913_17978_17978	Contig38913	17978	17978
