gene,sig
Contig36118.10987,0
Contig36118.11047,0
Contig36118.11055,0
Contig36118.11062,0
Contig36118.11067,0
Contig36118.11089,0
Contig36118.11103,0
Contig36118.11146,0
Contig36118.11149,0
Contig36118.11159,0
Contig36118.11217,0
Contig36118.11229,0
Contig36118.11249,0
Contig36118.11266,0
Contig36118.11316,0
Contig36118.11361,0
Contig36118.11378,0
Contig36118.13431,0
Contig36118.13444,0
Contig36118.13457,0
Contig36118.13470,0
Contig361.31371,0
Contig361.31376,0
Contig361.31385,0
Contig361.31390,0
Contig361.31443,0
Contig361.31452,0
Contig361.31696,0
Contig361.31706,0
Contig361.31972,0
Contig361.31985,0
Contig361.31993,0
Contig361.32415,0
Contig361.32478,0
Contig36149.17259,0
Contig36149.17310,0
Contig36149.17312,0
Contig36149.17411,0
Contig36149.19735,0
Contig36149.22397,0
Contig36149.22535,0
Contig36149.22549,0
Contig36149.26613,0
Contig3616.2123,0
Contig3616.2152,0
Contig3616.4442,0
Contig3616.4444,0
Contig36188.7984,0
Contig36188.8045,0
Contig36188.8048,0
Contig36188.8053,0
Contig36188.8074,0
Contig36188.8076,0
Contig36188.8079,0
Contig36188.8081,0
Contig36188.8094,0
Contig36188.8097,0
Contig36188.8123,0
Contig36188.8154,0
Contig36188.8198,0
Contig36188.8202,0
Contig36188.8215,0
Contig36188.8226,0
Contig36188.8248,0
Contig36188.8257,0
Contig362.15022,0
Contig362.15053,0
Contig362.15107,0
Contig362.15119,0
Contig362.15126,0
Contig362.18695,0
Contig362.18699,0
Contig362.18758,0
Contig362.19034,0
Contig3622.9397,0
Contig3622.9550,0
Contig3622.9553,0
Contig3622.9564,0
Contig3622.9576,0
Contig3622.9583,0
Contig3622.9614,0
Contig3622.9683,0
Contig3622.9728,0
Contig3622.9798,0
Contig3622.9806,0
Contig36240.32247,0
Contig36240.32851,0
Contig36240.32855,0
Contig36240.38502,0
Contig36240.40087,0
Contig36240.40237,0
Contig36240.40243,0
Contig36240.52149,0
Contig36240.52155,0
Contig36240.52205,0
Contig36240.52214,0
Contig36240.52247,0
Contig36240.52249,0
Contig36240.52256,0
Contig36240.52263,0
Contig36240.52281,0
Contig36240.52306,0
Contig36240.52321,0
Contig36240.52339,0
Contig362.4946,0
Contig362.4970,0
Contig362.50281,0
Contig362.50298,0
Contig36286.18168,0
Contig36286.18366,0
Contig36286.18387,0
Contig36286.18399,0
Contig36286.18424,0
Contig36286.18426,0
Contig36286.18441,0
Contig36286.18453,0
Contig36286.18459,0
Contig36286.18468,0
Contig36286.18519,0
Contig36286.18527,0
Contig36286.20153,0
Contig36286.20187,0
Contig36286.20294,0
Contig36286.20612,0
Contig36286.20684,0
Contig36286.20750,0
Contig36286.20753,0
Contig36286.23854,0
Contig36294.16638,0
Contig36294.16767,0
Contig36294.16777,0
Contig36294.16794,0
Contig36294.16983,0
Contig36294.17003,0
Contig36294.3861,0
Contig36294.3910,0
Contig36294.3921,0
Contig36294.3966,0
Contig36294.3972,0
Contig36294.3996,0
Contig36300.1419,0
Contig36300.1434,0
Contig36300.1441,0
Contig36300.1446,0
Contig36300.3900,0
Contig36304.31331,0
Contig36316.17148,0
Contig36316.17280,0
Contig36316.17293,0
Contig36316.17309,0
Contig36316.17351,0
Contig36316.17360,0
Contig36316.17369,0
Contig36316.17378,0
Contig36316.17435,0
Contig36316.17444,0
Contig36316.17477,0
Contig36316.17509,0
Contig36316.17513,0
Contig36316.9228,0
Contig36316.9230,0
Contig36318.11430,0
Contig36318.11436,0
Contig36318.11440,0
Contig36318.5802,0
Contig36318.7213,0
Contig36318.7218,0
Contig36318.7238,0
Contig36318.7252,0
Contig36326.21186,0
Contig36326.21193,0
Contig36326.21279,0
Contig36326.21288,0
Contig36326.21298,0
Contig36326.21309,0
Contig36326.21780,0
Contig36326.21887,0
Contig36326.25525,0
Contig36333.16970,0
Contig36333.17055,0
Contig36333.17065,0
Contig36333.17077,0
Contig36333.17105,0
Contig36333.17121,0
Contig36333.17125,0
Contig36333.17213,0
Contig36333.17270,0
Contig36333.17275,0
Contig36333.17384,0
Contig36333.17394,0
Contig36333.17399,0
Contig36333.17418,0
Contig36333.17525,0
Contig36333.17529,0
Contig36333.17637,0
Contig36333.17645,0
Contig36333.17657,0
Contig36333.17878,0
Contig36333.17896,0
Contig36333.18203,0
Contig36341.13187,0
Contig36341.13200,0
Contig36341.13258,0
Contig36341.13271,0
Contig36341.13290,0
Contig36341.13341,0
Contig36341.13379,0
Contig36341.14069,0
Contig36355.38641,0
Contig36355.38684,0
Contig36355.39084,0
Contig36355.39095,0
Contig36355.39106,0
Contig36355.39112,0
Contig36355.39184,0
Contig36355.39190,0
Contig36360.23044,0
Contig36360.23051,0
Contig36360.23202,0
Contig36360.23215,0
Contig36360.23221,0
Contig36360.23235,0
Contig36360.23255,0
Contig36360.23260,0
Contig36360.23264,0
Contig36360.23285,0
Contig36360.23290,0
Contig36360.26388,0
Contig36360.26391,0
Contig36360.26396,0
Contig36360.26493,0
Contig36360.26506,0
Contig36360.26530,0
Contig36360.26584,0
Contig36360.26591,0
Contig36360.26601,0
Contig36360.26608,0
Contig36360.26624,0
Contig36360.27487,0
Contig36360.27524,0
Contig36360.27572,0
Contig36360.27578,0
Contig36360.27648,0
Contig36360.27662,0
Contig36360.27673,0
Contig36360.27720,0
Contig36360.28466,0
Contig36360.28485,0
Contig36360.29959,0
Contig36360.29977,0
Contig36360.29987,0
Contig36360.29995,0
Contig36360.30005,0
Contig36360.30015,0
Contig36360.30023,0
Contig36360.30053,0
Contig36360.30068,0
Contig36360.30071,0
Contig36360.30088,0
Contig36360.30102,0
Contig36360.30158,0
Contig36360.30187,0
Contig36360.30199,0
Contig36360.30205,0
Contig36360.30213,0
Contig36360.30216,0
Contig36360.30218,0
Contig36360.30227,0
Contig36360.30238,0
Contig36360.30251,0
Contig36360.30289,0
Contig36360.30327,0
Contig36360.30336,0
Contig36360.30342,0
Contig36360.30354,0
Contig36360.30398,0
Contig36360.30973,0
Contig36360.31010,0
Contig36360.31038,0
Contig36360.31107,0
Contig36360.31147,0
Contig36360.31156,0
Contig36360.31160,0
Contig36360.31198,0
Contig36360.31200,0
Contig36360.31206,0
Contig36360.31229,0
Contig36360.31243,0
Contig36360.31263,0
Contig36360.31267,0
Contig36360.31273,0
Contig36360.31279,0
Contig36360.31310,0
Contig36360.31431,0
Contig36360.31447,0
Contig36360.31451,0
Contig36360.31638,0
Contig36360.31657,0
Contig36360.31684,0
Contig36360.31723,0
Contig36360.31728,0
Contig36360.31759,0
Contig36360.31768,0
Contig36360.31995,0
Contig36360.32005,0
Contig36360.32019,0
Contig36360.32061,0
Contig36360.32067,0
Contig36360.32078,0
Contig36360.32084,0
Contig36360.32087,0
Contig36360.32099,0
Contig36360.32105,0
Contig36360.32116,0
Contig36360.32148,0
Contig36360.32152,0
Contig36360.32155,0
Contig36366.11578,0
Contig36366.11580,0
Contig36366.11583,0
Contig36366.11590,0
Contig36366.11607,0
Contig36366.11610,0
Contig36366.11614,0
Contig36366.11624,0
Contig36366.11630,0
Contig36366.11642,0
Contig36366.11657,0
Contig36366.11667,0
Contig36366.11681,0
Contig36366.11759,0
Contig36366.11763,0
Contig36366.11768,0
Contig36366.11786,0
Contig36366.12098,0
Contig36366.12112,0
Contig36366.12139,0
Contig36366.12149,0
Contig36366.12159,0
Contig36366.12210,0
Contig36.36968,0
Contig36.37353,0
Contig3639.12185,0
Contig36392.14839,0
Contig36392.14846,0
Contig36392.14861,0
Contig36392.23555,0
Contig3639.9102,0
Contig3639.9642,0
Contig3639.9865,0
Contig3639.9898,0
Contig3639.9904,0
Contig3639.9963,0
Contig3639.9967,0
Contig3639.9990,0
Contig3639.9995,0
Contig364.1508,0
Contig364.1523,0
Contig36419.13168,0
Contig36419.13172,0
Contig36419.13347,0
Contig36419.13399,0
Contig36419.13411,0
Contig36419.13419,0
Contig36419.13442,0
Contig36419.13461,0
Contig36419.13468,0
Contig36419.13481,0
Contig36419.13543,0
Contig36419.13550,0
Contig36419.13558,0
Contig36419.13564,0
Contig36419.13582,0
Contig36419.13587,0
Contig36419.17661,0
Contig36419.17667,0
Contig36419.17680,0
Contig36419.17697,0
Contig36419.17720,0
Contig36419.17745,0
Contig36419.17766,0
Contig36419.27622,0
Contig36424.19828,0
Contig36424.19837,0
Contig36424.19851,0
Contig36424.19866,0
Contig36441.10002,0
Contig36441.10009,0
Contig36441.10017,0
Contig36441.10037,0
Contig36441.10087,0
Contig36441.10106,0
Contig36441.10128,0
Contig36441.10142,0
Contig36441.10145,0
Contig36441.10157,0
Contig36441.10165,0
Contig36441.10205,0
Contig36441.10284,0
Contig36441.22843,0
Contig36441.4162,0
Contig36441.4197,0
Contig36441.7397,0
Contig36441.9737,0
Contig36441.9746,0
Contig36441.9764,0
Contig36447.10296,0
Contig36447.10302,0
Contig36447.10326,0
Contig36447.10354,0
Contig36447.10359,0
Contig36447.10374,0
Contig36447.10397,0
Contig36447.10401,0
Contig36447.10414,0
Contig36447.10420,0
Contig36447.10663,0
Contig36447.162,0
Contig36447.221,0
Contig36447.249,0
Contig36447.255,0
Contig36447.259,0
Contig36447.7230,0
Contig36447.7242,0
Contig36447.7246,0
Contig36447.7955,0
Contig36447.7964,0
Contig36447.7978,0
Contig36447.7985,0
Contig36447.7989,0
Contig36447.7993,0
Contig36447.8070,0
Contig36447.8076,0
Contig36447.9847,0
Contig36489.10008,0
Contig36489.10026,0
Contig36489.10043,0
Contig36489.18533,0
Contig36489.18745,0
Contig36489.18763,0
Contig36489.18783,0
Contig36489.18790,0
Contig36489.18796,0
Contig36489.18801,0
Contig36489.18807,0
Contig36489.18844,0
Contig36489.18853,0
Contig36489.18932,0
Contig36489.19572,0
Contig36489.9530,0
Contig36489.9542,0
Contig36489.9549,0
Contig36489.9593,0
Contig36489.9647,0
Contig36489.9690,0
Contig36489.9695,0
Contig36489.9797,0
Contig36489.9832,0
Contig36489.9859,0
Contig36489.9864,0
Contig36489.9870,0
Contig36489.9922,0
Contig36489.9950,0
Contig36489.9960,0
Contig36489.9971,0
Contig36489.9974,0
Contig36489.9979,0
Contig36489.9993,0
Contig3650.1061,0
Contig3650.1096,0
Contig3650.1202,0
Contig3650.1210,0
Contig3650.1212,0
Contig3650.1221,0
Contig3650.1314,0
Contig3650.1361,0
Contig3650.1366,0
Contig3650.1388,0
Contig3650.1404,0
Contig3650.1441,0
Contig3650.1445,0
Contig3650.1459,0
Contig3650.1485,0
Contig3650.1488,0
Contig3650.1493,0
Contig3650.1535,0
Contig3650.1539,0
Contig3650.1550,0
Contig3650.745,0
Contig3650.755,0
Contig3650.775,0
Contig3650.789,0
Contig3650.796,0
Contig3650.804,0
Contig3650.825,0
Contig3650.833,0
Contig3650.845,0
Contig3650.918,0
Contig3650.925,0
Contig3650.928,0
Contig3650.986,0
Contig36557.3115,0
Contig36557.3169,0
Contig36.58613,0
Contig36.58625,0
Contig36.58756,0
Contig36.58767,0
Contig36.58770,0
Contig36.58775,0
Contig36.58788,0
Contig36.60256,0
Contig36.60263,0
Contig36616.4238,0
Contig36616.4243,0
Contig36640.10806,0
Contig36640.10933,0
Contig36640.11140,0
Contig36640.11149,0
Contig36640.11161,0
Contig36640.11167,0
Contig36640.11177,0
Contig36640.11219,0
Contig36640.11240,0
Contig36640.11256,0
Contig36640.11268,0
Contig36640.11797,0
Contig36640.11818,0
Contig36640.11829,0
Contig36640.11858,0
Contig36640.12130,0
Contig36640.12143,0
Contig36640.12162,0
Contig36640.12173,0
Contig36640.12179,0
Contig36640.12184,0
Contig36640.12679,0
Contig36640.12717,0
Contig36640.4793,0
Contig36640.5016,0
Contig36640.5046,0
Contig36640.5067,0
Contig36640.5069,0
Contig36640.5088,0
Contig36640.8938,0
Contig36640.8959,0
Contig36640.8992,0
Contig36640.9028,0
Contig36640.9036,0
Contig36640.9100,0
Contig36640.9109,0
Contig36640.9125,0
Contig36640.9167,0
Contig36640.9194,0
Contig36640.9224,0
Contig36640.9276,0
Contig36640.9282,0
Contig36640.9293,0
Contig36640.9306,0
Contig36640.9320,0
Contig36640.9329,0
Contig36640.9336,0
Contig36640.9366,0
Contig36640.9419,0
Contig36640.9477,0
Contig36640.9567,0
Contig36640.9587,0
Contig36640.9638,0
Contig36640.9644,0
Contig36640.9654,0
Contig36640.9659,0
Contig36640.9702,0
Contig36640.9756,0
Contig36640.9789,0
Contig36640.9854,0
Contig3665.580,0
Contig3665.585,0
Contig3665.617,0
Contig3667.20198,0
Contig36703.1967,0
Contig36703.1979,0
Contig36703.2011,0
Contig36703.2023,0
Contig36703.2055,0
Contig36703.2088,0
Contig36703.2102,0
Contig36703.2114,0
Contig36703.2138,0
Contig36703.2162,0
Contig36703.2172,0
Contig36703.2180,0
Contig36703.2189,0
Contig36703.2219,0
Contig36703.2223,0
Contig36703.2238,0
Contig36703.2240,0
Contig36703.2249,0
Contig36703.2257,0
Contig36703.2264,0
Contig36703.2297,0
Contig36703.2331,0
Contig36703.2336,0
Contig36703.2353,0
Contig36703.2355,0
Contig36703.2366,0
Contig36703.2368,0
Contig36703.2376,0
Contig36703.2392,0
Contig36703.2400,0
Contig36703.2407,0
Contig36703.2410,0
Contig36703.2432,0
Contig36703.2438,0
Contig36703.2452,0
Contig36703.2478,0
Contig36703.2491,0
Contig36703.2495,0
Contig36703.2499,0
Contig36703.2521,0
Contig36703.2523,0
Contig36703.2529,0
Contig36703.2533,0
Contig36703.2568,0
Contig36703.2572,0
Contig36703.2593,0
Contig36703.2611,0
Contig36703.2614,0
Contig36703.2626,0
Contig36703.2631,0
Contig36703.2639,0
Contig36703.2707,0
Contig367.13658,0
Contig36723.10057,0
Contig36723.10226,0
Contig36723.10234,0
Contig36723.13013,0
Contig36723.13015,0
Contig36723.9450,0
Contig36727.18458,0
Contig36727.22486,0
Contig36727.26477,0
Contig36727.26484,0
Contig36727.26508,0
Contig36727.26520,0
Contig36727.26534,0
Contig36727.26546,0
Contig36727.26552,0
Contig36727.26555,0
Contig36727.26572,0
Contig36727.26609,0
Contig36727.27368,0
Contig36727.27382,0
Contig36727.29693,0
Contig36727.29696,0
Contig36727.29703,0
Contig36727.29723,0
Contig36727.29731,0
Contig36727.29747,0
Contig36727.29749,0
Contig36727.29774,0
Contig36727.29789,0
Contig36727.29794,0
Contig36727.29832,0
Contig36727.29851,0
Contig36727.29854,0
Contig36727.29889,0
Contig36747.1516,0
Contig36747.1535,0
Contig36747.1547,0
Contig36747.1581,0
Contig36747.1600,0
Contig36747.1603,0
Contig36747.1619,0
Contig36747.1623,0
Contig36747.1638,0
Contig36747.1672,0
Contig36747.1684,0
Contig36747.1721,0
Contig36747.2142,0
Contig36747.2187,0
Contig36747.2193,0
Contig36747.2198,0
Contig36747.2209,0
Contig36747.2218,0
Contig36747.2276,0
Contig36747.2295,0
Contig36747.2307,0
Contig36747.2343,0
Contig36747.2356,0
Contig36747.2368,0
Contig36747.4546,0
Contig36747.4841,0
Contig367.6563,0
Contig367.7776,0
Contig36789.14462,0
Contig36789.14482,0
Contig36789.14536,0
Contig36789.14609,0
Contig36789.14615,0
Contig36789.14826,0
Contig36789.14841,0
Contig36789.14843,0
Contig36789.14849,0
Contig36789.14852,0
Contig36789.14927,0
Contig36789.14931,0
Contig36789.14938,0
Contig36789.14979,0
Contig36789.14984,0
Contig36789.15477,0
Contig36789.17132,0
Contig36789.17156,0
Contig36789.17195,0
Contig36789.17214,0
Contig36789.17222,0
Contig36789.17237,0
Contig36789.17256,0
Contig36789.17395,0
Contig36789.20495,0
Contig36789.20506,0
Contig36789.21198,0
Contig36789.21254,0
Contig36789.21263,0
Contig36789.21402,0
Contig36789.21537,0
Contig36789.21661,0
Contig36789.22045,0
Contig36789.22054,0
Contig36789.22067,0
Contig36789.26133,0
Contig36789.26136,0
Contig36789.26140,0
Contig36789.26156,0
Contig36789.26159,0
Contig36789.6649,0
Contig36798.14486,0
Contig36798.14611,0
Contig36798.14635,0
Contig36798.14648,0
Contig36798.14669,0
Contig36798.14677,0
Contig36798.14681,0
Contig36798.14720,0
Contig36798.14722,0
Contig36798.14764,0
Contig36798.14768,0
Contig36798.14773,0
Contig36798.14776,0
Contig36798.14788,0
Contig36798.14797,0
Contig36798.14819,0
Contig36798.14824,0
Contig36798.14846,0
Contig36798.7284,0
Contig36798.7323,0
Contig36798.7340,0
Contig36798.7348,0
Contig36798.7483,0
Contig36798.7504,0
Contig36798.7526,0
Contig36798.7565,0
Contig36798.7580,0
Contig36798.7618,0
Contig36798.7627,0
Contig36798.7634,0
Contig36798.7645,0
Contig36798.7648,0
Contig36798.7652,0
Contig36798.7660,0
Contig36798.7663,0
Contig36798.7667,0
Contig36798.7673,0
Contig36798.7697,0
Contig36798.7702,0
Contig36798.7705,0
Contig36798.7714,0
Contig36798.7721,0
Contig36798.7741,0
Contig36798.7765,0
Contig36798.7806,0
Contig36798.7809,0
Contig36798.7813,0
Contig36798.7821,0
Contig36798.7852,0
Contig36798.7875,0
Contig36798.7899,0
Contig36798.8196,0
Contig36798.8204,0
Contig36798.8234,0
Contig36798.8251,0
Contig36798.8345,0
Contig36798.8455,0
Contig36798.8557,0
Contig36798.8561,0
Contig36815.3244,0
Contig36815.3261,0
Contig36815.3292,0
Contig36815.3296,0
Contig36815.6038,0
Contig36815.6046,0
Contig36815.6057,0
Contig36815.6074,0
Contig36815.7544,0
Contig36815.7547,0
Contig36815.7559,0
Contig36818.10006,0
Contig36818.10033,0
Contig36818.10037,0
Contig36818.10045,0
Contig36818.10048,0
Contig36818.10076,0
Contig36818.10087,0
Contig36818.10111,0
Contig36818.10140,0
Contig36818.10145,0
Contig36818.10745,0
Contig36818.10750,0
Contig36818.10756,0
Contig36818.10773,0
Contig36818.10780,0
Contig36818.10797,0
Contig36818.10810,0
Contig36818.10824,0
Contig36818.10843,0
Contig36818.10849,0
Contig36818.10857,0
Contig36818.10884,0
Contig36818.10888,0
Contig36818.10911,0
Contig36818.10913,0
Contig36818.10916,0
Contig36818.10920,0
Contig36818.10940,0
Contig36818.12081,0
Contig36818.12111,0
Contig36818.12135,0
Contig36818.12141,0
Contig36818.12151,0
Contig36818.12154,0
Contig36818.12163,0
Contig36818.12171,0
Contig36818.12180,0
Contig36818.12186,0
Contig36818.12193,0
Contig36818.12198,0
Contig36818.12216,0
Contig36818.12225,0
Contig36818.12291,0
Contig36818.13050,0
Contig36818.13075,0
Contig36818.13080,0
Contig36818.13084,0
Contig36818.13138,0
Contig36818.13144,0
Contig36818.13189,0
Contig36818.13195,0
Contig36818.13201,0
Contig36818.13208,0
Contig36818.13225,0
Contig36818.13251,0
Contig36818.13266,0
Contig36818.13295,0
Contig36818.13298,0
Contig36818.13311,0
Contig36818.13318,0
Contig36818.13334,0
Contig36818.13356,0
Contig36818.15429,0
Contig36818.15440,0
Contig36818.15444,0
Contig36818.15504,0
Contig36818.15545,0
Contig36818.15563,0
Contig36818.15577,0
Contig36818.15596,0
Contig36818.15642,0
Contig36818.15660,0
Contig36818.2049,0
Contig36818.8009,0
Contig36818.8013,0
Contig36818.8038,0
Contig36818.8042,0
Contig36818.8051,0
Contig36818.8076,0
Contig36818.8162,0
Contig36818.8278,0
Contig36818.8399,0
Contig36818.8411,0
Contig36818.8450,0
Contig36818.8455,0
Contig36818.8458,0
Contig36818.8471,0
Contig36818.8486,0
Contig36818.8497,0
Contig36818.8501,0
Contig36818.8512,0
Contig36818.8522,0
Contig36818.8532,0
Contig36818.8541,0
Contig36818.8566,0
Contig36818.8572,0
Contig36818.8590,0
Contig36818.8593,0
Contig36818.8606,0
Contig36818.8635,0
Contig36818.8740,0
Contig36818.9929,0
Contig36818.9988,0
Contig36819.18869,0
Contig36841.11909,0
Contig36842.16398,0
Contig36842.16412,0
Contig3686.2557,0
Contig3686.2570,0
Contig3686.2594,0
Contig3686.2637,0
Contig3686.2652,0
Contig36903.2694,0
Contig36903.2714,0
Contig36903.2720,0
Contig36903.2766,0
Contig36903.2774,0
Contig36903.2779,0
Contig36903.4959,0
Contig36903.4962,0
Contig36903.4964,0
Contig36903.4985,0
Contig36942.20292,0
Contig36942.20342,0
Contig36942.20370,0
Contig36942.20385,0
Contig36942.20408,0
Contig36942.20426,0
Contig36942.20445,0
Contig36942.20507,0
Contig36942.24896,0
Contig36942.24900,0
Contig3694.3135,0
Contig3694.3729,0
Contig36958.11378,0
Contig36958.11390,0
Contig36958.11403,0
Contig36958.11425,0
Contig36958.11487,0
Contig36958.11492,0
Contig36958.11497,0
Contig36958.11502,0
Contig36958.11527,0
Contig36958.11549,0
Contig36958.11556,0
Contig36958.11567,0
Contig36958.11598,0
Contig36958.12097,0
Contig36958.12838,0
Contig36958.12853,0
Contig36958.12861,0
Contig36958.12892,0
Contig36958.12901,0
Contig36958.13065,0
Contig36958.14142,0
Contig36958.14155,0
Contig36958.14163,0
Contig36958.14253,0
Contig36958.14255,0
Contig36958.14263,0
Contig36958.14272,0
Contig36958.14293,0
Contig36958.14324,0
Contig36958.14326,0
Contig36958.14358,0
Contig36958.14407,0
Contig36958.14477,0
Contig36958.14527,0
Contig36958.14537,0
Contig36958.14582,0
Contig36958.14591,0
Contig36958.14629,0
Contig36958.14663,0
Contig36958.14670,0
Contig36958.14688,0
Contig36958.14725,0
Contig36958.14731,0
Contig36958.17055,0
Contig36958.17097,0
Contig36958.17154,0
Contig36958.17159,0
Contig36958.18585,0
Contig36958.18622,0
Contig36958.18668,1
Contig36958.18671,0
Contig36958.18707,0
Contig36958.18719,0
Contig36958.18741,0
Contig36958.18745,0
Contig36958.18750,0
Contig36958.18790,0
Contig36958.18796,0
Contig36958.18812,0
Contig36958.18845,0
Contig36958.18860,0
Contig36958.18865,0
Contig36958.18878,0
Contig36958.18893,0
Contig36958.20832,0
Contig36958.20872,0
Contig36958.21930,0
Contig36958.21969,0
Contig36958.22039,0
Contig36958.22077,0
Contig36958.22087,0
Contig36958.22095,0
Contig36958.22108,0
Contig36958.22206,0
Contig36958.22230,0
Contig36958.22249,0
Contig36958.22263,0
Contig36958.22283,0
Contig36958.22289,0
Contig36958.22291,0
Contig36958.22306,0
Contig36958.22314,0
Contig36958.22411,0
Contig36958.22421,0
Contig36958.22426,0
Contig36958.22437,0
Contig36958.22452,0
Contig36958.22455,0
Contig36958.22481,0
Contig36958.22485,0
Contig36958.22487,0
Contig36958.22504,0
Contig36958.22527,0
Contig36958.22541,0
Contig36958.22615,0
Contig36958.22654,0
Contig36958.22983,0
Contig36958.23118,0
Contig36958.23139,0
Contig36958.23145,0
Contig36958.23153,0
Contig36958.23160,0
Contig36958.23166,0
Contig36958.23174,0
Contig36958.23227,0
Contig36958.23295,0
Contig36958.23321,0
Contig36958.23323,0
Contig36984.5603,0
Contig36984.5632,0
Contig36984.6986,0
Contig36984.6998,0
Contig36984.7004,0
Contig36984.7025,0
Contig36984.7062,0
Contig36984.7518,0
Contig36984.7555,0
Contig36984.7563,0
Contig36984.7577,0
Contig36984.7591,0
Contig36984.7601,0
Contig37013.10177,0
Contig37013.10186,0
Contig37013.10189,0
Contig37013.10204,0
Contig37013.10222,0
Contig37013.10250,0
Contig37013.10261,0
Contig37013.10275,0
Contig37013.12119,0
Contig37013.12133,0
Contig37013.12150,0
Contig37013.12154,0
Contig37013.12186,0
Contig37027.8130,0
Contig37046.3597,0
Contig37054.3809,0
Contig37054.3815,0
Contig37054.3848,0
Contig37058.2830,0
Contig37058.4320,0
Contig37058.4331,0
Contig37058.4335,0
Contig37058.4348,0
Contig37058.4383,0
Contig37058.4386,0
Contig37058.4395,0
Contig37058.4405,0
Contig37084.7119,0
Contig37084.7339,0
Contig37084.7375,0
Contig37084.7381,0
Contig37084.7403,0
Contig37087.2837,0
Contig37087.2856,0
Contig37087.2859,0
Contig37087.2864,0
Contig37087.2866,0
Contig37087.2890,0
Contig37087.2904,0
Contig37087.2940,0
Contig37087.2996,0
Contig37087.3063,0
Contig37087.3084,0
Contig37087.3137,0
Contig37087.3708,0
Contig37087.3720,0
Contig37087.3906,0
Contig37087.3913,0
Contig37087.3919,0
Contig37087.3924,0
Contig37087.3935,0
Contig37087.4452,0
Contig37087.4471,0
Contig37087.4520,0
Contig37087.4524,0
Contig37087.4533,0
Contig37087.4537,0
Contig37087.5465,0
Contig37087.5472,0
Contig37087.5489,0
Contig37087.5496,0
Contig37087.5502,0
Contig37087.5508,0
Contig37087.5523,0
Contig37087.5549,0
Contig37087.5580,0
Contig37087.5590,0
Contig37087.6718,0
Contig37089.3045,0
Contig37089.3055,0
Contig37089.3075,0
Contig37089.3156,0
Contig37089.3165,0
Contig37089.3172,0
Contig37089.3180,0
Contig37089.3219,0
Contig37089.8297,0
Contig37089.8339,0
Contig37089.8351,0
Contig37089.8379,0
Contig37089.8408,0
Contig37089.8445,0
Contig37089.8460,0
Contig37089.8680,0
Contig37089.8691,0
Contig37089.8696,0
Contig37089.8701,0
Contig37089.8703,0
Contig37089.8707,0
Contig37089.8709,0
Contig37089.8751,0
Contig37114.8618,0
Contig37114.8682,0
Contig37114.8692,0
Contig37180.3766,0
Contig37180.3774,0
Contig37205.2441,0
Contig37205.2457,0
Contig372.19301,0
Contig372.19324,0
Contig372.19337,0
Contig372.19349,0
Contig372.19368,0
Contig372.19397,0
Contig372.19402,0
Contig372.19409,0
Contig372.19427,0
Contig372.19454,0
Contig372.19463,0
Contig372.19480,0
Contig372.2784,0
Contig372.2843,0
Contig372.2851,0
Contig372.2880,0
Contig372.2882,0
Contig372.2907,0
Contig372.2918,0
Contig372.2942,0
Contig372.2948,0
Contig372.2978,0
Contig37259.18999,0
Contig37259.19023,0
Contig37259.19030,0
Contig37259.21951,0
Contig37259.21957,0
Contig37259.21966,0
Contig37274.21235,0
Contig37274.21252,0
Contig37274.21265,0
Contig37274.21277,0
Contig37274.21293,0
Contig37274.21320,0
Contig37274.21351,0
Contig37274.21357,0
Contig37274.21367,0
Contig37274.21454,0
Contig37274.21481,0
Contig37274.21490,0
Contig37274.21698,0
Contig37274.21746,0
Contig37274.21765,0
Contig37274.21776,0
Contig37274.21848,0
Contig37274.21895,0
Contig37274.21923,0
Contig37274.22063,0
Contig37274.22975,0
Contig37274.22993,0
Contig37274.23012,0
Contig37274.23023,0
Contig37274.23029,0
Contig37274.23193,0
Contig37280.10110,0
Contig37280.9708,0
Contig37280.9737,0
Contig37280.9750,0
Contig37280.9765,0
Contig37280.9785,0
Contig37280.9800,0
Contig37280.9863,0
Contig37280.9896,0
Contig37280.9947,0
Contig37287.12612,0
Contig372.9530,0
Contig372.9545,0
Contig372.9550,0
Contig372.9553,0
Contig372.9570,0
Contig37314.13337,0
Contig37314.17975,0
Contig37314.18000,0
Contig373.15194,0
Contig373.15201,0
Contig373.15227,0
Contig373.15232,0
Contig37345.5627,0
Contig37345.5717,0
Contig37345.5731,0
Contig37345.5767,0
Contig37345.6032,0
Contig37345.6048,0
Contig37345.7341,0
Contig37345.7354,0
Contig37345.7372,0
Contig37345.7375,0
Contig37345.7419,0
Contig37345.7433,0
Contig37345.7497,0
Contig37361.17365,0
Contig37361.17390,0
Contig37361.17406,0
Contig37361.17421,0
Contig37361.17429,0
Contig37361.17445,0
Contig37361.17500,0
Contig37361.17524,0
Contig37361.17548,0
Contig37361.17550,0
Contig37400.1029,0
Contig37400.2666,0
Contig37400.2724,0
Contig37400.2748,0
Contig37400.2751,0
Contig37400.2808,0
Contig37400.2832,0
Contig37413.8426,0
Contig37413.8437,0
Contig37439.16962,0
Contig37439.16982,0
Contig37439.16994,0
Contig37439.1850,0
Contig37439.1906,0
Contig37439.1911,0
Contig37439.1930,0
Contig37439.1955,0
Contig37439.1970,0
Contig37439.1976,0
Contig37439.1997,0
Contig37439.2004,0
Contig37439.20840,0
Contig37439.20999,0
