contig_gene,start_gene,end_gene,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig24588,1,22691,"ID=OLUR_00009656;Name=OLUR_00009656;Alias=snap_masked-Contig24588-processed-gene-0.3;Note=Similar to THSD7A: Thrombospondin type-1 domain-containing protein 7A (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.20.100.10,InterPro:IPR000884,InterPro:IPR036383,MobiDBLite:mobidb-lite,Pfam:PF00090,ProSiteProfiles:PS50092,SMART:SM00209,SUPERFAMILY:SSF82895;",2.2436289717559456e-5,2.671018621353438e-4,ID=OLUR_00009656;,NA,Name=OLUR_00009656;,Alias=snap_masked-Contig24588-processed-gene-0.3;,NA,NA,Note=Similar to THSD7A: Thrombospondin type-1 domain-containing protein 7A (Homo sapiens OX%3D9606);,NA,"Dbxref=Gene3D:G3DSA:2.20.100.10,InterPro:IPR000884,InterPro:IPR036383,MobiDBLite:mobidb-lite,Pfam:PF00090,ProSiteProfiles:PS50092,SMART:SM00209,SUPERFAMILY:SSF82895;"
Contig24791,7341,51957,"ID=OLUR_00001641;Name=OLUR_00001641;Alias=maker-Contig24791-snap-gene-0.5;Note=Similar to Cacna1h: Voltage-dependent T-type calcium channel subunit alpha-1H (Rattus norvegicus OX%3D10116);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.287.70,Gene3D:G3DSA:1.20.120.350,InterPro:IPR005445,InterPro:IPR005821,InterPro:IPR027359,MobiDBLite:mobidb-lite,PRINTS:PR01629,Pfam:PF00520,SUPERFAMILY:SSF81324;Ontology_term=GO:0005216,GO:0005245,GO:0005891,GO:0006811,GO:0016020,GO:0055085,GO:0070588;",6.130023826806187e-4,0.005016726343245267,ID=OLUR_00001641;,NA,Name=OLUR_00001641;,Alias=maker-Contig24791-snap-gene-0.5;,NA,NA,Note=Similar to Cacna1h: Voltage-dependent T-type calcium channel subunit alpha-1H (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0005216,GO:0005245,GO:0005891,GO:0006811,GO:0016020,GO:0055085,GO:0070588;","Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.287.70,Gene3D:G3DSA:1.20.120.350,InterPro:IPR005445,InterPro:IPR005821,InterPro:IPR027359,MobiDBLite:mobidb-lite,PRINTS:PR01629,Pfam:PF00520,SUPERFAMILY:SSF81324;"
Contig25952,2197,25355,"ID=OLUR_00008086;Name=OLUR_00008086;Alias=maker-Contig25952-snap-gene-0.1;Note=Similar to Ppm1b: Protein phosphatase 1B (Mus musculus OX%3D10090);Dbxref=CDD:cd00143,Gene3D:G3DSA:1.10.10.430,Gene3D:G3DSA:3.60.40.10,InterPro:IPR000222,InterPro:IPR001932,InterPro:IPR012911,InterPro:IPR036457,InterPro:IPR036580,Pfam:PF00481,Pfam:PF07830,ProSitePatterns:PS01032,ProSiteProfiles:PS51746,SMART:SM00331,SMART:SM00332,SUPERFAMILY:SSF81601,SUPERFAMILY:SSF81606;Ontology_term=GO:0000287,GO:0003824,GO:0004721,GO:0030145,GO:0043169;",1.132899114623268e-18,1.3951464263068812e-16,ID=OLUR_00008086;,NA,Name=OLUR_00008086;,Alias=maker-Contig25952-snap-gene-0.1;,NA,NA,Note=Similar to Ppm1b: Protein phosphatase 1B (Mus musculus OX%3D10090);,"Ontology_term=GO:0000287,GO:0003824,GO:0004721,GO:0030145,GO:0043169;","Dbxref=CDD:cd00143,Gene3D:G3DSA:1.10.10.430,Gene3D:G3DSA:3.60.40.10,InterPro:IPR000222,InterPro:IPR001932,InterPro:IPR012911,InterPro:IPR036457,InterPro:IPR036580,Pfam:PF00481,Pfam:PF07830,ProSitePatterns:PS01032,ProSiteProfiles:PS51746,SMART:SM00331,SMART:SM00332,SUPERFAMILY:SSF81601,SUPERFAMILY:SSF81606;"
Contig26006,1,3343,"ID=OLUR_00029880;Name=OLUR_00029880;Alias=snap_masked-Contig26006-processed-gene-0.0;Note=Similar to RNF103: E3 ubiquitin-protein ligase RNF103 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,Pfam:PF13639,ProSiteProfiles:PS50089,SUPERFAMILY:SSF57850;",0.004555391362855038,0.023381034977062502,ID=OLUR_00029880;,NA,Name=OLUR_00029880;,Alias=snap_masked-Contig26006-processed-gene-0.0;,NA,NA,Note=Similar to RNF103: E3 ubiquitin-protein ligase RNF103 (Homo sapiens OX%3D9606);,NA,"Dbxref=Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,Pfam:PF13639,ProSiteProfiles:PS50089,SUPERFAMILY:SSF57850;"
Contig26355,3391,14367,ID=OLUR_00010550;Name=OLUR_00010550;Alias=maker-Contig26355-snap-gene-0.5;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,5.1634340886122315e-11,1.4934813688794656e-9,ID=OLUR_00010550;,NA,Name=OLUR_00010550;,Alias=maker-Contig26355-snap-gene-0.5;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig26355,10466,14760,ID=OLUR_00010551;Name=OLUR_00010551;Alias=maker-Contig26355-snap-gene-0.6;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,5.1634340886122315e-11,1.4934813688794656e-9,ID=OLUR_00010551;,NA,Name=OLUR_00010551;,Alias=maker-Contig26355-snap-gene-0.6;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig26432,19578,25654,ID=OLUR_00007241;Name=OLUR_00007241;Alias=snap_masked-Contig26432-processed-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.003900792124452516,0.020656408791218477,ID=OLUR_00007241;,NA,Name=OLUR_00007241;,Alias=snap_masked-Contig26432-processed-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig26653,1,8608,"ID=OLUR_00011398;Name=OLUR_00011398;Alias=snap_masked-Contig26653-processed-gene-0.0;Note=Similar to Rgs12: Regulator of G-protein signaling 12 (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd00992,CDD:cd13162,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:2.30.42.10,InterPro:IPR001478,InterPro:IPR006020,InterPro:IPR011993,InterPro:IPR036034,MobiDBLite:mobidb-lite,Pfam:PF00595,Pfam:PF00640,ProSiteProfiles:PS01179,ProSiteProfiles:PS50106,SMART:SM00228,SMART:SM00462,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF50729;Ontology_term=GO:0005515;",0.0076124045736321744,0.036197327422480684,ID=OLUR_00011398;,NA,Name=OLUR_00011398;,Alias=snap_masked-Contig26653-processed-gene-0.0;,NA,NA,Note=Similar to Rgs12: Regulator of G-protein signaling 12 (Rattus norvegicus OX%3D10116);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00992,CDD:cd13162,Gene3D:G3DSA:2.30.29.30,Gene3D:G3DSA:2.30.42.10,InterPro:IPR001478,InterPro:IPR006020,InterPro:IPR011993,InterPro:IPR036034,MobiDBLite:mobidb-lite,Pfam:PF00595,Pfam:PF00640,ProSiteProfiles:PS01179,ProSiteProfiles:PS50106,SMART:SM00228,SMART:SM00462,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF50729;"
Contig26705,1,27526,"ID=OLUR_00003850;Name=OLUR_00003850;Alias=maker-Contig26705-snap-gene-0.7;Note=Similar to TANC2: Protein TANC2 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.10,Gene3D:G3DSA:1.25.40.20,InterPro:IPR001841,InterPro:IPR002110,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734,InterPro:IPR020683,InterPro:IPR027417,InterPro:IPR036770,MobiDBLite:mobidb-lite,Pfam:PF12796,ProSiteProfiles:PS50005,ProSiteProfiles:PS50088,ProSiteProfiles:PS50089,ProSiteProfiles:PS50293,ProSiteProfiles:PS50297,SMART:SM00028,SMART:SM00248,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF48452,SUPERFAMILY:SSF52540;Ontology_term=GO:0005515;",0.008995929666919677,0.04076662244986451,ID=OLUR_00003850;,NA,Name=OLUR_00003850;,Alias=maker-Contig26705-snap-gene-0.7;,NA,NA,Note=Similar to TANC2: Protein TANC2 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.10,Gene3D:G3DSA:1.25.40.20,InterPro:IPR001841,InterPro:IPR002110,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734,InterPro:IPR020683,InterPro:IPR027417,InterPro:IPR036770,MobiDBLite:mobidb-lite,Pfam:PF12796,ProSiteProfiles:PS50005,ProSiteProfiles:PS50088,ProSiteProfiles:PS50089,ProSiteProfiles:PS50293,ProSiteProfiles:PS50297,SMART:SM00028,SMART:SM00248,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF48452,SUPERFAMILY:SSF52540;"
Contig2674,8263,16407,ID=OLUR_00013842;Name=OLUR_00013842;Alias=maker-Contig2674-snap-gene-0.3;Note=Protein of unknown function;,0.008633654279544786,0.039800252064276655,ID=OLUR_00013842;,NA,Name=OLUR_00013842;,Alias=maker-Contig2674-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig26855,17439,32265,"ID=OLUR_00005343;Name=OLUR_00005343;Alias=maker-Contig26855-snap-gene-0.5;Note=Similar to jade3: Protein Jade-3 (Xenopus tropicalis OX%3D8364);Dbxref=Gene3D:G3DSA:3.30.40.10,InterPro:IPR001965,InterPro:IPR013083,InterPro:IPR034732,MobiDBLite:mobidb-lite,Pfam:PF13771,ProSiteProfiles:PS51805,SMART:SM00249;",0.0035753120991473147,0.01907150501888701,ID=OLUR_00005343;,NA,Name=OLUR_00005343;,Alias=maker-Contig26855-snap-gene-0.5;,NA,NA,Note=Similar to jade3: Protein Jade-3 (Xenopus tropicalis OX%3D8364);,NA,"Dbxref=Gene3D:G3DSA:3.30.40.10,InterPro:IPR001965,InterPro:IPR013083,InterPro:IPR034732,MobiDBLite:mobidb-lite,Pfam:PF13771,ProSiteProfiles:PS51805,SMART:SM00249;"
Contig26949,1,10303,ID=OLUR_00014692;Name=OLUR_00014692;Alias=maker-Contig26949-snap-gene-0.2;Note=Protein of unknown function;,0.0010444740778155763,0.0072704833288083385,ID=OLUR_00014692;,NA,Name=OLUR_00014692;,Alias=maker-Contig26949-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig26949,5731,15837,"ID=OLUR_00014693;Name=OLUR_00014693;Alias=maker-Contig26949-snap-gene-0.3;Note=Similar to TTC28: Tetratricopeptide repeat protein 28 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,InterPro:IPR024983,MobiDBLite:mobidb-lite,Pfam:PF12770;",5.09935682847196e-4,0.004273645074238216,ID=OLUR_00014693;,NA,Name=OLUR_00014693;,Alias=maker-Contig26949-snap-gene-0.3;,NA,NA,Note=Similar to TTC28: Tetratricopeptide repeat protein 28 (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,InterPro:IPR024983,MobiDBLite:mobidb-lite,Pfam:PF12770;"
Contig27321,6905,11213,ID=OLUR_00015025;Name=OLUR_00015025;Alias=snap_masked-Contig27321-processed-gene-0.1;Note=Protein of unknown function;,0.002356891835504534,0.01365395327987153,ID=OLUR_00015025;,NA,Name=OLUR_00015025;,Alias=snap_masked-Contig27321-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig275,25924,32250,"ID=OLUR_00005350;Name=OLUR_00005350;Alias=maker-Contig275-snap-gene-0.7;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.0010986272824143502,0.007510411080805268,ID=OLUR_00005350;,NA,Name=OLUR_00005350;,Alias=maker-Contig275-snap-gene-0.7;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig27574,24241,35570,ID=OLUR_00004350;Name=OLUR_00004350;Alias=maker-Contig27574-snap-gene-0.4;Note=Similar to UPF0577 protein KIAA1324-like homolog (Mus musculus OX%3D10090);Dbxref=MobiDBLite:mobidb-lite;,0.0021848257827461475,0.013393132495303852,ID=OLUR_00004350;,NA,Name=OLUR_00004350;,Alias=maker-Contig27574-snap-gene-0.4;,NA,NA,Note=Similar to UPF0577 protein KIAA1324-like homolog (Mus musculus OX%3D10090);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig27660,1981,18993,ID=OLUR_00010353;Name=OLUR_00010353;Alias=maker-Contig27660-snap-gene-0.2;Note=Similar to Dtnb: Dystrobrevin beta (Rattus norvegicus OX%3D10116);Dbxref=MobiDBLite:mobidb-lite;,1.7865362092918516e-4,0.0015833770031909642,ID=OLUR_00010353;,NA,Name=OLUR_00010353;,Alias=maker-Contig27660-snap-gene-0.2;,NA,NA,Note=Similar to Dtnb: Dystrobrevin beta (Rattus norvegicus OX%3D10116);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig28218,17033,29253,"ID=OLUR_00006422;Name=OLUR_00006422;Alias=maker-Contig28218-snap-gene-0.3;Note=Similar to kidins220b: Kinase D-interacting substrate of 220 kDa B (Danio rerio OX%3D7955);Dbxref=InterPro:IPR011646,MobiDBLite:mobidb-lite,Pfam:PF07693;",3.844033220220639e-6,5.671895793813584e-5,ID=OLUR_00006422;,NA,Name=OLUR_00006422;,Alias=maker-Contig28218-snap-gene-0.3;,NA,NA,Note=Similar to kidins220b: Kinase D-interacting substrate of 220 kDa B (Danio rerio OX%3D7955);,NA,"Dbxref=InterPro:IPR011646,MobiDBLite:mobidb-lite,Pfam:PF07693;"
Contig28409,6888,17822,ID=OLUR_00011765;Name=OLUR_00011765;Alias=maker-Contig28409-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,3.057401361437727e-8,7.37828304452984e-7,ID=OLUR_00011765;,NA,Name=OLUR_00011765;,Alias=maker-Contig28409-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig28669,3835,25022,"ID=OLUR_00008364;Name=OLUR_00008364;Alias=maker-Contig28669-snap-gene-0.4;Note=Similar to usp30: Ubiquitin carboxyl-terminal hydrolase 30 (Xenopus tropicalis OX%3D8364);Dbxref=CDD:cd02257,InterPro:IPR001394,InterPro:IPR018200,InterPro:IPR028889,InterPro:IPR038765,Pfam:PF00443,ProSitePatterns:PS00973,ProSiteProfiles:PS50235,SUPERFAMILY:SSF54001;Ontology_term=GO:0006511,GO:0016579,GO:0036459;",0.0014382848474794783,0.009376353293739285,ID=OLUR_00008364;,NA,Name=OLUR_00008364;,Alias=maker-Contig28669-snap-gene-0.4;,NA,NA,Note=Similar to usp30: Ubiquitin carboxyl-terminal hydrolase 30 (Xenopus tropicalis OX%3D8364);,"Ontology_term=GO:0006511,GO:0016579,GO:0036459;","Dbxref=CDD:cd02257,InterPro:IPR001394,InterPro:IPR018200,InterPro:IPR028889,InterPro:IPR038765,Pfam:PF00443,ProSitePatterns:PS00973,ProSiteProfiles:PS50235,SUPERFAMILY:SSF54001;"
Contig28854,1092,14154,"ID=OLUR_00005775;Name=OLUR_00005775;Alias=maker-Contig28854-snap-gene-0.4;Note=Similar to ZNF609: Zinc finger protein 609 (Homo sapiens OX%3D9606);Dbxref=InterPro:IPR013087,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157;Ontology_term=GO:0003676;",9.945190176157996e-4,0.007026531189715861,ID=OLUR_00005775;,NA,Name=OLUR_00005775;,Alias=maker-Contig28854-snap-gene-0.4;,NA,NA,Note=Similar to ZNF609: Zinc finger protein 609 (Homo sapiens OX%3D9606);,Ontology_term=GO:0003676;,"Dbxref=InterPro:IPR013087,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157;"
Contig29159,1,6137,ID=OLUR_00019280;Name=OLUR_00019280;Alias=snap_masked-Contig29159-processed-gene-0.0;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.0036239303437049356,0.019253932303556993,ID=OLUR_00019280;,NA,Name=OLUR_00019280;,Alias=snap_masked-Contig29159-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig295049,1,6820,ID=OLUR_00025362;Name=OLUR_00025362;Alias=snap_masked-Contig295049-processed-gene-0.1;Note=Protein of unknown function;,0.004664318455510106,0.02381804937256021,ID=OLUR_00025362;,NA,Name=OLUR_00025362;,Alias=snap_masked-Contig295049-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig30596,3527,19944,"ID=OLUR_00011437;Name=OLUR_00011437;Alias=maker-Contig30596-snap-gene-0.3;Note=Similar to Ccnk: Cyclin-K (Mus musculus OX%3D10090);Dbxref=CDD:cd00043,Gene3D:G3DSA:1.10.472.10,InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR036915,MobiDBLite:mobidb-lite,Pfam:PF00134,SUPERFAMILY:SSF47954;",0.01145103643589385,0.04967282291520386,ID=OLUR_00011437;,NA,Name=OLUR_00011437;,Alias=maker-Contig30596-snap-gene-0.3;,NA,NA,Note=Similar to Ccnk: Cyclin-K (Mus musculus OX%3D10090);,NA,"Dbxref=CDD:cd00043,Gene3D:G3DSA:1.10.472.10,InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR036915,MobiDBLite:mobidb-lite,Pfam:PF00134,SUPERFAMILY:SSF47954;"
Contig30989,3357,6790,ID=OLUR_00025403;Name=OLUR_00025403;Alias=maker-Contig30989-snap-gene-0.1;Note=Similar to Ccdc88a: Girdin (Mus musculus OX%3D10090);Dbxref=Coils:Coil;,1.95126613286807e-9,4.9473241318161314e-8,ID=OLUR_00025403;,NA,Name=OLUR_00025403;,Alias=maker-Contig30989-snap-gene-0.1;,NA,NA,Note=Similar to Ccdc88a: Girdin (Mus musculus OX%3D10090);,NA,Dbxref=Coils:Coil;
Contig31246,1,8547,"ID=OLUR_00012117;Name=OLUR_00012117;Alias=snap_masked-Contig31246-processed-gene-0.0;Note=Similar to SVIL: Supervillin (Bos taurus OX%3D9913);Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,Pfam:PF00626,SUPERFAMILY:SSF55753;",2.2817800575846448e-4,0.001989295083935601,ID=OLUR_00012117;,NA,Name=OLUR_00012117;,Alias=snap_masked-Contig31246-processed-gene-0.0;,NA,NA,Note=Similar to SVIL: Supervillin (Bos taurus OX%3D9913);,NA,"Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,Pfam:PF00626,SUPERFAMILY:SSF55753;"
Contig31547,6124,12116,"ID=OLUR_00017558;Name=OLUR_00017558;Alias=snap_masked-Contig31547-processed-gene-0.4;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",5.763913792532127e-8,1.3346958758892314e-6,ID=OLUR_00017558;,NA,Name=OLUR_00017558;,Alias=snap_masked-Contig31547-processed-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig317,1,33441,"ID=OLUR_00004627;Name=OLUR_00004627;Alias=maker-Contig317-snap-gene-0.3;Note=Similar to SNRK: SNF-related serine/threonine-protein kinase (Homo sapiens OX%3D9606);Dbxref=CDD:cd14074,CDD:cd14339,Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSitePatterns:PS00107,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;",0.005086567823245788,0.025647313656290277,ID=OLUR_00004627;,NA,Name=OLUR_00004627;,Alias=maker-Contig317-snap-gene-0.3;,NA,NA,Note=Similar to SNRK: SNF-related serine/threonine-protein kinase (Homo sapiens OX%3D9606);,"Ontology_term=GO:0004672,GO:0005524,GO:0006468;","Dbxref=CDD:cd14074,CDD:cd14339,Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSitePatterns:PS00107,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;"
Contig31753,1,20905,"ID=OLUR_00007759;Name=OLUR_00007759;Alias=maker-Contig31753-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",0.0014795161259716179,0.009606064182564508,ID=OLUR_00007759;,NA,Name=OLUR_00007759;,Alias=maker-Contig31753-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig31893,1,13654,"ID=OLUR_00016887;Name=OLUR_00016887;Alias=maker-Contig31893-snap-gene-0.2;Note=Similar to Parp14: Poly [ADP-ribose] polymerase 14 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.70.330,Gene3D:G3DSA:3.30.720.50,Gene3D:G3DSA:3.40.220.10,Gene3D:G3DSA:3.90.228.10,InterPro:IPR002589,InterPro:IPR012677,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF01661,ProSiteProfiles:PS51154,SMART:SM00506,SUPERFAMILY:SSF52949;",2.050174613634825e-5,2.500152055470657e-4,ID=OLUR_00016887;,NA,Name=OLUR_00016887;,Alias=maker-Contig31893-snap-gene-0.2;,NA,NA,Note=Similar to Parp14: Poly [ADP-ribose] polymerase 14 (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.70.330,Gene3D:G3DSA:3.30.720.50,Gene3D:G3DSA:3.40.220.10,Gene3D:G3DSA:3.90.228.10,InterPro:IPR002589,InterPro:IPR012677,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF01661,ProSiteProfiles:PS51154,SMART:SM00506,SUPERFAMILY:SSF52949;"
Contig32060,1,20397,"ID=OLUR_00011119;Name=OLUR_00011119;Alias=snap_masked-Contig32060-processed-gene-0.1;Note=Similar to shroom2: Protein Shroom2 (Xenopus tropicalis OX%3D8364);Dbxref=Coils:Coil,InterPro:IPR014799,MobiDBLite:mobidb-lite,Pfam:PF08687,ProSiteProfiles:PS51307;",1.2070019358528934e-4,0.0011693469782410376,ID=OLUR_00011119;,NA,Name=OLUR_00011119;,Alias=snap_masked-Contig32060-processed-gene-0.1;,NA,NA,Note=Similar to shroom2: Protein Shroom2 (Xenopus tropicalis OX%3D8364);,NA,"Dbxref=Coils:Coil,InterPro:IPR014799,MobiDBLite:mobidb-lite,Pfam:PF08687,ProSiteProfiles:PS51307;"
Contig32108,3829,14676,"ID=OLUR_00015833;Name=OLUR_00015833;Alias=maker-Contig32108-snap-gene-0.3;Note=Protein of unknown function;Dbxref=InterPro:IPR029157,MobiDBLite:mobidb-lite,Pfam:PF15007;",2.3593703903975593e-5,2.7758113902885825e-4,ID=OLUR_00015833;,NA,Name=OLUR_00015833;,Alias=maker-Contig32108-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=InterPro:IPR029157,MobiDBLite:mobidb-lite,Pfam:PF15007;"
Contig32566,9055,42575,"ID=OLUR_00002795;Name=OLUR_00002795;Alias=maker-Contig32566-snap-gene-0.7;Note=Similar to HECTD1: E3 ubiquitin-protein ligase HECTD1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00204,Coils:Coil,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:2.60.120.260,InterPro:IPR002110,InterPro:IPR008979,InterPro:IPR010606,InterPro:IPR012919,InterPro:IPR020683,InterPro:IPR036770,InterPro:IPR037252,MobiDBLite:mobidb-lite,Pfam:PF06701,Pfam:PF07738,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,ProSiteProfiles:PS51416,SMART:SM00248,SUPERFAMILY:SSF159034,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF49785;Ontology_term=GO:0004842,GO:0005515,GO:0016567,GO:0046872;",0.008387757437822751,0.038778253082421166,ID=OLUR_00002795;,NA,Name=OLUR_00002795;,Alias=maker-Contig32566-snap-gene-0.7;,NA,NA,Note=Similar to HECTD1: E3 ubiquitin-protein ligase HECTD1 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0004842,GO:0005515,GO:0016567,GO:0046872;","Dbxref=CDD:cd00204,Coils:Coil,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:2.60.120.260,InterPro:IPR002110,InterPro:IPR008979,InterPro:IPR010606,InterPro:IPR012919,InterPro:IPR020683,InterPro:IPR036770,InterPro:IPR037252,MobiDBLite:mobidb-lite,Pfam:PF06701,Pfam:PF07738,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,ProSiteProfiles:PS51416,SMART:SM00248,SUPERFAMILY:SSF159034,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF49785;"
Contig32656,3107,13766,ID=OLUR_00016774;Name=OLUR_00016774;Alias=maker-Contig32656-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,5.052189624271514e-5,5.709188049317824e-4,ID=OLUR_00016774;,NA,Name=OLUR_00016774;,Alias=maker-Contig32656-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig32850,4660,9984,ID=OLUR_00012910;Name=OLUR_00012910;Alias=maker-Contig32850-snap-gene-0.7;Note=Protein of unknown function;,0.005956156675744277,0.029603428837508158,ID=OLUR_00012910;,NA,Name=OLUR_00012910;,Alias=maker-Contig32850-snap-gene-0.7;,NA,NA,Note=Protein of unknown function;,NA,NA
