id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0	alpha1	se_alpha1	qvalues	pvalues	significant	chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18
Contig3311917449	18	1.741e-01	-3.228e-01	6.764e-02	1.816e-06	8.613e-01	1.535e-01	2.849e+01	2.762e+01	6.526e+00	1.572e+00	8.212e-01	2.369e-01	0.0140335301390187	1.816e-06	TRUE	Contig33119	17449	17449	+	16	14	2	20	18	2	26	0	26	24	14	10	12	5	7	15	8	7	19	11	8	23	10	13	28	27	1	36	32	4	41	25	16	10	6	4	17	13	4	28	19	9	31	0	31	30	21	9	31	19	12	14	11	3
Contig3311918454	18	2.066e-01	-5.394e-01	8.798e-02	8.76e-10	8.703e-01	5.597e-02	3.992e+01	2.657e+01	8.718e+00	1.859e+00	1.585e+00	2.618e-01	0.000104298768716392	8.76e-10	TRUE	Contig33119	18454	18454	+	13	12	1	9	7	2	7	0	7	10	5	5	9	2	7	9	5	4	10	8	2	10	6	4	12	10	2	17	16	1	23	14	9	11	3	8	28	13	15	18	0	18	30	0	30	24	11	13	19	12	7	14	9	5
Contig340142966	18	1.498e-01	-4.229e-01	8.888e-02	1.957e-06	9.606e-01	5.332e-02	6.822e+01	3.525e+01	8.636e+00	2.183e+00	2.323e+00	3.844e-01	0.0143619962269899	1.957e-06	TRUE	Contig34014	2966	2966	+	9	8	1	13	13	0	12	10	2	17	16	1	10	10	0	15	14	1	12	12	0	15	14	1	9	9	0	20	10	10	30	23	7	9	0	9	15	0	15	9	1	8	24	17	7	11	0	11	28	27	1	15	13	2
Contig3508921593	18	3.463e-01	7.210e-01	1.605e-01	7.049e-06	6.512e-01	2.678e-01	8.190e+00	1.622e+01	-9.169e+00	2.465e+00	-1.211e+00	5.217e-01	0.0288337132591517	7.049e-06	TRUE	Contig35089	21593	21593	+	10	6	4	6	6	0	4	4	0	13	11	2	11	11	0	8	8	0	10	9	1	7	7	0	18	17	1	6	6	0	6	6	0	14	9	5	10	10	0	9	9	0	9	9	0	10	10	0	8	7	1	13	12	1
Contig3517642605	18	3.205e-01	-7.093e-01	1.418e-01	5.615e-07	6.629e-01	2.900e-01	1.459e+01	2.223e+01	7.961e+00	2.505e+00	5.063e+00	9.907e-01	0.00718863044669681	5.615e-07	TRUE	Contig35176	42605	42605	+	5	5	0	4	4	0	5	5	0	2	1	1	3	2	1	3	2	1	3	3	0	3	3	0	3	2	1	5	5	0	5	5	0	4	4	0	3	3	0	6	6	0	7	5	2	7	4	3	6	5	1	7	7	0
Contig356093336	18	3.093e-01	-4.915e-01	1.241e-01	7.472e-05	6.267e-01	2.808e-01	1.249e+01	2.181e+01	7.476e+00	2.404e+00	3.318e+00	6.807e-01	0.092715206404854	7.472e-05	TRUE	Contig35609	3336	3336	+	11	11	0	11	11	0	4	4	0	10	7	3	7	7	0	7	6	1	8	8	0	9	8	1	13	12	1	10	10	0	3	3	0	10	10	0	9	8	1	7	7	0	10	8	2	3	2	1	12	12	0	12	12	0
Contig3601610705	18	2.761e-01	7.168e-01	1.737e-01	3.692e-05	6.985e-01	2.924e-01	2.476e+01	3.383e+01	-3.368e+00	3.392e+00	-2.179e+00	7.397e-01	0.0618839140725134	3.692e-05	TRUE	Contig36016	10705	10705	+	7	6	1	10	10	0	5	5	0	12	12	0	5	5	0	2	2	0	13	13	0	5	5	0	11	11	0	6	6	0	4	4	0	14	14	0	11	11	0	17	17	0	12	12	0	9	9	0	8	8	0	14	14	0
Contig3628620750	18	2.372e-01	6.862e-01	1.654e-01	3.358e-05	7.923e-01	2.149e-01	3.439e+01	3.291e+01	-6.279e+00	3.256e+00	-2.565e+00	8.693e-01	0.0599557515314327	3.358e-05	TRUE	Contig36286	20750	20750	+	3	1	2	3	3	0	4	4	0	6	5	1	4	4	0	2	2	0	6	3	3	7	5	2	4	4	0	6	6	0	5	5	0	2	2	0	6	6	0	7	7	0	7	7	0	12	12	0	6	5	1	7	5	2
Contig365461310	18	1.547e-01	5.223e-01	1.231e-01	2.196e-05	9.322e-01	7.053e-02	7.804e+01	3.831e+01	-3.839e+00	2.556e+00	-1.671e+00	3.796e-01	0.0495665298115534	2.196e-05	TRUE	Contig36546	1310	1310	+	14	14	0	5	5	0	11	11	0	18	17	1	3	3	0	6	6	0	23	23	0	10	10	0	17	15	2	20	18	2	37	37	0	11	10	1	25	25	0	28	28	0	26	26	0	39	39	0	14	14	0	17	10	7
Contig3668927435	18	2.018e-01	4.517e-01	1.090e-01	3.423e-05	8.226e-01	1.369e-01	5.296e+01	3.343e+01	-6.119e+00	2.586e+00	-9.733e-01	3.218e-01	0.0600737504683924	3.423e-05	TRUE	Contig36689	27435	27435	+	29	27	2	14	13	1	28	28	0	33	31	2	15	15	0	13	13	0	38	32	6	27	16	11	29	28	1	53	22	31	67	65	2	18	18	0	46	44	2	46	42	4	51	50	1	57	52	5	45	44	1	30	28	2
Contig36913914	18	2.779e-01	-5.341e-01	1.018e-01	1.56e-07	7.559e-01	2.238e-01	1.099e+01	1.544e+01	8.313e+00	2.186e+00	3.518e+00	4.955e-01	0.00363162959362645	1.56e-07	TRUE	Contig369	13914	13914	+	6	6	0	2	2	0	9	8	1	2	2	0	8	7	1	10	9	1	3	3	0	5	5	0	13	13	0	12	11	1	4	4	0	9	9	0	4	4	0	10	8	2	12	11	1	12	9	3	11	10	1	15	15	0
Contig3695818668	18	1.656e-01	2.767e-01	6.500e-02	2.076e-05	9.487e-01	6.872e-02	4.394e+01	3.142e+01	-7.207e+00	1.489e+00	-1.068e+00	2.974e-01	0.0488679795646905	2.076e-05	TRUE	Contig36958	18668	18668	+	13	0	13	13	0	13	13	0	13	12	0	12	9	0	9	8	5	3	14	0	14	15	0	15	17	0	17	16	6	10	15	6	9	14	0	14	22	6	16	17	7	10	16	4	12	17	6	11	21	0	21	16	0	16
Contig372005091	18	1.812e-01	5.252e-01	1.046e-01	5.194e-07	8.883e-01	1.418e-01	4.886e+01	3.486e+01	-2.719e+00	2.973e+00	-7.084e-01	5.392e-01	0.00718863044669681	5.194e-07	TRUE	Contig37200	5091	5091	+	9	9	0	14	14	0	9	9	0	2	2	0	10	10	0	10	10	0	10	10	0	10	10	0	15	15	0	9	8	1	18	18	0	11	5	6	15	15	0	20	20	0	22	22	0	14	14	0	13	13	0	9	8	1
Contig375442414	18	2.515e-01	-5.546e-01	1.402e-01	7.654e-05	7.480e-01	2.307e-01	1.704e+01	2.218e+01	1.230e+01	2.952e+00	2.705e+00	6.990e-01	0.0933808091483444	7.654e-05	TRUE	Contig37544	2414	2414	+	11	11	0	14	14	0	9	8	1	12	11	1	7	6	1	8	8	0	17	17	0	14	14	0	17	17	0	14	14	0	4	4	0	6	6	0	13	13	0	22	21	1	21	20	1	16	15	1	10	10	0	19	19	0
Contig3765620747	18	1.983e-01	-5.678e-01	1.360e-01	2.989e-05	8.409e-01	1.346e-01	3.442e+01	2.742e+01	1.306e+01	3.110e+00	3.088e+00	9.423e-01	0.0580469205366815	2.989e-05	TRUE	Contig37656	20747	20747	+	19	19	0	12	12	0	12	12	0	8	7	1	9	9	0	7	7	0	14	14	0	10	10	0	17	17	0	8	8	0	14	14	0	19	19	0	15	14	1	21	21	0	19	18	1	26	25	1	15	15	0	19	19	0
Contig3792823041	18	2.653e-01	-6.002e-01	1.456e-01	3.743e-05	7.681e-01	2.082e-01	1.173e+01	1.590e+01	1.061e+01	3.274e+00	3.539e+00	6.478e-01	0.0618839140725134	3.743e-05	TRUE	Contig37928	23041	23041	+	7	7	0	13	13	0	13	12	1	8	8	0	4	3	1	2	2	0	10	10	0	10	10	0	8	8	0	14	14	0	27	27	0	6	6	0	19	19	0	24	23	1	20	19	1	26	22	4	14	14	0	7	7	0
Contig3997426550	18	1.798e-01	-3.957e-01	9.255e-02	1.908e-05	8.636e-01	1.450e-01	2.233e+01	2.363e+01	8.077e+00	2.009e+00	2.570e+00	5.160e-01	0.0479550957552244	1.908e-05	TRUE	Contig39974	26550	26550	+	16	16	0	14	14	0	17	16	1	18	18	0	6	6	0	9	9	0	18	18	0	20	20	0	18	18	0	35	33	2	32	32	0	17	16	1	22	21	1	33	31	2	34	31	3	29	28	1	27	27	0	22	22	0
Contig410701663	18	2.410e-01	-5.962e-01	1.409e-01	2.329e-05	6.102e-01	2.106e-01	1.536e+01	1.599e+01	8.417e+00	2.451e+00	3.583e+00	8.775e-01	0.0514273261507554	2.329e-05	TRUE	Contig41070	1663	1663	+	14	14	0	10	10	0	13	5	8	9	9	0	7	2	5	8	6	2	13	12	1	4	4	0	18	16	2	12	12	0	15	15	0	8	7	1	20	14	6	16	15	1	17	15	2	24	10	14	14	12	2	7	7	0
Contig4135412716	18	2.919e-01	5.273e-01	1.203e-01	1.167e-05	7.752e-01	1.941e-01	1.002e+01	1.399e+01	-6.994e+00	2.399e+00	-1.076e-02	4.677e-01	0.0398887930432031	1.167e-05	TRUE	Contig41354	12716	12716	+	17	15	2	22	21	1	18	18	0	14	13	1	14	14	0	15	15	0	14	14	0	12	12	0	15	14	1	4	4	0	3	3	0	19	14	5	17	17	0	14	14	0	6	6	0	13	13	0	2	2	0	18	18	0
Contig413689107	18	3.407e-01	1.657e-01	3.396e-02	1.069e-06	7.719e-01	2.434e-01	1.926e+00	3.547e+00	-5.661e-01	6.118e-01	-3.606e-01	1.715e-01	0.0111139736600701	1.069e-06	TRUE	Contig41368	9107	9107	+	46	39	7	41	36	5	28	27	1	40	34	6	36	36	0	31	26	5	48	40	8	43	41	2	65	57	8	35	29	6	36	33	3	39	30	9	56	52	4	56	52	4	48	48	0	51	48	3	31	29	2	45	38	7
Contig4148015989	18	2.022e-01	4.021e-01	9.694e-02	3.364e-05	8.218e-01	2.151e-01	3.125e+01	2.999e+01	-3.050e+00	2.285e+00	-1.507e+00	4.284e-01	0.0599557515314327	3.364e-05	TRUE	Contig41480	15989	15989	+	11	11	0	12	11	1	12	12	0	19	16	3	19	19	0	10	10	0	18	14	4	20	19	1	15	11	4	25	22	3	24	22	2	22	21	1	27	27	0	33	33	0	40	40	0	39	39	0	23	22	1	24	21	3
Contig418661529	18	2.187e-01	4.970e-01	1.251e-01	7.138e-05	7.620e-01	2.309e-01	1.914e+01	2.375e+01	-5.617e+00	2.266e+00	-8.129e-01	4.458e-01	0.0922830913426394	7.138e-05	TRUE	Contig41866	1529	1529	+	15	14	1	8	7	1	16	16	0	11	11	0	10	10	0	6	6	0	18	16	2	16	16	0	12	8	4	12	11	1	16	16	0	18	15	3	21	21	0	22	22	0	17	17	0	11	11	0	15	14	1	22	21	1
Contig418675900	18	2.858e-01	-8.154e-01	1.964e-01	3.309e-05	7.190e-01	2.169e-01	1.368e+01	2.082e+01	1.132e+01	2.469e+00	5.330e+00	1.349e+00	0.0599557515314327	3.309e-05	TRUE	Contig41867	5900	5900	+	17	17	0	15	15	0	4	4	0	15	13	2	17	14	3	11	9	2	13	13	0	11	11	0	15	15	0	10	10	0	2	2	0	13	12	1	17	15	2	14	14	0	15	13	2	11	10	1	10	10	0	13	13	0
Contig418937461	18	3.351e-01	-4.572e-01	1.101e-01	3.316e-05	7.555e-01	2.545e-01	9.011e+00	1.848e+01	7.442e+00	2.153e+00	3.371e+00	6.089e-01	0.0599557515314327	3.316e-05	TRUE	Contig41893	7461	7461	+	15	15	0	13	13	0	9	9	0	18	17	1	8	7	1	6	5	1	16	16	0	10	10	0	17	16	1	11	11	0	6	6	0	11	11	0	9	8	1	9	9	0	8	8	0	9	8	1	11	11	0	21	21	0
Contig4197622007	18	2.411e-01	6.795e-01	1.641e-01	3.449e-05	7.068e-01	2.408e-01	2.289e+01	2.836e+01	-9.497e+00	2.418e+00	-5.729e-02	9.262e-01	0.0600737504683924	3.449e-05	TRUE	Contig41976	22007	22007	+	14	13	1	11	10	1	10	10	0	10	7	3	12	12	0	9	9	0	13	13	0	17	17	0	17	16	1	17	17	0	6	6	0	12	10	2	17	17	0	15	15	0	5	5	0	11	11	0	16	16	0	17	17	0
Contig420962885	18	2.936e-01	-9.399e-01	1.794e-01	1.601e-07	6.423e-01	2.858e-01	1.765e+01	3.221e+01	1.195e+01	2.365e+00	6.657e+00	1.214e+00	0.00363162959362645	1.601e-07	TRUE	Contig42096	2885	2885	+	10	10	0	7	7	0	2	1	1	7	6	1	10	9	1	6	4	2	12	12	0	6	6	0	4	4	0	5	5	0	2	2	0	9	9	0	13	13	0	16	16	0	6	6	0	12	10	2	9	9	0	4	4	0
Contig425538308	18	2.875e-01	7.562e-01	1.884e-01	6.004e-05	6.172e-01	3.157e-01	1.837e+01	2.047e+01	-7.648e+00	3.245e+00	-1.914e+00	7.544e-01	0.0851198628987087	6.004e-05	TRUE	Contig42553	8308	8308	+	8	8	0	13	13	0	9	9	0	14	14	0	6	6	0	8	7	1	15	14	1	13	12	1	16	14	2	11	11	0	4	4	0	15	7	8	16	16	0	18	18	0	7	7	0	12	12	0	13	13	0	17	7	10
Contig427007260	18	2.781e-01	6.746e-01	1.704e-01	7.514e-05	6.736e-01	2.536e-01	1.411e+01	1.921e+01	-7.598e+00	3.321e+00	-3.846e-01	8.362e-01	0.092715206404854	7.514e-05	TRUE	Contig42700	7260	7260	+	2	2	0	6	6	0	10	10	0	8	8	0	6	6	0	6	6	0	8	8	0	5	5	0	11	11	0	6	6	0	3	3	0	8	7	1	10	10	0	15	15	0	8	8	0	10	10	0	6	6	0	11	11	0
Contig4278824541	18	2.099e-01	-7.527e-01	1.789e-01	2.574e-05	7.094e-01	2.277e-01	4.097e+01	3.357e+01	1.238e+01	4.131e+00	5.000e+00	1.182e+00	0.0548525023671936	2.574e-05	TRUE	Contig42788	24541	24541	+	6	6	0	5	5	0	10	8	2	5	5	0	5	5	0	2	2	0	6	6	0	10	10	0	11	11	0	19	18	1	8	8	0	5	5	0	19	18	1	17	16	1	11	11	0	7	6	1	11	11	0	12	12	0
Contig4378518881	18	2.865e-01	8.677e-01	2.107e-01	3.82e-05	5.217e-01	2.460e-01	1.533e+01	2.022e+01	-6.189e+00	3.330e+00	-2.444e+00	7.726e-01	0.0623959547657563	3.82e-05	TRUE	Contig43785	18881	18881	+	7	7	0	8	8	0	10	10	0	5	5	0	4	4	0	3	3	0	12	12	0	6	5	1	9	9	0	5	5	0	7	7	0	12	12	0	10	10	0	13	13	0	8	8	0	11	11	0	4	4	0	12	11	1
Contig4400229177	18	2.153e-01	-4.328e-01	9.507e-02	5.312e-06	8.537e-01	1.545e-01	1.686e+01	1.988e+01	7.781e+00	1.792e+00	2.722e+00	5.598e-01	0.0245452356646056	5.312e-06	TRUE	Contig44002	29177	29177	+	13	13	0	10	9	1	11	10	1	17	16	1	10	10	0	12	12	0	16	16	0	9	9	0	18	16	2	32	31	1	20	19	1	8	8	0	21	18	3	21	19	2	29	27	2	30	22	8	20	20	0	21	21	0
Contig44051605	18	3.295e-01	-3.130e-01	7.633e-02	4.105e-05	6.639e-01	2.489e-01	3.582e+00	6.816e+00	5.561e+00	1.399e+00	2.148e+00	4.394e-01	0.066082180210031	4.105e-05	TRUE	Contig44051	605	605	+	12	12	0	17	17	0	16	14	2	24	22	2	18	15	3	13	11	2	18	18	0	15	14	1	18	15	3	26	25	1	23	22	1	24	24	0	24	23	1	20	20	0	33	31	2	29	26	3	39	37	2	17	17	0
Contig442618193	18	3.685e-01	-8.065e-01	1.885e-01	1.875e-05	6.963e-01	2.516e-01	8.382e+00	1.336e+01	1.094e+01	2.860e+00	5.384e+00	1.132e+00	0.0479550957552244	1.875e-05	TRUE	Contig44261	8193	8193	+	3	3	0	3	3	0	4	3	1	4	4	0	3	2	1	5	4	1	5	5	0	2	2	0	5	5	0	2	2	0	2	2	0	4	4	0	2	2	0	4	4	0	2	2	0	4	3	1	3	3	0	2	2	0
Contig4463314246	18	1.708e-01	2.102e-01	5.346e-02	8.452e-05	9.419e-01	6.182e-02	2.707e+01	2.421e+01	6.729e-02	1.153e+00	-1.901e-01	2.072e-01	0.0986176001829526	8.452e-05	TRUE	Contig44633	14246	14246	+	35	34	1	32	31	1	25	24	1	29	29	0	23	23	0	17	17	0	30	29	1	35	32	3	45	45	0	45	42	3	45	44	1	37	23	14	53	49	4	62	61	1	53	53	0	52	50	2	39	37	2	45	41	4
Contig448354233	18	2.086e-01	4.889e-01	9.372e-02	1.818e-07	8.754e-01	1.695e-01	3.316e+01	3.282e+01	-4.176e+00	2.036e+00	-1.002e+00	3.972e-01	0.00378020656950561	1.818e-07	TRUE	Contig44835	4233	4233	+	18	17	1	12	12	0	16	16	0	9	9	0	10	9	1	6	6	0	13	12	1	11	11	0	13	12	1	7	6	1	6	6	0	13	9	4	29	28	1	32	31	1	26	26	0	29	29	0	2	2	0	16	13	3
Contig45596842	18	1.598e-01	5.788e-01	1.313e-01	1.041e-05	9.380e-01	5.158e-02	8.151e+01	3.296e+01	4.015e+00	3.233e+00	-4.317e+00	5.918e-01	0.0371069782070282	1.041e-05	TRUE	Contig4559	6842	6842	+	11	10	1	9	8	1	7	7	0	8	8	0	8	8	0	5	5	0	9	5	4	8	8	0	11	11	0	7	7	0	7	6	1	6	6	0	14	14	0	11	11	0	11	11	0	12	12	0	7	7	0	9	8	1
Contig457886410	18	3.409e-01	-3.242e-01	7.714e-02	2.638e-05	6.552e-01	2.727e-01	6.052e+00	1.169e+01	5.189e+00	1.509e+00	2.273e+00	4.622e-01	0.0548525023671936	2.638e-05	TRUE	Contig45788	6410	6410	+	14	14	0	7	7	0	8	8	0	9	8	1	4	3	1	10	9	1	22	21	1	16	16	0	16	14	2	22	19	3	39	39	0	11	10	1	24	24	0	26	23	3	44	37	7	35	28	7	24	23	1	15	15	0
Contig4583789	18	1.969e-01	3.926e-01	9.204e-02	1.993e-05	7.641e-01	1.382e-01	2.337e+01	1.928e+01	-3.664e+00	2.026e+00	-9.523e-01	3.962e-01	0.0479550957552244	1.993e-05	TRUE	Contig4583	789	789	+	17	8	9	21	21	0	16	16	0	21	21	0	17	17	0	17	14	3	22	21	1	17	10	7	28	26	2	27	26	1	22	22	0	22	21	1	34	33	1	27	27	0	31	31	0	25	25	0	27	19	8	19	18	1
Contig46344670	18	2.606e-01	-4.872e-01	1.159e-01	2.617e-05	7.147e-01	2.353e-01	1.048e+01	1.637e+01	1.002e+01	2.025e+00	3.096e+00	7.797e-01	0.0548525023671936	2.617e-05	TRUE	Contig46344	670	670	+	27	27	0	21	21	0	21	21	0	21	21	0	26	25	1	17	17	0	29	29	0	30	30	0	33	33	0	31	31	0	9	9	0	12	12	0	25	25	0	21	20	1	27	27	0	22	22	0	30	29	1	19	19	0
Contig464233695	18	3.855e-01	-3.725e-01	9.431e-02	7.83e-05	5.944e-01	2.845e-01	2.525e+00	5.403e+00	6.647e+00	1.605e+00	2.482e+00	5.506e-01	0.0943831171034548	7.83e-05	TRUE	Contig46423	3695	3695	+	15	14	1	9	9	0	14	12	2	13	12	1	12	10	2	9	9	0	17	17	0	11	11	0	20	19	1	14	14	0	15	15	0	12	12	0	21	21	0	28	25	3	26	25	1	24	22	2	17	16	1	18	18	0
Contig4671113985	18	3.704e-01	-4.261e-01	1.078e-01	7.672e-05	6.858e-01	2.651e-01	6.536e+00	1.351e+01	8.045e+00	2.226e+00	2.297e+00	6.533e-01	0.0933808091483444	7.672e-05	TRUE	Contig46711	13985	13985	+	8	8	0	11	11	0	9	8	1	12	10	2	8	7	1	6	5	1	7	7	0	8	7	1	13	13	0	4	4	0	2	2	0	12	12	0	12	11	1	13	12	1	4	3	1	2	2	0	4	4	0	10	10	0
Contig469348302	18	3.656e-01	4.350e-01	1.001e-01	1.387e-05	7.377e-01	2.423e-01	6.108e+00	1.284e+01	-4.509e+00	1.804e+00	-5.224e-01	4.557e-01	0.0416966600016246	1.387e-05	TRUE	Contig46934	8302	8302	+	14	11	3	16	14	2	14	13	1	16	16	0	11	11	0	5	5	0	20	19	1	18	17	1	18	17	1	8	8	0	13	13	0	18	15	3	16	16	0	17	17	0	11	11	0	9	9	0	10	10	0	14	14	0
Contig48017125	18	2.566e-01	-5.315e-01	1.309e-01	4.918e-05	7.744e-01	2.436e-01	1.894e+01	2.576e+01	1.090e+01	2.359e+00	2.322e+00	7.530e-01	0.0748251465379884	4.918e-05	TRUE	Contig480	17125	17125	+	6	6	0	9	9	0	13	13	0	8	8	0	5	5	0	3	3	0	15	14	1	6	6	0	16	15	1	15	15	0	21	21	0	3	3	0	13	13	0	18	16	2	13	5	8	11	9	2	6	6	0	2	2	0
Contig483655030	18	3.525e-01	-5.041e-01	1.140e-01	9.755e-06	5.988e-01	2.901e-01	3.916e+00	5.867e+00	8.471e+00	2.030e+00	3.344e+00	6.454e-01	0.0363291612093269	9.755e-06	TRUE	Contig48365	5030	5030	+	5	5	0	18	16	2	13	12	1	7	7	0	12	10	2	6	6	0	12	12	0	12	12	0	14	14	0	5	5	0	10	10	0	9	9	0	18	18	0	18	17	1	21	20	1	17	15	2	9	9	0	12	12	0
Contig4956118695	18	2.603e-01	-5.298e-01	1.288e-01	3.924e-05	6.440e-01	2.416e-01	1.574e+01	2.080e+01	1.291e+01	3.428e+00	2.402e+00	1.198e+00	0.063578631772063	3.924e-05	TRUE	Contig49561	18695	18695	+	11	11	0	7	7	0	10	10	0	12	12	0	9	9	0	7	7	0	18	18	0	11	11	0	10	10	0	6	6	0	8	8	0	8	8	0	10	10	0	24	22	2	10	9	1	8	8	0	13	13	0	12	12	0
Contig498804330	18	2.358e-01	-5.883e-01	1.479e-01	6.969e-05	7.696e-01	2.377e-01	2.569e+01	2.603e+01	1.134e+01	2.679e+00	3.593e+00	9.347e-01	0.0916652487585519	6.969e-05	TRUE	Contig49880	4330	4330	+	4	4	0	7	7	0	12	12	0	9	9	0	8	8	0	9	9	0	13	13	0	6	6	0	15	15	0	5	5	0	8	8	0	9	9	0	18	17	1	13	12	1	19	18	1	9	9	0	10	10	0	7	7	0
Contig50029475	18	2.290e-01	7.090e-01	1.540e-01	4.119e-06	7.627e-01	2.075e-01	2.716e+01	2.856e+01	-8.038e+00	2.914e+00	-2.440e+00	6.023e-01	0.0218673841159941	4.119e-06	TRUE	Contig50029	475	475	+	5	4	1	4	4	0	6	6	0	4	4	0	2	2	0	3	3	0	6	5	1	2	2	0	8	5	3	5	2	3	8	8	0	3	1	2	4	4	0	4	3	1	7	7	0	10	10	0	6	5	1	4	0	4
Contig501987100	18	2.592e-01	1.288e+00	3.108e-01	3.437e-05	6.821e-01	2.605e-01	2.406e+01	2.846e+01	-1.405e+01	4.566e+00	-2.516e+00	1.025e+00	0.0600737504683924	3.437e-05	TRUE	Contig50198	7100	7100	+	9	8	1	11	11	0	11	11	0	12	12	0	11	11	0	3	3	0	20	20	0	5	5	0	18	17	1	3	3	0	2	2	0	15	11	4	2	2	0	5	5	0	2	2	0	2	2	0	2	2	0	8	7	1
Contig5063712849	18	2.600e-01	4.999e-01	8.906e-02	1.991e-08	8.245e-01	1.914e-01	1.589e+01	2.142e+01	-4.720e+00	1.736e+00	-9.079e-01	4.761e-01	0.000822341966605323	1.991e-08	TRUE	Contig50637	12849	12849	+	12	11	1	11	11	0	17	17	0	5	5	0	5	5	0	8	7	1	14	14	0	10	9	1	13	12	1	5	4	1	3	3	0	10	9	1	10	9	1	14	14	0	14	14	0	11	11	0	10	10	0	14	13	1
Contig513232374	18	2.879e-01	6.550e-01	1.415e-01	3.693e-06	7.682e-01	2.388e-01	8.692e+00	1.262e+01	-5.875e+00	2.558e+00	-1.960e+00	5.752e-01	0.0204771585789281	3.693e-06	TRUE	Contig51323	2374	2374	+	13	9	4	13	12	1	10	10	0	11	11	0	13	13	0	8	8	0	14	13	1	8	8	0	11	10	1	3	3	0	18	18	0	10	10	0	13	13	0	20	20	0	20	20	0	34	34	0	12	12	0	9	8	1
Contig517102521	18	2.413e-01	7.181e-01	1.469e-01	1.017e-06	7.060e-01	2.105e-01	2.512e+01	2.974e+01	-5.541e+00	3.294e+00	-2.538e+00	6.280e-01	0.0110330609303694	1.017e-06	TRUE	Contig51710	2521	2521	+	12	8	4	15	14	1	8	8	0	9	9	0	11	11	0	10	10	0	13	12	1	12	11	1	22	19	3	6	6	0	2	2	0	15	15	0	11	11	0	11	11	0	5	5	0	5	5	0	6	6	0	13	11	2
Contig5251514941	18	3.244e-01	4.566e-01	1.156e-01	7.828e-05	6.813e-01	2.662e-01	6.994e+00	1.178e+01	-2.593e+00	2.221e+00	-1.304e+00	4.173e-01	0.0943831171034548	7.828e-05	TRUE	Contig52515	14941	14941	+	14	13	1	16	16	0	8	8	0	17	17	0	12	12	0	7	7	0	11	11	0	15	14	1	16	15	1	2	2	0	21	21	0	18	17	1	7	7	0	4	4	0	4	4	0	6	6	0	4	4	0	19	18	1
Contig53064794	18	2.965e-01	2.580e-01	6.518e-02	7.543e-05	7.542e-01	1.991e-01	4.317e+00	6.822e+00	-2.216e+00	1.292e+00	-7.311e-01	2.645e-01	0.092715206404854	7.543e-05	TRUE	Contig53064	794	794	+	15	11	4	12	11	1	16	14	2	15	15	0	13	12	1	9	9	0	15	11	4	16	13	3	18	10	8	13	12	1	24	23	1	16	14	2	25	24	1	35	34	1	31	31	0	31	29	2	14	12	2	16	13	3
Contig530929084	18	2.208e-01	4.867e-01	1.168e-01	3.09e-05	8.181e-01	2.105e-01	3.155e+01	3.367e+01	-3.225e+00	2.060e+00	-1.460e+00	5.195e-01	0.0584586400187572	3.09e-05	TRUE	Contig53092	9084	9084	+	9	8	1	6	6	0	9	9	0	10	10	0	7	7	0	6	6	0	5	5	0	8	5	3	13	13	0	13	12	1	7	7	0	10	10	0	19	19	0	21	21	0	20	20	0	22	22	0	16	16	0	15	13	2
Contig532764081	18	2.424e-01	7.292e-01	1.201e-01	1.254e-09	6.322e-01	2.692e-01	1.842e+01	2.626e+01	-9.293e+00	2.114e+00	-1.851e+00	4.688e-01	0.000104298768716392	1.254e-09	TRUE	Contig53276	4081	4081	+	13	1	12	19	18	1	21	19	2	34	33	1	13	13	0	6	6	0	25	24	1	24	14	10	33	19	14	35	30	5	16	16	0	17	15	2	32	31	1	28	28	0	40	40	0	26	26	0	33	30	3	32	26	6
Contig540632503	18	2.363e-01	4.632e-01	1.058e-01	1.187e-05	8.416e-01	1.589e-01	1.530e+01	1.887e+01	-3.177e+00	1.649e+00	-1.179e+00	4.134e-01	0.0400241298546353	1.187e-05	TRUE	Contig54063	2503	2503	+	20	19	1	6	6	0	10	10	0	19	19	0	14	14	0	6	6	0	14	14	0	14	13	1	22	21	1	19	17	2	29	29	0	15	13	2	18	18	0	35	35	0	28	28	0	35	34	1	19	19	0	13	11	2
Contig5519121608	18	3.072e-01	3.658e-01	9.005e-02	4.861e-05	5.493e-01	2.704e-01	4.490e+00	6.558e+00	-2.973e+00	1.601e+00	-1.257e+00	3.655e-01	0.0744116468621222	4.861e-05	TRUE	Contig55191	21608	21608	+	11	10	1	7	5	2	8	7	1	8	8	0	6	6	0	8	6	2	14	8	6	14	13	1	12	11	1	22	18	4	17	17	0	10	6	4	22	17	5	24	24	0	21	21	0	22	21	1	22	20	2	22	6	16
