siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig39308_159	20	19	19	38	14	13	24	21	22	35	34	22	49	29	37	29	42	26
Contig39308_168	33	25	17	41	28	13	22	38	20	47	49	22	55	48	53	50	56	44
Contig39308_180	25	26	21	43	30	13	37	25	35	54	46	21	48	52	54	48	52	29
Contig39308_188	36	27	26	27	17	14	37	23	31	47	42	22	44	55	52	46	48	30
Contig39308_208	21	18	20	15	18	16	18	20	13	26	25	19	31	25	31	24	36	21
Contig39314_9398	32	10	0	25	11	28	29	26	34	35	40	11	35	42	40	40	30	25
Contig39314_9460	42	37	10	37	31	31	41	23	48	56	58	16	61	54	60	73	55	42
Contig39314_9475	22	13	11	17	11	14	25	0	34	31	40	0	36	33	41	45	35	26
Contig39314_9501	22	17	15	19	17	20	20	21	20	24	28	0	29	34	32	32	29	15
Contig39314_9503	21	15	14	19	17	20	18	21	22	25	26	0	27	33	29	30	30	15
Contig39470_20912	15	16	15	18	17	13	14	14	16	14	10	14	12	18	12	18	0	12
Contig39494_11987	13	13	15	16	10	0	12	13	10	11	23	12	24	20	21	21	11	13
Contig395_25020	15	10	12	20	10	14	16	13	21	29	28	12	24	23	28	22	26	25
Contig395_25148	16	14	17	20	13	0	19	18	14	36	34	11	18	31	36	35	17	14
Contig39518_11392	11	13	11	11	12	0	12	16	26	13	0	14	16	27	17	16	10	20
Contig39518_11439	15	12	11	10	12	0	22	15	27	16	0	15	29	26	27	24	14	29
Contig39521_1774	11	11	14	16	11	0	13	12	11	18	13	11	29	27	15	31	13	10
Contig39521_4599	11	15	11	21	14	0	14	18	15	25	11	17	22	18	21	23	23	18
Contig39521_4614	10	12	16	13	12	0	12	17	14	34	13	16	30	15	20	20	20	12
Contig39521_4623	12	13	15	12	12	0	12	16	16	37	11	16	31	29	31	29	31	28
Contig39521_4659	25	13	15	12	11	0	12	22	16	14	0	10	30	14	15	12	12	26
Contig39532_17623	24	17	18	17	18	13	22	16	22	36	13	19	39	39	43	33	19	29
Contig39532_17637	20	12	22	31	16	27	39	31	37	48	23	33	46	54	45	44	26	40
Contig39532_17645	16	0	27	21	16	15	34	25	35	41	15	28	41	44	41	37	35	32
Contig39532_17676	17	23	15	24	12	0	12	21	30	35	0	11	39	40	33	34	28	27
Contig39532_17749	13	18	24	14	13	10	26	13	28	24	13	23	34	39	18	38	16	15
Contig39532_17910	13	15	12	22	10	0	12	14	20	19	0	13	20	14	12	18	22	21
Contig39539_3754	15	11	18	11	17	0	10	11	18	10	0	17	19	16	18	17	13	17
Contig39539_3778	15	12	17	13	12	12	17	13	21	19	10	19	23	24	19	21	13	21
Contig39539_3824	24	25	11	13	24	10	29	12	30	21	0	34	39	38	24	37	32	33
Contig39539_4240	19	10	13	13	12	10	12	15	12	18	12	0	15	16	22	14	17	16
Contig39539_4293	10	11	12	18	13	13	18	15	26	24	13	17	19	25	33	18	19	16
Contig39539_4309	13	10	11	22	10	12	17	0	18	19	10	15	15	38	21	20	16	13
Contig39569_1805	17	13	13	18	15	0	18	17	28	43	29	15	42	41	44	39	26	17
Contig39569_2015	17	11	17	17	13	0	19	14	29	39	52	17	39	44	52	44	31	16
Contig39569_2024	17	17	30	32	16	11	26	15	31	48	64	19	43	49	53	45	50	29
Contig39569_2036	35	19	38	42	15	25	17	33	34	60	74	21	55	57	61	50	59	38
Contig39569_2054	25	12	32	30	24	0	17	32	32	57	61	27	54	57	56	59	56	38
Contig39569_2076	17	12	20	23	15	0	27	26	26	45	62	15	39	44	58	56	47	24
Contig39569_2080	22	13	19	26	16	0	28	27	29	37	62	19	41	43	55	57	50	26
Contig39569_2088	21	16	17	29	17	0	29	25	24	39	62	15	31	26	51	49	37	26
Contig39569_2093	19	14	16	30	20	0	25	26	31	40	60	16	31	32	48	50	29	24
Contig39569_2117	34	12	20	33	11	0	16	21	30	33	50	16	47	48	55	58	42	24
Contig39569_2121	29	12	20	27	0	10	13	18	30	29	54	16	44	42	55	57	43	21
Contig39569_2136	30	10	28	26	11	16	26	16	29	48	55	21	47	47	51	39	40	32
Contig39569_2182	32	10	16	20	12	13	16	24	21	34	40	10	35	40	51	42	37	32
Contig39569_2199	40	33	36	31	24	24	36	34	32	47	48	27	38	51	64	54	51	41
Contig39569_2243	11	26	25	25	0	10	13	13	31	40	31	25	38	36	45	44	31	30
Contig3957_6317	16	16	19	12	10	11	20	16	23	0	21	19	24	34	13	46	13	22
Contig3957_6319	16	17	20	16	12	12	20	18	24	10	21	22	28	33	14	49	16	24
Contig39581_71	21	20	18	19	23	14	21	22	20	25	10	24	28	43	23	22	23	27
Contig39603_2866	27	15	16	27	16	0	23	24	25	38	41	13	47	41	44	43	22	33
Contig39605_22691	11	12	0	11	12	10	12	12	14	40	30	12	35	34	39	45	37	12
Contig39605_22712	16	24	10	10	17	0	12	25	31	17	20	10	17	28	15	43	26	10
Contig39605_22727	22	21	21	23	12	0	25	14	16	18	32	10	28	28	31	39	29	12
Contig39605_22761	10	13	21	12	10	0	16	11	22	12	19	12	27	36	35	32	29	10
Contig39606_4690	14	18	11	20	17	20	18	17	20	22	0	20	22	19	10	15	18	27
Contig39636_1814	12	10	24	32	0	10	10	13	14	32	12	14	38	33	14	37	32	30
Contig39647_4081	32	20	30	38	31	34	35	37	39	38	23	32	48	55	49	45	32	47
Contig39647_4085	31	18	17	32	16	33	34	30	39	33	15	28	43	45	40	34	30	41
Contig39647_4096	25	14	11	21	11	22	13	12	26	20	0	11	28	29	22	23	22	26
Contig39647_4146	15	31	22	15	13	10	34	20	30	45	20	32	40	40	48	36	11	38
Contig39647_4245	22	16	19	20	15	0	19	14	12	30	13	16	24	20	28	16	16	23
Contig39647_4534	13	14	16	16	12	11	17	15	12	20	11	16	31	20	21	16	0	19
Contig39647_4538	30	16	21	20	14	16	23	15	17	23	17	17	37	38	33	22	0	34
Contig39647_4549	42	20	38	41	30	31	38	43	35	42	27	33	51	50	49	38	30	45
Contig39647_4555	55	35	47	51	39	35	47	60	47	52	35	40	64	64	62	45	40	58
Contig39647_4576	46	33	42	43	34	28	44	49	42	46	32	43	51	52	52	41	37	56
Contig39647_5272	32	31	23	26	13	17	27	31	36	24	0	41	38	47	31	13	23	55
Contig39647_5284	32	31	26	13	14	27	30	32	35	26	0	44	45	43	38	12	23	57
Contig39647_5288	35	34	27	12	23	28	27	30	32	24	0	39	50	44	37	12	25	51
Contig39647_12903	15	15	11	18	12	10	22	14	13	22	0	19	25	29	31	17	13	24
Contig39648_1382	14	16	18	20	18	13	16	20	15	10	0	30	18	51	38	18	15	39
Contig39663_21083	18	13	10	12	13	10	12	11	13	13	11	0	18	21	21	21	15	15
Contig39663_21089	21	13	11	13	14	0	19	15	19	17	11	0	20	23	22	21	21	17
Contig39663_21098	20	11	11	11	11	0	14	14	15	20	13	0	14	18	22	18	18	16
Contig39663_21191	16	0	11	22	14	14	10	12	29	12	22	0	19	31	14	35	19	19
Contig39667_1217	11	0	14	12	12	10	13	10	20	24	10	11	17	12	18	19	18	16
Contig39668_53	17	10	19	19	10	11	13	10	16	24	43	16	27	51	31	43	23	24
Contig39668_387	15	13	22	18	0	11	19	24	29	48	58	14	43	42	50	49	32	37
Contig39668_406	14	12	15	15	12	13	19	12	14	50	44	10	28	31	42	46	27	17
Contig39668_416	14	15	17	23	14	0	19	11	10	36	46	0	29	26	41	38	26	15
Contig39668_426	19	17	22	28	21	13	21	16	14	45	51	13	36	36	47	46	28	17
Contig39676_4746	15	11	11	13	10	12	15	0	14	12	25	0	23	17	19	22	14	12
Contig39676_7210	22	20	19	14	12	12	20	15	18	26	16	21	19	22	18	10	19	19
Contig39676_7370	19	15	16	30	12	13	17	13	22	50	41	15	37	38	45	38	17	27
Contig39676_7381	29	11	23	28	13	10	11	10	26	45	41	12	40	44	48	43	28	30
Contig39676_7385	28	22	23	32	12	0	23	10	23	54	43	14	42	45	46	48	33	29
Contig39676_7436	15	12	28	16	0	10	18	17	38	44	44	16	36	48	42	40	32	15
Contig39676_7490	13	11	15	18	12	10	17	17	28	52	45	16	36	44	46	49	32	20
Contig39676_7503	33	12	14	26	11	10	17	27	30	53	55	16	48	49	54	62	40	35
Contig39676_7688	13	0	11	10	12	11	10	13	12	15	0	12	17	21	17	13	13	14
Contig39690_4793	24	12	13	11	12	0	22	13	26	22	13	16	31	35	35	30	31	26
Contig39690_4855	11	10	14	0	15	11	14	16	12	12	10	28	22	30	19	19	21	15
Contig39690_14115	13	12	14	13	0	10	18	15	14	12	15	10	26	28	16	17	19	15
Contig39690_14120	16	14	29	28	10	12	30	17	32	31	16	26	34	34	32	30	21	16
Contig39699_12501	10	15	19	18	12	0	25	13	14	20	19	12	16	18	16	29	16	14
Contig39699_12504	10	13	14	17	11	0	23	13	12	15	18	11	15	20	13	25	14	11
Contig39699_12548	16	19	24	15	18	12	24	16	21	29	21	12	29	22	25	31	25	19
Contig39699_12554	19	23	30	20	23	15	28	20	22	32	25	14	32	33	29	37	31	29
Contig397_12299	18	15	19	17	11	0	17	23	18	18	0	14	16	14	25	12	17	18
Contig397_12307	15	24	23	24	14	14	18	24	19	26	12	16	22	24	28	15	23	25
Contig397_33521	14	12	14	13	12	0	15	10	13	19	17	11	16	17	17	17	14	16
Contig397_33524	14	13	13	14	12	0	14	10	15	19	17	11	16	19	17	16	14	16
Contig397_33530	13	13	12	13	12	0	14	10	13	16	16	12	15	16	16	16	14	14
Contig39707_36854	13	12	19	16	15	10	20	12	21	30	17	15	26	27	23	23	11	14
Contig39707_36860	11	13	13	14	11	0	19	11	16	32	16	14	23	21	21	23	0	15
Contig39707_38375	12	10	23	22	12	0	13	10	26	25	14	0	26	25	10	27	21	26
Contig39713_5379	15	10	11	14	10	0	15	14	13	13	27	12	27	39	31	32	11	14
Contig39714_6725	0	28	20	12	27	12	21	21	22	18	10	23	23	16	0	14	18	26
Contig39714_21574	15	17	17	21	20	15	16	17	26	41	36	13	22	38	33	28	32	17
Contig397161_570	10	10	11	14	10	0	10	17	15	11	0	10	11	12	12	11	11	10
Contig39728_2617	25	44	49	50	30	21	33	41	48	65	79	29	67	60	65	64	58	49
Contig39728_2620	23	41	49	49	28	19	33	39	45	53	72	28	66	57	67	63	56	40
Contig39728_2624	18	36	46	38	17	17	19	25	44	53	76	16	64	53	64	62	50	37
Contig39728_4471	20	16	19	33	15	11	16	23	27	34	36	12	25	28	29	31	29	23
Contig39728_4484	15	14	15	19	10	0	12	15	16	18	17	0	17	19	17	20	20	12
Contig39730_5768	11	13	12	10	10	15	16	16	26	17	15	11	19	24	25	13	17	20
Contig39730_6047	16	15	15	11	15	14	10	13	20	16	0	20	22	13	18	13	10	24
Contig39739_1409	35	16	17	28	14	0	19	24	32	14	35	15	28	52	42	49	12	32
Contig39739_1433	33	21	18	22	18	17	23	18	24	15	30	15	24	43	27	31	13	27
Contig39754_4682	45	43	43	43	45	28	53	39	56	43	37	42	54	57	50	57	47	41
Contig39763_925	54	12	0	36	14	55	19	26	52	45	59	10	58	70	37	42	37	53
Contig39763_941	43	11	0	17	14	40	15	24	41	38	56	10	51	51	22	31	20	43
Contig39763_12918	12	0	15	14	13	11	13	27	24	31	48	0	19	30	56	19	17	25
Contig39763_12923	10	10	15	15	14	11	14	27	28	30	59	0	21	31	60	19	18	27
Contig3977_3763	14	15	18	10	15	14	22	27	23	32	38	14	30	32	33	37	26	15
Contig3977_3769	20	14	17	12	15	13	20	26	25	32	41	19	29	38	32	36	28	20
Contig3977_3775	17	17	16	13	15	13	18	27	27	33	39	20	28	37	34	34	31	24
Contig39773_18161	17	14	18	20	13	12	20	22	16	27	19	15	22	24	27	22	20	22
Contig39791_1816	11	11	10	10	0	11	16	13	15	15	10	12	24	36	35	30	17	10
Contig39791_2705	23	24	34	24	11	0	12	11	23	26	42	26	33	44	46	58	36	29
Contig39791_2707	24	23	33	25	11	10	14	12	25	27	40	28	35	45	46	55	37	30
Contig39791_2717	14	28	29	27	21	10	30	13	21	23	42	29	33	44	41	50	31	31
Contig39791_2739	18	13	14	16	10	15	28	13	16	30	45	13	42	46	44	48	31	19
Contig39791_4032	11	14	19	42	16	10	23	17	24	55	47	10	42	43	45	49	40	36
Contig39791_4052	20	13	24	25	12	0	18	15	30	61	53	0	33	49	53	47	50	29
Contig39791_4075	13	22	12	25	15	11	26	25	26	37	46	15	33	31	48	41	34	12
Contig39791_4078	11	14	25	26	16	12	29	16	25	36	47	16	29	33	47	38	32	13
Contig39791_4100	16	18	17	16	14	12	22	18	18	36	42	22	34	42	44	43	30	20
Contig39791_4106	16	15	17	17	12	10	19	17	13	38	43	18	38	43	48	41	40	16
Contig39791_4122	28	13	24	16	11	0	26	17	14	38	49	12	47	43	52	52	41	25
Contig39791_4157	14	10	14	30	12	10	22	28	17	45	59	0	32	44	50	52	45	16
Contig39791_4173	14	13	13	20	10	0	17	13	17	46	54	0	29	40	48	51	42	15
Contig39791_4185	22	11	21	16	0	10	24	24	27	51	55	0	36	38	49	47	38	15
Contig39791_4191	31	13	25	27	10	21	27	27	32	55	55	22	45	49	56	49	46	18
Contig39793_3674	14	15	17	10	0	12	16	12	13	24	0	12	15	13	18	14	14	16
Contig39798_7947	16	0	27	25	11	11	14	22	35	26	25	11	35	41	38	47	41	24
Contig39798_7953	15	0	24	27	21	20	24	23	35	26	29	12	44	43	44	48	42	29
Contig39798_8001	11	13	25	31	10	12	25	0	35	29	32	13	41	34	44	47	36	34
Contig39798_8019	16	28	24	13	14	0	27	10	26	12	22	10	40	36	42	47	34	28
Contig39798_8022	19	26	25	12	12	0	15	14	17	12	22	13	40	26	40	50	32	30
Contig39798_8028	19	16	16	16	14	0	30	13	28	19	28	19	43	38	41	44	34	30
Contig39799_5254	10	13	14	12	10	0	15	11	12	18	16	11	19	17	16	13	14	10
Contig398_26209	15	12	13	15	11	12	16	10	13	10	12	12	16	20	15	15	13	11
Contig398_26224	32	32	32	35	31	30	35	28	31	25	48	28	35	53	51	50	33	26
Contig398_26346	15	17	14	13	10	17	17	10	21	13	21	10	18	26	19	22	16	18
Contig398_26398	19	14	36	23	17	16	23	22	24	17	31	20	28	28	26	32	20	27
Contig398012_138	18	11	20	18	15	13	19	13	16	31	19	10	32	32	23	38	20	21
Contig398012_142	19	13	21	22	15	13	31	15	19	30	21	10	33	38	27	40	23	24
Contig398012_160	19	22	16	17	16	17	23	18	16	28	22	17	28	22	24	27	22	23
Contig398012_164	20	20	15	16	14	12	17	17	10	25	19	14	22	20	20	25	22	18
Contig398012_256	16	12	12	15	10	13	11	13	19	23	10	11	18	35	22	14	15	19
Contig39810_7176	15	13	13	17	11	13	14	17	14	24	16	19	19	36	23	24	20	30
Contig39810_7186	15	15	14	16	0	10	12	18	13	23	16	16	18	25	19	27	18	22
Contig39810_7189	17	12	15	15	11	11	13	16	12	24	16	15	14	25	21	23	16	19
Contig39817_17877	28	12	10	0	14	11	14	10	29	36	31	22	24	24	33	30	13	25
Contig39825_8053	19	15	12	19	13	20	19	20	20	20	16	21	20	23	19	20	21	21
Contig39825_8121	55	30	33	41	30	27	39	29	50	60	42	56	59	58	46	49	43	52
Contig39825_8144	46	32	34	37	38	39	42	26	48	46	34	43	56	56	47	45	39	45
Contig39825_8151	31	12	25	24	24	28	36	15	37	33	12	31	39	41	32	34	31	34
Contig39825_8425	13	12	22	12	14	12	11	23	25	24	13	13	12	30	24	29	13	22
Contig39825_8544	12	10	13	14	0	14	13	13	24	18	15	17	21	23	22	21	13	13
Contig39825_8725	17	14	21	20	17	11	19	18	22	23	25	19	24	21	24	23	26	22
Contig39825_8731	19	18	25	24	24	15	23	23	27	24	24	22	28	26	28	29	28	21
Contig39825_8735	27	22	25	24	25	18	22	27	31	34	37	25	35	31	33	34	33	31
Contig39825_8744	17	14	16	18	15	12	17	18	21	24	23	18	24	19	23	25	21	22
Contig39825_8753	16	14	11	14	12	10	14	16	13	14	15	15	20	18	18	19	16	14
Contig39825_8783	28	16	19	18	19	17	30	16	15	16	32	17	21	32	18	29	18	17
Contig39825_8875	14	17	19	15	10	12	15	16	20	19	23	16	22	20	17	18	16	17
Contig39825_8888	19	16	22	20	14	17	21	19	22	23	22	20	23	24	21	20	21	20
Contig39825_8892	16	17	21	17	13	16	20	19	19	19	19	18	17	20	19	20	19	22
Contig39842_130	10	11	29	28	23	10	28	26	25	50	51	26	35	40	43	39	40	27
Contig39842_136	22	11	34	33	27	12	28	28	30	57	54	26	46	47	47	47	42	31
Contig3986_16650	13	11	14	10	11	12	0	10	14	23	34	11	34	33	37	42	18	14
Contig39889_13912	20	15	15	15	0	13	15	21	17	23	40	16	24	26	27	31	18	13
Contig39889_13917	14	14	13	15	0	15	12	19	13	24	21	15	22	28	24	29	19	13
Contig39889_13928	15	10	14	17	0	11	11	14	16	23	36	11	22	24	22	28	25	15
Contig3990_11996	13	16	18	10	14	0	17	17	15	0	10	13	12	18	19	25	13	11
Contig39935_11679	26	19	14	24	14	22	31	23	29	57	36	28	42	36	49	47	28	31
Contig39935_12749	10	0	10	27	10	12	26	25	35	49	0	23	26	32	32	29	34	37
Contig39938_11020	13	14	12	15	14	0	15	11	17	22	16	14	18	16	21	23	17	16
Contig39938_11030	14	17	18	25	18	12	21	14	15	32	23	17	38	32	43	44	23	24
Contig39970_20253	26	16	14	13	14	0	28	17	11	0	21	27	23	39	11	40	23	24
Contig39970_20263	13	11	13	10	11	0	23	13	10	0	13	15	11	33	13	32	14	24
Contig39974_213	26	18	23	23	16	26	21	20	22	29	28	20	25	32	28	38	29	22
Contig39974_26496	25	11	12	13	11	0	16	23	13	19	46	16	31	34	38	39	33	10
Contig39974_26538	20	12	13	11	10	0	18	15	16	27	26	14	17	32	40	33	21	13
Contig39975_1115	15	0	18	13	15	11	12	12	21	18	24	13	29	26	35	28	27	17
Contig39975_1124	12	14	14	12	14	0	10	15	16	21	36	11	23	32	45	30	23	16
Contig39975_1131	14	11	14	10	14	0	12	16	15	25	42	10	35	33	52	44	21	16
Contig39975_2634	10	13	23	16	0	16	30	27	27	42	31	15	32	33	37	41	33	36
Contig39975_2686	12	10	24	27	10	10	24	14	14	30	12	10	21	26	18	28	24	28
Contig399775_1072	38	39	42	40	33	27	46	35	45	17	25	22	32	32	34	27	27	31
Contig399775_1113	27	41	45	48	30	21	48	45	42	32	38	31	45	47	51	35	34	30
Contig39981_4439	0	14	10	11	11	11	13	13	11	11	0	15	13	30	15	14	12	16
Contig40_13569	15	0	14	18	10	10	13	13	12	19	20	13	22	32	28	27	15	19
Contig40_13618	14	17	11	24	10	0	12	26	19	10	40	0	33	41	38	40	23	27
Contig40_14938	17	15	19	34	0	11	20	15	28	47	58	14	41	59	60	60	38	16
Contig40_14943	29	16	18	34	0	12	17	23	28	45	51	16	42	55	59	63	39	18
Contig40_14957	27	11	14	25	11	0	24	15	12	34	46	14	35	41	52	53	26	17
Contig40_14960	29	13	16	25	11	0	26	13	23	40	48	12	35	46	53	57	29	19
Contig40_14965	29	20	21	26	10	0	26	29	28	40	48	11	38	49	56	54	32	19
Contig40_14970	30	20	23	30	15	10	27	30	34	44	52	15	37	48	56	57	40	22
Contig40_14976	30	10	20	32	13	0	29	29	31	48	42	12	29	52	61	57	40	16
Contig40003_1262	10	16	15	12	10	0	12	12	15	28	21	10	17	26	21	20	15	18
Contig40015_4686	25	16	21	19	14	13	22	18	19	22	29	14	26	27	26	28	24	23
Contig40015_4693	28	15	17	19	13	11	17	18	22	22	29	15	27	29	28	30	25	23
Contig40015_4697	23	18	21	19	15	12	19	18	22	22	30	15	25	29	28	29	25	22
Contig40017_381	11	14	0	30	11	10	27	14	13	41	46	0	40	34	43	43	35	12
Contig4002_31	25	13	19	12	27	15	22	25	10	28	10	14	13	22	31	25	20	10
Contig4002_112	34	11	23	13	30	18	30	31	16	49	10	13	19	31	46	37	18	11
Contig4002_603	18	0	14	10	12	16	24	16	15	18	10	13	17	31	42	19	14	15
Contig4002_649	34	12	30	0	31	24	30	30	29	30	22	36	36	42	56	42	29	31
Contig4002_668	38	12	33	12	39	30	41	31	27	34	18	32	43	38	63	34	23	24
Contig4002_675	35	10	33	12	41	33	41	32	15	31	12	35	45	40	67	32	25	25
Contig4002_683	36	0	34	25	38	32	41	44	26	41	15	38	46	52	73	36	25	25
Contig4002_696	26	0	27	11	29	26	23	31	12	35	12	16	33	39	56	30	32	11
Contig4002_1291	22	15	15	13	16	16	18	17	0	29	0	20	19	25	39	19	12	20
Contig4003_3122	23	14	30	14	14	12	25	0	36	34	56	0	44	25	63	47	33	12
Contig4005_3834	19	15	16	37	13	29	28	23	27	36	56	13	46	50	56	56	45	19
Contig4005_3841	18	16	15	24	11	24	13	12	18	32	55	13	43	44	56	54	40	18
Contig4005_3850	17	11	24	23	10	10	14	11	16	11	46	0	37	47	54	46	37	17
Contig4005_3864	18	0	16	17	12	10	21	13	25	16	44	11	38	45	54	44	18	20
Contig4005_3871	18	0	20	12	13	11	25	26	14	17	47	10	43	44	52	41	18	21
Contig4005_3877	24	13	21	22	16	14	24	29	18	20	49	11	46	48	52	39	22	23
Contig4005_3949	14	10	12	20	14	15	15	18	19	31	37	12	30	33	38	46	26	16
Contig400516_392	16	15	15	0	20	12	18	17	22	13	0	16	12	11	21	11	17	19
Contig40055_43	11	26	27	30	10	12	35	22	19	25	33	31	36	39	38	33	29	32
Contig40055_82	0	15	17	17	21	10	31	25	10	13	17	16	17	15	22	11	31	23
Contig40055_101	35	47	45	52	48	32	46	45	38	42	59	40	63	62	63	60	52	50
Contig400594_217	10	11	16	17	11	0	12	10	10	20	25	10	31	20	22	31	21	18
Contig40063_2217	14	45	49	13	11	25	51	0	35	10	0	16	28	16	10	16	28	13
Contig40063_10845	10	11	10	15	0	10	10	12	12	25	18	13	28	17	34	32	37	12
Contig40083_4174	17	15	14	21	15	12	10	14	10	20	10	21	18	18	19	15	14	17
Contig40083_5203	13	12	13	14	12	11	0	14	14	12	0	13	16	17	17	14	12	12
Contig40085_3785	11	12	11	18	10	12	12	13	18	21	20	12	17	32	14	32	11	12
Contig40085_3813	24	13	14	11	10	11	11	12	0	12	12	13	15	17	16	22	12	14
Contig40157_14823	19	10	18	15	0	10	20	17	21	33	23	10	21	26	27	26	26	22
Contig40157_14826	19	11	17	14	0	11	20	20	19	34	25	10	22	29	28	29	22	23
Contig40157_14899	16	14	17	24	12	15	13	21	24	44	52	30	45	46	42	46	45	21
Contig40157_15071	29	23	25	16	12	27	18	31	26	42	64	11	31	53	27	35	21	0
Contig40158_1476	14	15	0	13	15	10	11	16	17	15	0	12	19	32	20	13	12	22
Contig40175_271	13	14	12	13	11	0	17	14	14	0	15	11	15	18	17	18	15	13
Contig40175_293	32	28	32	27	28	25	31	31	32	15	36	25	36	36	37	41	32	27
Contig40175_295	29	25	27	27	25	23	27	24	28	12	34	22	33	32	32	38	30	22
Contig4018_3956	47	44	41	44	44	40	43	44	41	42	44	42	48	45	40	50	40	47
Contig4018_3959	55	55	54	53	52	55	54	57	56	49	58	55	54	61	55	60	53	55
Contig4018_3974	73	76	75	73	71	70	73	76	80	65	72	64	79	80	77	84	77	74
Contig4018_3984	39	38	41	37	35	33	35	41	43	36	37	32	40	43	40	38	38	37
Contig40188_9260	0	15	12	12	10	13	11	13	18	18	11	14	11	14	12	13	13	16
Contig4020_8381	12	15	11	14	13	0	14	27	28	11	0	18	13	20	20	45	17	14
Contig40210_250	31	21	41	43	16	24	46	11	19	34	69	18	55	65	51	56	46	51
Contig40210_6096	13	11	10	14	11	11	15	13	10	19	16	0	18	23	20	17	17	15
Contig40218_1138	21	12	11	12	0	10	21	11	25	31	13	10	41	34	19	37	30	14
Contig40218_1893	11	13	12	15	0	10	14	10	10	29	28	10	33	29	36	38	12	12
Contig40218_3919	11	11	25	12	10	0	21	10	25	34	43	0	30	40	39	41	17	28
Contig40218_3983	26	10	23	30	22	23	28	26	27	37	59	10	40	43	52	49	43	31
Contig40218_4152	30	21	29	28	10	24	30	29	31	40	39	10	34	43	45	38	33	30
Contig40218_4164	26	24	31	28	14	27	26	26	31	48	38	22	36	40	52	41	36	40
Contig40218_4172	23	21	27	24	10	23	11	0	26	48	34	21	30	34	46	37	33	34
Contig40218_4179	23	13	29	22	20	23	21	10	26	43	30	26	28	32	47	33	33	28
Contig40218_4209	11	11	10	23	13	27	32	21	24	38	31	14	42	33	42	36	37	29
Contig40218_4232	13	10	11	13	21	12	24	23	26	40	27	21	33	37	34	37	22	31
Contig40218_4257	15	13	18	16	13	16	13	18	23	23	15	13	23	25	22	24	22	18
Contig40218_4285	16	13	25	26	12	14	16	25	24	32	10	11	29	29	35	31	30	19
Contig40218_4676	12	24	13	21	15	10	12	14	15	39	33	11	29	35	32	33	31	26
Contig40218_4708	11	13	17	19	13	11	17	15	16	43	35	15	35	23	32	31	37	13
Contig40218_4713	14	18	23	29	13	11	31	28	16	56	43	28	44	37	39	37	42	32
Contig40218_4716	16	17	23	22	12	11	28	18	18	54	50	18	44	37	34	35	35	19
Contig40218_4740	18	13	26	29	10	0	26	12	22	56	51	14	40	40	43	39	35	32
Contig40218_4756	21	19	25	33	10	10	32	24	29	59	56	14	47	52	45	55	43	36
Contig40218_4770	31	22	15	24	13	0	27	13	32	54	59	25	46	44	50	56	42	32
Contig40218_4798	13	22	31	33	21	0	12	18	27	31	58	10	40	46	42	46	35	28
Contig40218_4807	16	14	28	27	24	0	24	33	30	33	52	13	44	48	52	49	40	29
Contig40218_4821	27	15	29	14	14	10	30	31	27	40	49	18	43	49	49	45	45	30
Contig40218_4827	31	13	30	14	14	15	26	31	29	45	53	16	50	48	52	52	49	33
Contig40218_4841	31	10	31	14	10	16	29	17	37	48	54	18	52	48	50	60	48	36
Contig40219_3394	23	12	19	14	14	17	23	18	16	29	23	21	23	37	43	48	25	22
Contig40219_3403	17	0	14	22	10	11	15	13	15	16	26	15	27	34	42	41	32	18
Contig40219_3506	11	21	21	14	13	12	30	14	0	26	14	0	15	38	40	37	18	13
Contig40235_28231	12	11	0	14	14	12	12	17	18	10	11	14	16	15	20	23	14	15
Contig40239_655	16	11	12	17	0	11	15	16	17	16	0	13	22	26	26	26	12	15
Contig40239_1202	20	25	17	20	10	12	15	18	14	25	37	0	24	37	45	45	28	25
Contig40239_1208	24	24	22	21	10	11	12	20	17	39	40	11	41	40	36	49	29	24
Contig40253_7743	16	11	13	14	11	10	24	10	11	25	25	13	34	31	29	26	15	13
Contig40253_7793	19	11	18	18	13	0	11	17	14	22	27	12	31	36	42	39	32	13
Contig40253_10815	14	24	19	31	0	10	26	24	29	29	29	16	40	36	45	36	37	34
Contig40253_10851	15	16	11	11	11	0	27	15	26	25	25	27	35	30	43	39	22	17
Contig40260_4859	14	10	15	17	0	13	10	12	14	11	0	10	17	35	19	32	15	13
Contig40260_4867	15	14	16	18	0	11	13	13	18	11	0	13	19	34	29	31	19	17
Contig40260_4889	12	11	17	15	0	14	11	13	19	14	0	11	22	20	22	19	22	23
Contig40260_4911	11	0	15	17	17	15	16	14	21	21	0	14	28	29	21	21	20	21
Contig40260_5260	13	20	15	27	0	11	11	10	14	28	13	13	33	38	42	41	24	11
Contig40260_5322	13	14	15	23	19	10	26	11	31	37	28	25	38	35	37	53	30	32
Contig40260_18016	10	13	12	13	10	0	10	16	15	0	14	12	11	17	20	16	14	13
Contig40260_22871	17	23	13	11	13	11	15	15	14	0	10	16	18	29	20	20	16	23
Contig40260_22877	13	19	17	16	14	11	15	15	16	0	10	18	18	35	21	24	15	24
Contig40260_22887	14	20	18	17	17	10	17	15	16	0	12	22	22	26	22	24	15	27
Contig40279_7836	12	14	16	12	10	0	16	11	17	25	24	13	17	28	23	30	19	18
