siteID	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig36316_17369	19	18	18	15	18	11	11	13	11	15	18	16	19	22	15	34	23	20
Contig36316_17378	20	15	21	17	12	4	NA	8	15	14	15	13	16	17	20	16	21	17
Contig36318_7238	13	9	11	13	11	10	14	10	13	28	15	13	32	25	31	25	18	16
Contig36326_690	17	16	25	14	13	11	24	16	22	24	29	14	25	24	31	29	16	14
Contig36326_21279	17	10	12	11	8	10	12	12	11	12	16	12	14	28	20	18	NA	15
Contig36326_21288	12	10	11	NA	7	10	11	10	11	11	17	9	14	19	20	22	9	10
Contig36326_25525	6	4	4	2	NA	3	5	2	3	7	4	4	6	11	2	7	3	6
Contig36333_17399	17	10	11	14	NA	9	12	14	13	26	17	NA	19	35	33	36	17	19
Contig36333_17878	4	NA	21	24	9	9	16	27	12	36	57	10	29	35	44	43	33	26
Contig36333_18512	19	12	16	16	15	12	20	21	15	29	38	9	32	34	31	33	22	18
Contig36333_18530	15	20	17	21	18	11	19	14	21	41	40	15	25	34	38	44	23	27
Contig36338_18673	14	10	16	16	10	NA	16	14	10	34	41	12	36	46	53	46	21	18
Contig36338_18712	26	4	4	22	NA	11	27	27	9	32	45	24	44	50	52	45	36	18
Contig36357_100	16	13	16	15	12	13	13	16	15	30	26	18	24	21	16	20	16	17
Contig36357_106	15	15	16	15	6	11	15	17	15	30	29	18	26	20	19	19	20	21
Contig36357_143	19	5	NA	13	10	12	14	19	17	29	30	13	31	32	12	20	11	18
Contig36357_157	20	9	8	17	13	16	21	17	19	31	32	15	28	29	15	27	16	21
Contig36357_260	15	7	17	9	12	13	16	7	19	22	35	10	27	36	26	31	24	17
Contig36357_320	7	10	14	16	9	NA	10	19	18	22	36	NA	17	26	25	33	23	17
Contig36357_350	13	14	13	11	11	9	14	15	11	29	39	13	21	36	30	26	21	21
Contig36357_356	13	13	14	11	11	13	14	13	13	32	50	8	20	43	46	30	20	19
Contig36357_369	21	19	22	12	15	14	21	17	20	40	53	13	23	45	52	43	26	20
Contig36357_381	19	18	19	15	9	11	15	17	22	30	49	13	25	37	46	43	24	18
Contig36360_23255	11	13	12	14	NA	11	15	11	15	9	13	10	11	29	25	19	10	13
Contig36360_23260	NA	14	13	13	10	12	15	13	16	NA	14	7	12	23	29	19	8	12
Contig36360_29977	15	8	18	16	14	10	14	15	18	16	34	15	29	19	36	34	23	15
Contig36360_29987	13	NA	18	16	13	11	12	10	14	15	35	14	23	19	23	30	23	17
Contig36360_30227	12	11	11	17	NA	10	20	10	15	36	37	13	36	38	40	33	18	17
Contig36360_30289	6	9	13	22	4	NA	11	18	6	26	31	10	24	24	24	20	16	13
Contig36360_30354	14	13	15	14	20	9	11	16	7	15	25	12	21	23	21	25	21	14
Contig36360_31229	10	10	13	9	NA	10	13	13	10	19	13	7	25	30	16	33	19	11
Contig36366_11624	8	14	16	15	12	12	14	15	21	41	52	11	49	41	54	47	34	26
Contig36366_11630	13	13	16	16	11	NA	14	11	21	37	47	9	39	39	51	42	22	19
Contig363749_4500	17	16	15	14	NA	10	13	12	14	16	18	NA	16	15	12	17	15	15
Contig363749_4518	21	17	31	19	13	13	22	15	16	22	27	12	24	24	24	27	27	23
Contig363749_4650	30	31	31	34	26	24	31	30	35	48	51	31	49	54	52	47	47	35
Contig363749_4661	29	23	26	29	23	20	26	39	34	42	51	26	42	42	58	47	46	28
Contig363749_4674	28	29	31	38	20	22	32	36	42	49	48	28	42	45	57	47	49	38
Contig363749_4682	30	25	16	30	20	22	26	28	33	39	38	15	34	25	47	33	45	30
Contig363749_4689	28	23	21	29	13	21	32	14	31	41	35	21	34	30	37	39	45	33
Contig363749_4743	9	15	12	35	12	18	14	10	14	48	19	16	28	23	33	26	20	21
Contig3639_9904	13	10	9	10	12	NA	15	14	19	10	NA	14	19	19	15	14	17	12
Contig36419_13558	15	14	10	16	10	NA	26	12	11	32	35	10	28	29	34	29	37	22
Contig36441_9737	9	13	11	16	10	10	13	NA	13	11	NA	14	13	14	18	18	13	13
Contig36441_9746	13	21	13	25	16	16	18	NA	20	18	14	20	22	21	24	27	17	25
Contig36449_1530	16	10	16	17	7	NA	3	7	12	12	1	12	11	26	25	12	15	17
Contig36449_1536	20	13	18	20	11	NA	13	15	16	24	27	14	22	25	32	18	28	19
Contig36449_1542	18	12	12	12	5	NA	9	11	11	13	18	8	14	14	29	13	16	12
Contig3646_25244	9	13	12	13	9	NA	10	12	15	11	13	9	18	22	19	24	19	11
Contig3646_25263	13	13	14	15	13	11	14	13	16	14	13	10	22	41	25	27	25	25
Contig36467_22460	20	11	13	23	10	NA	26	13	26	24	53	7	41	31	49	51	30	25
Contig36467_22495	13	9	14	17	NA	10	11	15	23	29	50	10	40	30	50	41	33	13
Contig36467_22519	15	13	22	21	10	11	15	21	13	27	49	NA	21	24	32	35	23	17
Contig36467_23156	15	15	11	12	13	9	16	18	24	19	11	13	19	18	24	23	21	17
Contig36467_23173	13	14	NA	13	10	12	17	14	11	21	12	10	16	18	21	25	16	19
Contig36474_11001	14	13	9	13	10	NA	15	11	29	29	11	9	25	15	26	18	13	14
Contig36482_2632	23	27	24	13	NA	10	11	8	22	20	25	11	35	38	34	17	34	29
Contig36483_3382	17	10	15	11	14	NA	9	21	32	18	16	11	27	39	36	33	28	29
Contig36483_3389	16	13	26	13	15	NA	15	10	31	24	30	13	34	37	40	41	32	29
Contig36483_3444	15	11	14	21	11	12	16	15	14	27	19	16	22	24	27	27	21	17
Contig36483_3476	15	12	12	13	13	NA	11	14	14	18	22	13	25	17	22	39	25	13
Contig36483_3481	11	12	12	11	13	9	14	14	13	18	30	13	23	18	24	30	24	13
Contig36483_3492	9	15	11	12	12	NA	17	16	12	22	34	12	26	22	24	37	20	14
Contig36483_3511	18	12	14	17	14	10	17	15	20	21	21	NA	30	31	33	34	27	19
Contig36483_3518	20	16	13	16	16	16	21	17	21	24	27	15	30	35	33	47	30	24
Contig36483_3529	21	19	14	17	16	14	20	17	12	26	35	11	26	34	32	43	27	22
Contig36483_3557	12	9	11	16	10	NA	9	16	12	23	30	8	23	31	31	29	19	13
Contig36489_18783	16	14	13	23	23	NA	20	12	20	21	15	10	42	42	36	46	24	24
Contig36489_18790	12	11	10	12	11	NA	16	10	14	9	10	NA	38	38	33	41	15	24
Contig3650_789	28	11	19	28	12	NA	24	21	25	40	49	12	42	47	27	52	43	14
Contig3650_804	22	22	26	24	10	11	26	12	30	49	55	18	47	40	60	51	44	21
Contig3650_825	26	22	23	21	NA	11	28	12	26	54	54	12	51	51	59	61	34	29
Contig3650_833	26	9	16	32	10	10	26	22	29	49	59	21	46	53	58	57	33	15
Contig3650_1210	11	10	8	12	10	NA	9	11	18	14	24	10	19	22	25	27	18	10
Contig3650_1212	15	8	10	14	12	NA	9	12	18	23	28	11	17	20	26	25	17	9
Contig36503_1368	16	10	11	17	11	NA	12	10	23	NA	15	8	17	28	22	28	9	11
Contig36504_9144	12	12	26	16	13	NA	16	19	17	26	32	15	26	36	30	46	29	14
Contig36504_9151	14	9	21	15	11	NA	19	19	15	20	29	12	22	33	27	50	24	14
Contig36504_9160	9	NA	14	13	11	10	17	16	18	14	32	NA	21	33	31	45	26	13
Contig36518_2537	13	15	10	11	11	13	11	13	17	12	9	8	11	13	16	16	13	10
Contig36525_5462	15	12	11	14	10	10	13	12	16	14	51	9	33	44	48	48	12	13
Contig36525_5639	11	13	12	28	9	14	26	10	17	38	38	15	38	31	42	44	26	16
Contig36525_5732	13	NA	13	19	11	14	11	10	17	33	43	NA	32	39	40	37	37	25
Contig36525_5769	35	15	34	28	10	14	31	34	41	48	50	25	49	52	55	53	41	32
Contig36525_5781	25	11	17	11	NA	12	26	26	25	34	49	24	34	41	42	46	31	21
Contig36525_5888	26	11	27	28	NA	22	28	23	30	28	49	12	41	54	49	53	33	28
Contig36525_5891	28	10	28	25	NA	21	27	23	31	29	49	11	39	51	51	56	35	29
Contig36525_5984	14	9	20	15	10	9	17	11	16	24	33	12	21	32	43	40	25	15
Contig36525_5991	13	NA	20	16	10	12	17	11	12	31	40	11	28	32	46	41	23	14
Contig36525_6063	16	NA	28	11	9	10	11	15	16	20	39	NA	16	34	36	26	17	11
Contig36525_6068	17	11	31	11	11	11	10	17	16	22	40	NA	21	27	32	27	18	15
Contig36525_6076	16	9	15	12	10	NA	11	14	15	30	40	NA	20	25	34	34	16	12
Contig36525_6308	19	11	16	17	10	14	18	12	24	43	46	11	33	34	38	36	23	15
Contig36525_6337	18	12	19	18	NA	10	15	16	10	25	43	12	29	26	41	46	22	19
Contig36525_6369	15	12	14	20	10	NA	17	19	21	30	32	10	26	29	33	29	26	17
Contig36525_6379	15	12	15	18	10	11	13	24	14	30	33	7	26	25	33	30	24	15
Contig36525_6385	16	11	10	13	NA	11	14	21	13	28	37	10	23	24	32	29	23	12
Contig36525_6415	11	10	11	13	15	NA	14	16	10	27	47	16	27	40	50	49	23	19
Contig36525_6452	19	15	18	15	11	10	12	16	17	25	26	10	16	24	27	19	10	16
Contig36530_13867	18	12	13	13	10	11	18	14	15	14	11	11	23	26	22	26	18	17
Contig36530_13915	13	13	16	16	11	10	13	16	16	21	13	10	29	22	21	21	20	13
Contig36530_13923	16	17	17	19	15	12	13	19	19	17	22	17	33	23	22	25	26	22
Contig36532_14349	19	20	23	18	21	16	19	18	26	26	17	23	34	35	24	23	25	26
Contig36532_14365	20	28	22	23	22	25	23	16	23	26	17	19	40	42	23	35	26	27
Contig36532_14369	21	21	22	18	19	20	19	17	24	18	15	22	39	36	21	31	20	22
Contig365364_10358	11	14	16	14	9	NA	15	19	14	14	10	14	18	22	17	14	17	20
Contig365364_10371	15	16	20	16	13	NA	14	16	19	11	NA	15	22	26	32	13	19	21
Contig36546_1048	18	13	19	14	15	14	17	18	18	23	31	14	23	27	29	41	28	17
Contig36546_1051	16	11	17	14	14	10	18	16	19	19	40	15	24	30	29	30	25	15
Contig36546_1056	22	13	20	16	18	16	19	16	21	23	34	14	24	27	41	44	30	18
Contig36546_1064	16	14	19	16	18	11	17	15	25	28	51	16	28	31	33	48	34	20
Contig36546_1081	16	14	18	20	14	12	15	16	33	36	58	16	39	26	41	45	33	24
Contig36546_1091	11	10	12	12	NA	10	11	14	25	35	48	12	44	22	29	39	27	20
Contig36546_1094	3	12	9	10	12	10	10	13	14	23	48	NA	40	20	36	40	19	18
Contig36546_1111	17	18	18	18	15	13	18	29	14	45	47	15	52	40	43	49	38	24
Contig36546_1116	17	18	15	18	10	11	27	18	22	38	48	11	41	38	46	46	24	23
Contig36546_1121	28	19	17	24	13	14	21	25	26	41	46	11	45	28	48	44	28	26
Contig36546_1156	20	20	19	27	13	11	17	22	28	38	48	21	22	35	30	52	37	30
Contig36546_1711	13	13	16	25	10	13	13	17	17	30	47	9	33	25	44	51	18	15
Contig36546_1717	11	13	15	24	NA	12	13	16	15	17	49	NA	22	27	41	49	17	13
Contig36546_1776	19	13	19	17	16	12	19	15	18	24	55	15	37	48	46	41	21	17
Contig36546_1790	24	25	25	26	21	14	23	25	24	26	55	15	32	48	49	52	36	18
Contig36546_1801	20	11	16	31	10	9	16	17	18	19	53	12	23	39	45	49	27	14
Contig36546_1808	11	12	20	30	10	10	16	16	10	19	54	12	19	35	48	40	28	9
Contig36555_3858	16	13	14	14	10	NA	14	16	14	17	13	14	19	22	22	26	16	18
Contig36555_3896	15	9	9	NA	10	13	20	16	12	21	9	14	17	15	24	25	22	15
Contig36555_3906	14	NA	11	12	9	10	18	13	10	19	NA	11	14	13	20	19	15	17
Contig36557_2044	17	13	18	15	9	10	NA	16	11	10	NA	13	18	25	20	17	10	12
Contig36562_5480	11	11	15	15	NA	9	12	11	15	19	13	10	17	20	22	20	14	NA
Contig36569_5593	9	17	13	NA	7	10	8	13	7	15	NA	14	14	11	11	13	12	17
Contig36569_5789	10	10	15	18	NA	8	9	17	10	23	10	19	18	13	20	22	16	18
Contig36569_5803	15	13	14	16	9	7	12	17	15	22	14	13	17	17	23	20	15	19
Contig36569_5812	8	10	15	8	NA	12	12	11	10	13	NA	9	9	10	14	14	11	12
Contig3657_2597	27	16	15	17	15	28	11	29	18	33	31	18	26	31	35	35	27	15
Contig3657_2784	20	15	29	22	13	NA	19	12	18	22	35	10	30	36	33	37	24	21
Contig3657_2801	15	12	33	22	NA	10	24	11	26	32	40	24	35	39	34	45	26	15
Contig36575_100	13	12	9	20	NA	9	19	13	17	14	16	17	25	43	34	52	13	18
Contig36584_2379	19	12	7	17	NA	10	18	13	11	23	27	14	24	22	24	36	27	23
Contig36584_2386	20	16	12	18	13	13	20	16	20	28	32	17	30	23	30	40	33	26
Contig36584_2407	12	12	13	12	15	NA	13	15	17	20	24	12	23	20	27	42	26	21
Contig36584_2416	12	10	13	11	14	NA	12	13	13	23	20	14	22	35	25	43	25	20
Contig36584_2428	18	11	12	16	17	14	17	18	16	28	27	14	28	28	29	40	28	19
Contig36584_2446	18	12	18	21	14	19	26	25	21	36	35	20	35	32	33	34	31	32
Contig36584_2454	9	0	0	0	NA	0	0	12	0	0	0	3	11	0	0	0	7	8
Contig36584_2458	12	11	8	19	NA	11	19	19	7	29	29	17	30	26	29	31	27	28
Contig36584_2488	15	NA	17	12	11	11	7	10	16	26	34	15	25	20	35	42	25	14
Contig36584_2556	12	15	14	18	13	NA	15	14	32	50	47	13	29	38	53	47	38	38
Contig36584_2716	17	11	25	24	NA	10	22	11	31	43	55	10	38	48	53	55	51	32
Contig36584_2812	20	15	19	18	14	12	20	21	14	35	40	13	31	41	44	48	41	26
Contig36584_2889	13	13	15	16	NA	15	19	17	20	32	37	10	25	25	30	28	29	16
Contig36584_2895	4	5	6	7	NA	9	1	13	0	11	31	7	23	11	10	23	24	4
Contig36584_2913	13	12	17	11	NA	10	12	10	16	23	29	12	23	28	29	27	27	18
Contig36600_466	15	14	33	14	18	23	20	NA	25	16	12	21	13	15	11	19	10	18
Contig36640_9293	11	11	10	12	13	NA	11	15	13	16	17	NA	17	22	20	14	12	14
Contig36640_9306	12	17	17	17	15	NA	15	18	17	22	25	NA	23	23	29	21	16	16
Contig36640_9320	5	15	5	15	4	12	6	21	1	24	20	11	29	32	29	31	18	20
Contig36640_9336	15	11	NA	15	10	12	20	18	14	20	18	16	24	26	26	29	16	20
Contig36645_6321	31	29	30	35	29	21	33	31	30	31	26	29	33	33	28	34	29	30
Contig36645_6330	31	25	32	37	28	20	35	31	28	37	28	20	35	35	32	32	32	31
Contig36645_6382	26	30	26	31	24	23	35	35	23	26	24	25	27	36	31	41	30	30
Contig36684_6754	24	16	21	18	10	14	18	19	15	11	17	14	24	23	19	29	23	21
Contig36689_11292	13	20	12	18	11	12	15	NA	14	16	NA	19	21	18	13	15	13	16
Contig36689_26856	14	NA	9	13	9	9	10	12	11	21	35	11	30	30	25	36	12	17
Contig36689_26864	25	NA	11	26	17	12	9	11	24	28	36	8	37	33	34	42	9	22
Contig36689_26910	24	16	24	20	11	10	27	24	14	41	34	11	36	25	46	33	21	13
Contig36689_26924	9	11	18	15	NA	8	25	9	22	27	32	14	26	18	35	35	16	9
Contig36689_27089	8	20	11	8	NA	7	9	11	23	32	27	9	28	13	29	29	21	13
Contig36689_27140	6	13	10	15	NA	9	10	11	14	14	14	9	12	14	13	22	13	9
Contig36689_27149	11	13	11	15	NA	7	8	13	13	22	29	13	10	22	16	29	13	13
Contig36689_27300	16	15	24	35	8	NA	9	8	0	29	52	26	40	58	29	52	28	27
Contig36689_27333	16	9	15	24	22	11	28	13	27	25	42	NA	28	39	29	43	32	23
Contig36689_27420	20	10	17	25	10	NA	31	15	16	44	59	NA	38	40	52	50	33	21
Contig36689_27459	30	20	31	33	14	NA	28	25	32	38	66	NA	47	49	56	64	35	31
Contig36689_27465	24	10	26	31	12	NA	23	19	26	38	66	NA	41	48	55	58	36	23
Contig36689_27476	15	22	26	32	14	NA	30	30	26	34	64	12	43	60	49	62	44	22
Contig36689_27482	19	25	27	33	14	NA	34	11	27	40	66	11	49	52	46	46	39	18
Contig36689_27498	21	11	15	26	8	10	25	12	10	26	47	8	40	37	45	37	25	16
Contig36689_27537	23	13	28	26	16	NA	32	24	28	29	62	10	40	46	48	45	35	29
Contig36689_27582	17	10	24	26	9	NA	11	15	17	29	47	13	39	39	42	50	35	12
Contig36689_27630	15	9	11	15	6	NA	18	11	18	27	30	NA	35	33	36	42	18	15
Contig36689_27681	9	12	11	23	7	9	21	10	21	29	39	11	33	26	28	32	33	NA
Contig36689_27705	26	26	14	33	14	20	33	36	31	59	57	23	50	46	49	55	49	30
Contig36689_27729	23	24	25	27	8	23	28	15	34	29	42	18	43	40	29	43	37	21
Contig36689_27738	17	15	15	21	10	12	19	9	28	22	35	NA	41	38	36	44	36	14
Contig36689_27822	10	10	14	26	NA	10	13	11	15	11	26	NA	30	33	12	22	16	12
Contig36689_31509	24	11	9	21	10	NA	11	11	9	13	26	NA	30	34	29	37	28	8
Contig36689_31588	22	15	29	23	NA	11	27	9	25	39	44	22	34	32	47	49	33	28
Contig36689_31668	9	15	11	19	8	13	24	20	34	40	32	24	35	35	40	49	29	28
Contig36689_31673	22	11	12	17	6	11	11	11	19	34	28	12	27	35	36	36	24	21
Contig36689_32762	15	9	14	19	14	NA	11	15	14	19	13	15	17	15	11	16	8	12
Contig36689_32777	15	12	12	NA	11	9	10	18	10	27	21	10	10	14	18	15	12	12
Contig36689_36362	22	10	13	NA	1	10	0	8	21	15	25	NA	18	16	37	40	13	5
Contig36689_36365	25	10	22	10	7	NA	22	12	9	30	43	NA	29	29	35	39	33	10
Contig36689_36408	17	10	18	11	NA	13	31	13	19	41	47	12	35	36	43	53	35	35
Contig36689_36414	24	20	22	13	NA	18	28	25	25	43	47	NA	35	40	39	41	34	28
Contig36689_36419	18	6	23	10	21	17	25	25	24	39	50	NA	35	43	44	34	33	22
Contig36689_36435	23	9	19	NA	9	11	28	28	26	33	62	10	36	46	50	49	34	22
Contig36689_39289	22	10	11	10	7	9	14	13	25	31	42	NA	32	33	34	42	29	10
Contig36689_40574	16	12	NA	14	13	10	12	12	20	12	NA	15	17	18	30	40	22	17
Contig36689_41105	17	14	NA	15	10	12	18	15	15	11	22	11	20	31	24	37	12	20
Contig36689_41146	7	27	5	16	13	7	28	25	0	10	10	8	11	21	18	42	19	14
Contig36689_41160	12	18	NA	17	16	10	31	13	13	19	31	11	37	31	24	43	32	18
Contig36689_41163	16	7	NA	16	15	11	31	14	12	19	21	13	36	20	33	46	31	16
Contig36689_41192	13	11	21	14	10	NA	22	11	15	25	11	12	33	32	31	33	14	13
Contig36689_41213	9	10	9	16	7	10	17	11	10	18	10	8	19	15	22	32	19	17
Contig36689_41309	11	NA	8	13	8	10	16	9	13	25	22	8	21	11	24	9	16	12
Contig36689_41400	12	11	11	13	11	NA	22	16	10	29	14	12	24	9	5	26	12	11
Contig36689_41815	26	21	18	26	NA	9	14	29	27	38	25	10	27	29	48	31	28	29
Contig36689_41923	12	26	19	28	10	NA	34	15	19	31	57	19	43	57	62	62	40	11
Contig36689_42032	23	10	9	12	9	NA	11	12	16	28	50	NA	24	37	37	39	30	14
Contig36689_42681	18	14	11	28	11	NA	19	15	12	18	15	15	30	36	36	32	15	19
Contig36689_43457	NA	13	13	11	11	11	10	12	11	12	22	NA	31	33	24	25	12	13
Contig36689_43587	15	13	25	26	10	7	10	13	15	29	30	13	17	31	27	17	17	17
Contig36689_43591	19	17	14	31	14	12	18	19	30	40	40	21	38	38	39	44	24	24
Contig36689_43603	16	12	18	20	9	NA	16	15	32	32	38	14	38	40	25	36	18	19
Contig36693_14533	14	12	12	14	10	10	18	24	26	22	12	7	18	29	12	17	22	14
Contig36703_2219	23	18	28	31	13	12	34	28	28	42	56	12	40	42	54	49	40	27
Contig36703_2223	26	14	27	33	12	12	32	31	31	34	67	13	42	58	63	55	39	33
Contig36703_2238	24	12	27	27	9	NA	24	27	31	32	58	NA	43	60	57	52	35	26
Contig36703_2264	27	10	17	33	13	13	14	15	25	49	58	NA	34	42	46	47	40	17
Contig36703_2297	17	15	25	22	17	11	17	11	18	37	44	12	22	42	47	35	18	19
Contig36703_2407	23	21	29	27	13	6	37	31	22	48	60	25	45	38	48	52	45	36
Contig36703_2410	19	14	29	31	15	NA	40	31	30	52	67	30	51	48	57	59	42	38
Contig36703_2533	28	17	28	14	NA	10	33	30	28	39	55	10	37	49	47	46	43	25
Contig36703_2568	25	14	23	25	19	NA	13	13	29	42	44	13	47	46	46	49	40	28
Contig36703_2572	11	10	11	20	10	NA	10	2	25	33	35	13	36	34	40	47	30	25
Contig36703_2593	14	11	15	12	NA	10	10	12	10	23	40	11	38	28	34	33	31	9
Contig36703_2611	12	11	15	16	9	11	10	16	11	19	24	10	31	32	25	26	27	18
Contig36706_3373	13	13	14	NA	11	13	12	7	20	29	30	13	27	21	29	27	27	17
Contig36716_2249	13	20	9	11	10	NA	16	15	14	13	13	11	12	13	19	18	18	14
Contig367240_4725	12	11	13	9	12	NA	16	13	16	13	23	NA	17	16	21	18	22	13
Contig36727_26572	29	11	14	12	NA	12	24	12	20	23	38	13	29	43	38	38	26	27
Contig36747_2187	12	11	8	13	7	11	9	9	9	23	NA	12	14	25	13	20	14	11
Contig36747_2198	11	12	22	11	10	11	11	11	10	16	NA	10	22	22	13	28	15	10
Contig36755_8386	12	13	11	13	11	NA	12	11	12	24	34	11	26	31	26	32	16	NA
Contig36756_2019	20	11	23	14	11	NA	15	16	12	23	9	21	33	22	26	34	28	24
Contig36756_7046	14	11	17	14	13	NA	14	15	9	17	13	16	15	34	17	16	16	15
Contig36769_4382	21	11	19	26	NA	23	24	28	10	23	38	6	33	37	34	33	18	19
Contig36769_4392	27	8	13	26	NA	12	19	25	13	27	35	9	35	31	37	37	23	24
Contig36769_4782	10	NA	10	8	11	10	10	11	24	28	25	NA	27	35	12	25	19	13
Contig36769_4785	23	NA	8	17	10	9	10	24	27	31	26	NA	32	37	27	28	23	14
Contig36769_4797	22	16	17	24	11	9	26	22	26	35	33	NA	36	40	33	36	28	16
Contig36769_4818	8	11	8	11	6	9	13	12	9	26	20	13	19	16	22	23	16	14
Contig36769_4821	10	16	11	12	NA	10	13	14	11	23	34	15	16	18	25	24	16	13
Contig36769_4831	12	13	11	13	10	NA	17	12	12	25	36	17	22	29	42	39	20	17
Contig36769_4849	10	18	9	10	NA	10	16	13	11	18	31	9	30	39	29	43	23	17
Contig36769_5036	16	13	11	11	8	NA	17	13	19	18	23	12	17	12	21	22	19	8
Contig36782_26868	6	10	15	14	11	6	12	9	15	15	12	9	14	9	11	14	23	11
Contig36782_26876	14	11	16	13	11	9	16	10	18	23	19	17	19	21	20	15	20	14
Contig36789_14938	13	10	11	13	13	NA	6	11	15	17	22	14	19	16	21	20	16	14
Contig36798_7526	19	11	18	19	12	13	25	17	17	43	49	16	31	37	46	44	33	28
Contig36815_7547	11	11	11	8	6	NA	11	8	12	9	16	11	25	18	33	19	10	11
Contig36818_8497	17	13	18	13	12	NA	20	13	13	22	41	14	22	42	32	31	22	15
Contig36818_8501	14	13	19	13	15	NA	16	17	16	18	41	15	20	27	23	27	23	16
Contig36818_8512	13	16	15	12	11	NA	19	16	15	16	31	10	21	25	29	28	22	14
Contig36818_12135	18	NA	14	25	12	9	26	14	23	22	47	13	34	49	42	46	15	30
Contig36818_12141	11	11	5	24	21	5	28	8	27	18	37	8	19	29	33	37	1	33
Contig36818_12180	9	11	16	26	10	10	20	10	19	25	36	4	37	31	33	34	34	24
Contig36818_12186	23	9	20	23	11	NA	9	10	21	28	39	12	34	36	34	41	30	22
Contig36818_13225	12	9	12	14	11	11	20	28	17	31	37	10	31	30	31	40	24	14
Contig36818_13251	11	10	9	22	10	NA	23	11	10	36	43	15	44	42	35	37	27	23
Contig36818_13318	11	18	13	10	11	NA	11	13	19	18	31	15	32	31	23	21	22	21
Contig36823_6526	13	13	15	10	8	10	10	14	16	9	10	10	20	11	20	17	13	10
Contig368887_647	13	10	17	17	13	9	12	16	13	17	14	11	15	23	13	17	16	11
Contig369_14902	11	28	12	12	NA	10	12	11	11	27	NA	28	24	10	23	18	33	26
Contig369_18739	12	NA	13	10	12	9	12	15	14	16	14	11	19	15	20	16	10	11
Contig369_18956	14	11	26	11	NA	20	11	14	16	23	33	9	42	35	35	34	28	24
Contig369_19001	18	10	11	9	8	NA	18	17	9	24	23	10	31	31	31	42	21	17
Contig369_19039	17	11	17	21	19	13	19	21	19	38	28	16	25	29	30	40	27	26
Contig369_19045	13	13	9	16	7	12	12	16	7	28	17	12	21	23	26	27	27	20
Contig369_19075	10	11	23	24	8	NA	12	13	14	42	23	25	27	45	35	22	35	25
Contig369_19078	10	11	30	28	13	13	14	17	20	41	38	22	41	46	42	46	41	19
Contig369_19103	18	10	17	25	11	16	22	18	28	26	41	11	29	38	44	54	26	23
Contig369_19153	13	9	11	24	13	NA	19	21	24	14	33	12	26	34	40	32	28	20
Contig369_24599	27	13	32	22	15	NA	19	14	21	41	37	10	33	38	43	43	21	31
Contig369_24606	22	13	30	20	14	NA	28	14	21	35	39	10	31	35	38	43	20	21
Contig36913_4709	18	14	12	19	18	12	19	13	16	11	NA	17	12	15	13	13	9	23
Contig36955_10469	38	28	29	29	27	22	37	36	39	26	38	34	52	48	45	40	38	31
Contig36955_10472	45	33	31	28	26	14	37	35	39	28	32	31	49	48	39	44	34	30
Contig36955_10481	21	10	16	21	15	5	19	25	22	18	28	17	29	26	30	22	20	7
Contig36955_10488	22	11	21	21	10	NA	20	26	23	19	23	21	29	27	25	23	23	10
Contig36958_11492	27	9	23	25	11	9	12	14	32	24	27	11	37	46	27	42	34	13
Contig36958_11497	24	10	24	23	NA	11	15	14	31	18	22	10	37	42	38	44	37	15
Contig36958_11502	13	11	12	11	14	NA	12	12	17	21	26	9	39	37	28	42	29	17
Contig36958_11556	23	9	28	28	13	NA	26	11	11	36	35	8	38	38	35	36	16	14
Contig36958_14155	25	11	13	14	12	10	13	14	17	28	16	13	30	30	35	27	16	11
Contig36958_14163	26	13	17	18	14	14	12	20	23	30	34	14	33	39	39	25	27	25
Contig36958_14293	11	NA	28	29	11	11	13	11	30	47	31	28	37	35	32	31	31	37
Contig36958_14324	18	10	15	30	NA	11	24	12	20	41	18	14	33	26	23	31	26	16
Contig36958_14731	10	13	16	17	10	12	15	20	17	28	27	16	21	36	39	20	11	12
Contig36958_18707	10	10	14	29	8	NA	20	16	22	28	35	13	33	40	35	38	32	24
Contig36958_18741	15	26	9	13	10	NA	14	28	22	18	40	11	28	38	36	34	30	26
Contig36958_18745	13	23	11	14	11	8	11	28	22	14	40	10	38	39	41	37	33	14
Contig36958_18750	11	23	8	15	10	8	13	14	30	16	45	13	32	40	42	37	28	18
Contig36958_22230	16	12	19	18	14	11	11	19	18	12	18	13	30	29	23	34	23	10
Contig36958_22263	17	10	14	10	15	9	NA	18	15	17	15	NA	24	15	18	16	22	15
Contig36958_22437	16	16	13	14	12	NA	14	13	24	15	32	12	40	50	35	39	30	13
Contig36958_22452	12	13	13	13	NA	9	8	12	11	12	12	NA	29	34	32	22	14	10
Contig36958_22481	18	12	10	16	NA	12	11	17	17	23	13	14	21	17	20	22	21	16
Contig36958_23139	28	16	16	6	10	NA	24	10	22	27	12	6	18	29	18	43	18	7
Contig3696_8343	28	21	12	21	10	NA	17	26	25	33	20	NA	39	34	35	43	14	25
Contig36969_7734	13	13	19	30	NA	12	35	15	35	47	46	9	40	40	53	47	43	28
Contig36969_7741	14	19	15	25	NA	11	31	18	36	41	47	11	42	38	49	51	44	34
Contig36981_8474	14	11	14	17	8	9	17	16	17	12	23	11	22	22	20	19	18	10
