#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig17876	82732	CHH	0	27	35	.	.	.
Contig17876	82737	CHH	0	22	36	.	.	.
Contig17876	82739	CHH	0	18	36	.	.	.
Contig17876	82740	CHH	0	16	36	.	.	.
Contig17876	82741	CHH	0	13	36	.	.	.
Contig17876	82743	CHH	1	11	36	.	.	.
Contig17876	82974	CHH	0	12	35	.	.	.
Contig17876	83006	CHH	.	.	.	0	12	35
Contig17876	83009	CHH	.	.	.	0	14	35
Contig17876	83010	CHH	.	.	.	0	15	36
Contig17876	83011	CHH	.	.	.	0	15	36
Contig17876	83022	CHH	0	12	35	.	.	.
Contig17876	83023	CHH	0	13	35	.	.	.
Contig17876	83024	CHH	0	13	34	.	.	.
Contig17876	83028	CHH	.	.	.	0	30	35
Contig17876	83030	CHH	0	20	35	.	.	.
Contig17876	83032	CHH	0	20	36	.	.	.
Contig17876	83034	CHH	0	19	36	.	.	.
Contig17876	83040	CHH	.	.	.	0	23	36
Contig17876	83042	CHH	.	.	.	0	20	37
Contig17876	83043	CHH	.	.	.	0	19	36
Contig17876	83044	CHH	.	.	.	0	16	36
Contig17876	83050	CHH	.	.	.	0	11	35
Contig17876	83053	CHH	0	12	34	.	.	.
Contig17876	83376	CHH	.	.	.	0	10	37
Contig17876	83379	CHH	.	.	.	0	12	36
Contig17876	83380	CHH	.	.	.	0	12	36
Contig17876	83394	CHH	.	.	.	0	18	36
Contig17876	83398	CHH	.	.	.	1	19	35
Contig17876	83399	CHH	.	.	.	0	17	36
Contig17876	83414	CHH	.	.	.	0	18	37
Contig17876	83416	CHH	.	.	.	0	13	35
Contig17876	83419	CHH	0	13	33	.	.	.
Contig17876	83423	CHH	.	.	.	0	12	36
Contig17876	83426	CHH	.	.	.	0	10	35
Contig17876	83429	CHH	0	11	35	.	.	.
Contig17876	83442	CHH	.	.	.	1	10	36
Contig17876	83457	CHH	.	.	.	0	15	35
Contig17876	83458	CHH	.	.	.	0	17	35
Contig17876	83465	CHH	.	.	.	1	12	35
Contig17876	83561	CHH	0	13	36	.	.	.
Contig17876	83583	CHH	0	35	36	.	.	.
Contig17876	83584	CHH	0	38	36	.	.	.
Contig17876	83585	CHH	0	38	35	.	.	.
Contig17876	83588	CHH	0	31	36	.	.	.
Contig17876	83590	CHH	0	31	35	.	.	.
Contig17876	83595	CHH	0	25	35	.	.	.
Contig17876	83599	CHH	.	.	.	4	14	37
Contig17876	83607	CHH	.	.	.	5	16	34
Contig17876	83614	CHH	.	.	.	5	15	36
Contig17876	83615	CHH	.	.	.	4	15	36
Contig17876	83621	CHH	.	.	.	5	11	33
Contig17876	84088	CHH	0	11	37	.	.	.
Contig17876	84095	CHH	.	.	.	0	21	36
Contig17876	84098	CHH	.	.	.	0	20	37
Contig17876	84101	CHH	0	10	37	.	.	.
Contig17876	84130	CHH	.	.	.	1	10	37
Contig17876	84133	CHH	.	.	.	0	11	37
Contig17876	84136	CHH	.	.	.	0	11	37
Contig17876	84143	CHH	.	.	.	0	10	36
Contig17876	84289	CHH	1	12	36	.	.	.
Contig17876	84299	CHH	.	.	.	0	11	36
Contig17876	84312	CHH	.	.	.	0	10	37
Contig17876	84429	CHH	0	10	36	.	.	.
Contig17876	84433	CHH	0	11	37	.	.	.
Contig17876	84438	CHH	0	11	37	.	.	.
Contig17876	84439	CHH	0	11	36	.	.	.
Contig17876	84444	CHH	0	11	35	.	.	.
Contig17876	84451	CHH	.	.	.	4	11	34
Contig17876	84454	CHH	.	.	.	5	11	35
Contig17876	84457	CHH	.	.	.	1	11	35
Contig17876	84464	CHH	.	.	.	4	14	34
Contig17876	84467	CHH	.	.	.	0	11	37
Contig17876	84485	CHH	1	10	37	.	.	.
Contig17876	84516	CHH	.	.	.	0	11	37
Contig17876	84522	CHH	.	.	.	0	12	37
Contig17876	84557	CHH	.	.	.	2	11	36
Contig17876	84560	CHH	.	.	.	2	11	36
Contig17876	84634	CHH	.	.	.	0	17	37
Contig17876	84646	CHH	.	.	.	0	24	36
Contig17876	84664	CHH	.	.	.	0	21	34
Contig17876	84668	CHH	.	.	.	0	16	35
Contig17876	84671	CHH	.	.	.	0	18	35
Contig17876	84680	CHH	.	.	.	0	10	35
Contig17876	84716	CHH	.	.	.	7	14	36
Contig17876	84723	CHH	.	.	.	16	22	34
Contig17876	84725	CHH	.	.	.	14	24	36
Contig17876	84728	CHH	.	.	.	14	25	36
Contig17876	84733	CHH	.	.	.	20	28	36
Contig17876	84734	CHH	.	.	.	19	28	37
Contig17876	84736	CHH	.	.	.	18	33	36
Contig17876	84737	CHH	.	.	.	18	32	35
Contig17876	84738	CHH	.	.	.	18	31	36
Contig17876	84746	CHH	.	.	.	15	36	35
Contig17876	84755	CHH	.	.	.	1	23	36
Contig17876	84756	CHH	.	.	.	0	22	35
Contig17876	84757	CHH	.	.	.	1	21	36
Contig17876	84770	CHH	0	36	34	.	.	.
Contig17876	84771	CHH	0	34	35	.	.	.
Contig17876	84772	CHH	0	34	36	.	.	.
Contig17876	84773	CHH	0	35	35	.	.	.
Contig17876	84774	CHH	0	34	36	.	.	.
Contig17876	84775	CHH	1	35	36	.	.	.
Contig17876	84777	CHH	0	32	36	.	.	.
Contig17876	84780	CHH	0	31	36	.	.	.
Contig17876	85239	CHH	4	11	33	.	.	.
Contig17876	85242	CHH	1	11	34	.	.	.
Contig17876	85245	CHH	4	13	33	.	.	.
Contig17876	85246	CHH	3	12	34	.	.	.
Contig17876	85270	CHH	0	18	36	.	.	.
Contig17876	85271	CHH	0	17	36	.	.	.
Contig17876	85663	CHH	.	.	.	3	10	35
Contig17876	85668	CHH	.	.	.	4	13	35
Contig17876	85670	CHH	.	.	.	8	13	35
Contig17876	85672	CHH	.	.	.	9	14	35
Contig17876	85673	CHH	.	.	.	11	13	34
Contig17876	85674	CHH	.	.	.	3	15	33
Contig17876	85678	CHH	.	.	.	8	14	35
Contig17876	85679	CHH	.	.	.	5	14	33
Contig17876	85680	CHH	.	.	.	7	11	33
Contig17876	85682	CHH	.	.	.	8	15	33
Contig17876	85683	CHH	.	.	.	10	11	34
Contig17876	86109	CHH	4	11	33	.	.	.
Contig17876	86115	CHH	3	11	35	.	.	.
Contig17876	86118	CHH	3	10	34	.	.	.
Contig17876	87181	CHH	.	.	.	0	18	36
Contig17876	87183	CHH	0	12	37	.	.	.
Contig17876	87189	CHH	0	10	37	.	.	.
Contig17876	87190	CHH	0	11	36	.	.	.
Contig17876	87191	CHH	0	10	36	.	.	.
Contig17876	87192	CHH	0	11	36	.	.	.
Contig17876	87199	CHH	.	.	.	1	19	36
Contig17876	87200	CHH	.	.	.	0	17	35
Contig17876	87201	CHH	0	13	35	.	.	.
Contig17876	87203	CHH	0	10	37	.	.	.
Contig17876	87281	CHH	0	24	36	.	.	.
Contig17876	87286	CHH	.	.	.	0	13	35
Contig17876	87287	CHH	.	.	.	1	13	35
Contig17876	87289	CHH	.	.	.	1	14	36
Contig17876	87290	CHH	.	.	.	1	14	36
Contig17876	87292	CHH	.	.	.	0	12	36
Contig17876	87328	CHH	.	.	.	0	11	36
Contig17876	87331	CHH	.	.	.	0	17	36
Contig17876	87337	CHH	.	.	.	0	17	35
Contig17876	87340	CHH	0	10	36	.	.	.
Contig17876	87349	CHH	0	11	36	.	.	.
Contig17876	87354	CHH	0	11	37	.	.	.
Contig17876	87462	CHH	.	.	.	0	10	37
Contig17876	87464	CHH	.	.	.	0	12	37
Contig17876	87465	CHH	.	.	.	0	13	36
Contig17876	87467	CHH	.	.	.	0	14	36
Contig17876	87470	CHH	.	.	.	0	20	37
Contig17876	87475	CHH	0	26	36	.	.	.
Contig17876	87478	CHH	3	25	36	.	.	.
Contig17876	87480	CHH	0	26	36	.	.	.
Contig17876	87487	CHH	.	.	.	1	39	35
Contig17876	87492	CHH	.	.	.	1	35	36
Contig17876	87493	CHH	.	.	.	1	32	36
Contig17876	87500	CHH	.	.	.	1	24	37
Contig17876	87501	CHH	.	.	.	1	24	36
Contig17876	87503	CHH	.	.	.	1	22	36
Contig17876	87504	CHH	.	.	.	0	20	36
Contig17876	87510	CHH	.	.	.	0	13	36
Contig17876	87609	CHH	.	.	.	0	11	36
Contig17876	87613	CHH	0	22	37	.	.	.
Contig17876	87622	CHH	0	27	35	.	.	.
Contig17876	87629	CHH	.	.	.	1	34	36
Contig17876	87637	CHH	.	.	.	2	30	36
Contig17876	87638	CHH	.	.	.	1	30	35
Contig17876	87640	CHH	.	.	.	1	29	36
Contig17876	87641	CHH	.	.	.	1	27	36
Contig17876	87643	CHH	.	.	.	1	29	36
Contig17876	87646	CHH	.	.	.	1	27	36
Contig17876	87651	CHH	0	15	36	.	.	.
Contig17876	87656	CHH	1	13	36	.	.	.
Contig17876	87660	CHH	.	.	.	0	19	36
Contig17876	87663	CHH	.	.	.	0	15	36
Contig17876	87664	CHH	0	13	36	.	.	.
Contig17876	87668	CHH	.	.	.	0	12	36
Contig17876	87676	CHH	.	.	.	0	11	37
Contig17876	87677	CHH	.	.	.	0	13	36
Contig17876	87679	CHH	.	.	.	1	14	36
Contig17876	87686	CHH	.	.	.	0	11	36
Contig17876	87694	CHH	0	10	36	.	.	.
Contig17876	87695	CHH	0	10	35	.	.	.
Contig17876	87699	CHH	0	11	36	.	.	.
Contig17876	87703	CHH	0	12	36	.	.	.
Contig17876	87748	CHH	.	.	.	0	12	35
Contig17876	88161	CHH	.	.	.	1	12	36
Contig17876	88162	CHH	.	.	.	0	12	36
Contig17876	88164	CHH	.	.	.	0	12	35
Contig17876	88165	CHH	.	.	.	0	12	36
Contig17876	88167	CHH	.	.	.	0	12	34
Contig17876	88170	CHH	.	.	.	0	11	35
Contig17876	88175	CHH	0	12	35	.	.	.
Contig17876	88561	CHH	0	10	37	.	.	.
Contig17876	88567	CHH	0	18	36	.	.	.
Contig17876	88568	CHH	0	19	36	.	.	.
Contig17876	88577	CHH	0	20	36	.	.	.
Contig17876	88582	CHH	0	21	36	.	.	.
Contig17876	88585	CHH	.	.	.	0	11	36
Contig17876	88588	CHH	0	14	37	.	.	.
Contig17876	88596	CHH	.	.	.	0	10	36
Contig17876	88657	CHH	.	.	.	0	10	35
Contig17876	88670	CHH	0	12	36	.	.	.
Contig17876	88845	CHH	0	10	36	.	.	.
Contig17876	89228	CHH	1	10	36	.	.	.
Contig17876	89235	CHH	.	.	.	0	25	35
Contig17876	89236	CHH	0	13	35	.	.	.
Contig17876	89240	CHH	.	.	.	0	29	36
Contig17876	89241	CHH	.	.	.	1	31	35
Contig17876	89248	CHH	.	.	.	0	37	36
Contig17876	89249	CHH	.	.	.	0	36	36
Contig17876	89251	CHH	.	.	.	1	34	36
Contig17876	89252	CHH	.	.	.	0	33	36
Contig17876	89258	CHH	.	.	.	0	24	34
Contig17876	89259	CHH	0	13	36	.	.	.
Contig17876	89260	CHH	0	13	36	.	.	.
Contig17876	89264	CHH	.	.	.	0	15	36
Contig17876	89266	CHH	1	11	36	.	.	.
Contig17876	89267	CHH	0	10	37	.	.	.
Contig17876	89294	CHH	.	.	.	0	12	35
Contig17876	89341	CHH	2	11	34	.	.	.
Contig17876	89344	CHH	1	11	34	.	.	.
Contig17876	89346	CHH	3	10	35	.	.	.
Contig17876	89431	CHH	.	.	.	0	10	37
Contig17876	89906	CHH	.	.	.	0	10	36
Contig17876	89914	CHH	.	.	.	2	17	35
Contig17876	89915	CHH	.	.	.	1	18	34
Contig17876	89916	CHH	.	.	.	1	17	35
Contig17876	89918	CHH	.	.	.	1	17	35
Contig17876	89919	CHH	.	.	.	0	18	34
Contig17876	89921	CHH	.	.	.	2	16	35
Contig17876	89924	CHH	.	.	.	0	17	35
Contig17876	89941	CHH	.	.	.	0	12	36
Contig17876	89946	CHH	.	.	.	0	13	35
Contig17876	89947	CHH	.	.	.	0	14	37
Contig17876	89953	CHH	.	.	.	1	16	36
Contig17876	89954	CHH	.	.	.	1	15	36
Contig17876	89956	CHH	.	.	.	0	15	36
Contig17876	89957	CHH	.	.	.	0	15	36
Contig17876	89963	CHH	.	.	.	0	13	36
Contig17876	89969	CHH	.	.	.	0	11	36
Contig17876	90004	CHH	.	.	.	0	11	36
Contig17876	90113	CHH	0	11	35	.	.	.
Contig17876	90120	CHH	.	.	.	0	12	35
Contig17876	90121	CHH	0	15	37	.	.	.
Contig17876	90125	CHH	.	.	.	0	14	36
Contig17876	90126	CHH	.	.	.	0	14	36
Contig17876	90133	CHH	.	.	.	0	14	35
Contig17876	90134	CHH	.	.	.	0	14	36
Contig17876	90136	CHH	.	.	.	0	12	35
Contig17876	90166	CHH	0	13	36	.	.	.
Contig17876	90169	CHH	.	.	.	0	18	36
Contig17876	90172	CHH	0	18	36	.	.	.
Contig17876	90180	CHH	.	.	.	0	20	37
Contig17876	90182	CHH	1	29	36	.	.	.
Contig17876	90183	CHH	1	29	36	.	.	.
Contig17876	90199	CHH	0	18	35	.	.	.
Contig17876	90206	CHH	0	14	34	.	.	.
Contig17876	90208	CHH	0	10	36	.	.	.
Contig17876	90753	CHH	1	13	36	.	.	.
Contig17876	90757	CHH	0	15	36	.	.	.
Contig17876	90770	CHH	0	23	36	.	.	.
Contig17876	90772	CHH	0	21	34	.	.	.
Contig17876	90773	CHH	1	21	35	.	.	.
Contig17876	90777	CHH	.	.	.	1	18	34
Contig17876	90783	CHH	.	.	.	0	17	36
Contig17876	90786	CHH	.	.	.	0	16	35
Contig17876	90787	CHH	.	.	.	0	16	36
Contig17876	90788	CHH	.	.	.	0	15	35
Contig17876	90792	CHH	0	15	35	.	.	.
Contig17876	90838	CHH	.	.	.	0	10	36
Contig17876	90846	CHH	.	.	.	0	10	34
Contig17876	90906	CHH	0	12	36	.	.	.
Contig17876	90907	CHH	0	11	37	.	.	.
Contig17876	90908	CHH	0	12	37	.	.	.
Contig17876	90909	CHH	0	11	36	.	.	.
Contig17876	90915	CHH	.	.	.	0	12	36
Contig17876	90927	CHH	.	.	.	3	16	35
Contig17876	90928	CHH	.	.	.	0	15	36
Contig17876	90936	CHH	.	.	.	0	11	35
Contig17876	90937	CHH	.	.	.	0	10	36
Contig17876	90939	CHH	.	.	.	0	11	37
Contig17876	90946	CHH	.	.	.	0	11	37
Contig17876	90969	CHH	0	10	36	.	.	.
Contig17876	91842	CHH	.	.	.	1	14	35
Contig17876	91843	CHH	.	.	.	0	14	36
Contig17876	91847	CHH	.	.	.	0	14	36
Contig17876	91849	CHH	.	.	.	0	13	34
Contig17876	91851	CHH	.	.	.	0	15	34
Contig17876	91858	CHH	0	11	35	.	.	.
Contig17876	91864	CHH	.	.	.	0	12	37
Contig17876	91866	CHH	.	.	.	0	11	34
Contig17876	91874	CHH	0	10	34	.	.	.
Contig17876	91970	CHH	0	11	36	.	.	.
Contig17876	91977	CHH	0	11	36	.	.	.
Contig17876	91983	CHH	1	10	35	.	.	.
Contig17876	91988	CHH	0	11	35	.	.	.
Contig17876	91989	CHH	1	10	35	.	.	.
Contig17876	92056	CHH	.	.	.	0	15	35
Contig17876	92059	CHH	0	13	35	.	.	.
Contig17876	92063	CHH	0	12	36	.	.	.
Contig17876	92140	CHH	0	16	34	.	.	.
Contig17876	92141	CHH	0	16	34	.	.	.
Contig17876	92155	CHH	2	15	35	.	.	.
Contig17876	92158	CHH	0	10	36	.	.	.
Contig17876	92185	CHH	.	.	.	0	10	36
Contig17876	92194	CHH	.	.	.	0	12	37
Contig17876	92199	CHH	.	.	.	0	13	37
Contig17876	92205	CHH	.	.	.	0	11	35
Contig17876	92263	CHH	.	.	.	0	18	36
Contig17876	92271	CHH	.	.	.	1	11	37
Contig17876	92272	CHH	.	.	.	0	11	36
Contig17876	92317	CHH	.	.	.	0	13	37
Contig17876	92324	CHH	.	.	.	0	14	36
Contig17876	92411	CHH	0	10	37	.	.	.
Contig17876	92415	CHH	0	10	37	.	.	.
Contig17876	92417	CHH	0	10	37	.	.	.
Contig17876	92923	CHH	.	.	.	0	10	37
Contig17876	92924	CHH	.	.	.	0	10	36
Contig17876	92925	CHH	0	12	37	.	.	.
Contig17876	92931	CHH	.	.	.	0	12	37
Contig17876	92936	CHH	.	.	.	0	14	37
Contig17876	92938	CHH	.	.	.	0	13	36
Contig17876	92942	CHH	0	15	36	.	.	.
Contig17876	92947	CHH	.	.	.	0	11	35
Contig17876	92949	CHH	0	12	37	.	.	.
Contig17876	94057	CHH	0	20	36	.	.	.
Contig17876	94058	CHH	1	20	36	.	.	.
Contig17876	94059	CHH	0	23	35	.	.	.
Contig17876	94062	CHH	.	.	.	0	14	36
Contig17876	94065	CHH	0	24	36	.	.	.
Contig17876	94074	CHH	.	.	.	0	16	36
Contig17876	94076	CHH	0	21	36	.	.	.
Contig17876	94079	CHH	.	.	.	0	12	35
Contig17876	94091	CHH	0	16	35	.	.	.
Contig17876	94097	CHH	2	11	36	.	.	.
Contig17876	94167	CHH	0	10	36	.	.	.
Contig17876	94168	CHH	0	14	36	.	.	.
Contig17876	94171	CHH	0	16	35	.	.	.
Contig17876	94181	CHH	0	24	36	.	.	.
Contig17876	94228	CHH	.	.	.	0	10	36
Contig17876	94230	CHH	.	.	.	0	14	36
Contig17876	94232	CHH	.	.	.	0	16	35
Contig17876	94246	CHH	.	.	.	0	27	36
Contig17876	94247	CHH	.	.	.	1	30	35
Contig17876	94250	CHH	.	.	.	0	30	35
Contig17876	94251	CHH	0	31	34	.	.	.
Contig17876	94255	CHH	0	27	34	.	.	.
Contig17876	94257	CHH	1	30	35	.	.	.
Contig17876	94258	CHH	1	26	35	.	.	.
Contig17876	94260	CHH	0	20	35	.	.	.
Contig17876	94261	CHH	0	22	36	.	.	.
Contig17876	94264	CHH	.	.	.	0	15	35
Contig17876	94265	CHH	.	.	.	0	13	36
Contig17876	94266	CHH	0	19	34	.	.	.
Contig17876	94268	CHH	0	14	35	.	.	.
Contig17876	94336	CHH	.	.	.	0	10	36
Contig17876	94343	CHH	.	.	.	0	11	37
Contig17876	94504	CHH	.	.	.	0	14	35
Contig17876	94505	CHH	0	13	37	.	.	.
Contig17876	94506	CHH	0	13	36	.	.	.
Contig17876	94507	CHH	0	13	36	.	.	.
Contig17876	94510	CHH	0	18	35	.	.	.
Contig17876	94512	CHH	0	19	36	.	.	.
Contig17876	94515	CHH	.	.	.	1	24	35
Contig17876	94520	CHH	.	.	.	0	18	36
Contig17876	94531	CHH	.	.	.	1	15	36
Contig17876	94532	CHH	.	.	.	0	13	37
Contig17876	94533	CHH	.	.	.	0	12	36
Contig17876	94535	CHH	0	10	37	.	.	.
Contig17876	94542	CHH	.	.	.	0	15	35
Contig17876	94546	CHH	.	.	.	0	16	36
Contig17876	94549	CHH	0	21	36	.	.	.
Contig17876	94566	CHH	.	.	.	0	14	36
Contig17876	94567	CHH	0	25	35	.	.	.
Contig17876	94568	CHH	0	20	36	.	.	.
Contig17876	94573	CHH	0	15	35	.	.	.
Contig17876	94575	CHH	1	12	35	.	.	.
Contig17876	95513	CHH	5	10	33	.	.	.
Contig17876	95870	CHH	.	.	.	0	11	36
Contig17876	95881	CHH	.	.	.	0	19	36
Contig17876	95890	CHH	.	.	.	0	21	36
Contig17876	95895	CHH	0	12	35	.	.	.
Contig17876	95899	CHH	.	.	.	0	13	36
Contig17876	95905	CHH	.	.	.	0	10	36
Contig17876	95924	CHH	.	.	.	0	12	36
Contig17876	95957	CHH	.	.	.	0	20	35
Contig17876	95966	CHH	.	.	.	0	23	35
Contig17876	95977	CHH	0	10	37	.	.	.
Contig17876	95979	CHH	1	11	35	.	.	.
Contig17876	95980	CHH	0	10	36	.	.	.
Contig17876	95982	CHH	1	11	37	.	.	.
Contig17876	95983	CHH	0	11	35	.	.	.
Contig17876	96035	CHH	.	.	.	0	13	36
Contig17876	96036	CHH	.	.	.	0	12	36
Contig17876	96038	CHH	.	.	.	0	12	33
Contig17876	96053	CHH	0	10	36	.	.	.
Contig17876	96212	CHH	.	.	.	0	10	36
Contig17876	96223	CHH	.	.	.	0	11	36
Contig17876	96272	CHH	0	10	35	.	.	.
Contig17876	96276	CHH	0	10	37	.	.	.
Contig17876	96363	CHH	0	10	36	.	.	.
Contig17876	96364	CHH	0	10	37	.	.	.
Contig17876	96366	CHH	0	10	36	.	.	.
Contig17876	96367	CHH	0	10	37	.	.	.
Contig17876	96372	CHH	0	10	36	.	.	.
Contig17876	96374	CHH	0	10	36	.	.	.
Contig17876	96381	CHH	0	10	36	.	.	.
Contig17876	96390	CHH	.	.	.	0	10	36
Contig17876	96392	CHH	.	.	.	0	12	35
Contig17876	96394	CHH	.	.	.	0	13	35
Contig17876	96400	CHH	.	.	.	0	19	35
Contig17876	96401	CHH	.	.	.	0	20	36
Contig17876	96402	CHH	.	.	.	0	18	36
Contig17876	96412	CHH	.	.	.	0	21	37
Contig17876	96423	CHH	.	.	.	0	11	36
Contig17876	96457	CHH	0	15	34	.	.	.
Contig17876	96587	CHH	.	.	.	0	11	34
Contig17876	96594	CHH	.	.	.	0	16	36
Contig17876	96595	CHH	.	.	.	1	20	35
Contig17876	96598	CHH	0	22	36	.	.	.
Contig17876	96605	CHH	.	.	.	0	21	35
Contig17876	96606	CHH	.	.	.	0	23	35
Contig17876	96607	CHH	.	.	.	0	24	36
Contig17876	96613	CHH	0	36	36	.	.	.
Contig17876	96618	CHH	0	37	36	.	.	.
Contig17876	96624	CHH	.	.	.	0	26	35
Contig17876	96625	CHH	.	.	.	0	25	36
Contig17876	96626	CHH	.	.	.	0	28	36
Contig17876	96627	CHH	0	37	36	.	.	.
Contig17876	96633	CHH	0	36	36	.	.	.
Contig17876	96636	CHH	.	.	.	0	37	36
Contig17876	96638	CHH	.	.	.	0	37	36
Contig17876	96639	CHH	.	.	.	0	35	36
Contig17876	96641	CHH	0	35	35	.	.	.
Contig17876	96643	CHH	0	37	36	.	.	.
Contig17876	96644	CHH	0	34	36	.	.	.
Contig17876	96646	CHH	0	36	36	.	.	.
Contig17876	96665	CHH	.	.	.	0	22	35
Contig17876	96667	CHH	0	26	36	.	.	.
Contig17876	96671	CHH	.	.	.	0	25	36
Contig17876	96677	CHH	.	.	.	0	22	36
Contig17876	96682	CHH	0	19	36	.	.	.
Contig17876	96686	CHH	.	.	.	0	11	37
Contig17876	96779	CHH	.	.	.	1	10	34
Contig17876	97175	CHH	.	.	.	0	14	36
Contig17876	97177	CHH	.	.	.	0	13	36
Contig17876	97184	CHH	.	.	.	0	14	34
Contig17876	97185	CHH	.	.	.	0	13	35
Contig17876	97186	CHH	.	.	.	0	14	36
Contig17876	97496	CHH	.	.	.	0	11	36
Contig17876	97499	CHH	.	.	.	0	12	36
Contig17876	97503	CHH	0	13	37	.	.	.
Contig17876	97509	CHH	1	12	35	.	.	.
Contig17876	97958	CHH	.	.	.	0	15	36
Contig17876	98245	CHH	0	12	37	.	.	.
Contig17876	98247	CHH	0	12	37	.	.	.
Contig17876	98248	CHH	0	12	36	.	.	.
Contig17876	98253	CHH	0	12	37	.	.	.
Contig17876	98258	CHH	0	12	36	.	.	.
Contig17876	98260	CHH	0	13	37	.	.	.
Contig17876	98261	CHH	0	13	37	.	.	.
Contig17876	98262	CHH	0	13	37	.	.	.
Contig17876	98266	CHH	0	11	36	.	.	.
Contig17876	99235	CHH	.	.	.	1	11	34
Contig17876	99271	CHH	0	20	35	.	.	.
Contig17876	99275	CHH	0	18	36	.	.	.
Contig17876	99288	CHH	0	10	36	.	.	.
Contig17876	99317	CHH	.	.	.	0	10	37
Contig17876	99324	CHH	.	.	.	0	10	35
Contig17876	99329	CHH	.	.	.	0	10	36
Contig17876	99488	CHH	0	11	35	.	.	.
Contig17876	99490	CHH	1	10	34	.	.	.
Contig17876	99492	CHH	3	13	33	.	.	.
Contig17876	99493	CHH	1	12	35	.	.	.
Contig17876	99734	CHH	4	10	36	.	.	.
Contig17876	99821	CHH	3	12	35	.	.	.
Contig17876	100528	CHH	0	10	34	.	.	.
Contig17876	100534	CHH	1	10	35	.	.	.
Contig17876	100535	CHH	1	10	36	.	.	.
Contig17876	100680	CHH	0	18	36	.	.	.
Contig17876	100693	CHH	.	.	.	0	15	36
Contig17876	100698	CHH	.	.	.	0	19	36
Contig17876	100699	CHH	0	35	36	.	.	.
Contig17876	100700	CHH	0	36	36	.	.	.
Contig17876	100703	CHH	.	.	.	0	19	36
Contig17876	100712	CHH	0	23	36	.	.	.
Contig17876	100716	CHH	.	.	.	0	19	36
Contig17876	100724	CHH	.	.	.	0	13	35
Contig17876	100790	CHH	.	.	.	1	11	37
Contig17876	100897	CHH	.	.	.	0	10	36
Contig17876	100959	CHH	.	.	.	0	14	37
Contig17876	100960	CHH	.	.	.	0	16	35
Contig17876	100962	CHH	.	.	.	1	15	35
Contig17876	100969	CHH	.	.	.	0	14	36
Contig17876	101024	CHH	.	.	.	1	13	36
Contig17876	101025	CHH	.	.	.	0	13	36
Contig17876	101026	CHH	.	.	.	0	14	37
Contig17876	101132	CHH	.	.	.	0	12	36
Contig17876	102291	CHH	.	.	.	0	14	37
Contig17876	102294	CHH	.	.	.	0	12	37
Contig17876	102365	CHH	.	.	.	1	11	36
Contig17876	102366	CHH	.	.	.	0	10	36
Contig17876	102373	CHH	.	.	.	0	12	36
Contig17876	102376	CHH	.	.	.	0	11	36
Contig17876	102381	CHH	.	.	.	0	12	35
Contig17876	102485	CHH	.	.	.	0	14	36
Contig17876	102486	CHH	.	.	.	0	14	36
Contig17876	102515	CHH	1	10	35	.	.	.
Contig17876	102523	CHH	0	14	35	.	.	.
Contig17876	102529	CHH	0	13	36	.	.	.
Contig17876	102537	CHH	.	.	.	1	11	36
Contig17876	102542	CHH	.	.	.	1	11	36
Contig17876	102546	CHH	.	.	.	1	10	35
Contig17876	102586	CHH	.	.	.	0	13	35
Contig17876	102589	CHH	.	.	.	0	11	35
Contig17876	102598	CHH	0	10	37	.	.	.
Contig17876	102600	CHH	0	11	36	.	.	.
Contig17876	102604	CHH	0	11	37	.	.	.
Contig17876	102606	CHH	0	11	35	.	.	.
Contig17876	102610	CHH	0	11	36	.	.	.
Contig17876	102646	CHH	1	15	37	.	.	.
Contig17876	102652	CHH	0	19	35	.	.	.
Contig17876	102656	CHH	0	17	36	.	.	.
Contig17876	102671	CHH	0	11	35	.	.	.
Contig17876	102821	CHH	.	.	.	0	11	37
Contig17876	102830	CHH	.	.	.	0	13	35
Contig17876	102834	CHH	0	11	36	.	.	.
Contig17876	102837	CHH	.	.	.	0	12	36
Contig17876	102838	CHH	0	11	36	.	.	.
Contig17876	102839	CHH	0	11	36	.	.	.
Contig17876	102959	CHH	.	.	.	1	17	35
Contig17876	102960	CHH	.	.	.	0	16	36
Contig17876	102984	CHH	.	.	.	0	10	37
Contig17876	102990	CHH	.	.	.	0	10	36
Contig17876	103030	CHH	.	.	.	0	10	37
Contig17876	103795	CHH	0	16	36	.	.	.
Contig17876	103797	CHH	0	18	35	.	.	.
Contig17876	103799	CHH	0	18	36	.	.	.
Contig17876	103805	CHH	.	.	.	0	16	35
Contig17876	103807	CHH	.	.	.	0	15	35
Contig17876	103810	CHH	.	.	.	5	15	36
Contig17876	103814	CHH	0	11	35	.	.	.
Contig17876	103815	CHH	0	10	35	.	.	.
Contig17876	103867	CHH	.	.	.	0	11	36
Contig17876	103874	CHH	.	.	.	0	13	36
Contig17876	103875	CHH	.	.	.	0	14	35
Contig17876	103876	CHH	.	.	.	0	14	36
Contig17876	103879	CHH	0	17	34	.	.	.
Contig17876	103884	CHH	.	.	.	0	14	36
Contig17876	103888	CHH	.	.	.	0	15	37
Contig17876	103889	CHH	1	18	34	.	.	.
Contig17876	103890	CHH	0	18	35	.	.	.
Contig17876	103892	CHH	0	13	35	.	.	.
Contig17876	103894	CHH	0	10	35	.	.	.
