contig,start,end,fst01
Contig35720,0,7300,0.194945848375451
Contig35734,0,3696,0.0462724935732648
Contig35745,10000,20000,0.0321428571428571
Contig35776,0,10000,0.106849315068493
Contig35790,0,10000,0.0618955512572534
Contig35794,30000,40000,0
Contig35820,0,10000,0.0048780487804878
Contig35844,10000,20000,-0.00380952380952381
Contig35850,0,10000,0.120481927710843
Contig35854,0,10000,0.00558659217877095
Contig35854,20000,30000,0.0688259109311741
Contig35858,20000,30000,0.152380952380952
Contig35864,20000,30000,0.0392156862745098
Contig35991,10000,14558,0.0311986863711002
Contig36003,0,10000,0.0817073170731707
Contig36056,0,10000,0.283018867924528
Contig36057,0,10000,0.0714285714285714
Contig36058,20000,30000,0.0229885057471264
Contig36097,20000,30000,0
Contig36118,0,10000,0.00793650793650794
Contig36121,0,8639,0.0410958904109589
Contig36131,0,10000,0.313229571984436
Contig36194,10000,20000,0.034375
Contig36213,10000,20000,0
Contig36238,0,10000,0.00462962962962963
Contig36271,0,7459,0.147727272727273
Contig36296,0,10000,0.0483870967741935
Contig36301,10000,20000,0.0407331975560081
Contig36301,20000,30000,0
Contig36304,20000,30000,0.0747474747474747
Contig36326,20000,26838,0.0285714285714286
Contig36344,10000,16948,0.0350467289719626
Contig36401,0,10000,0.359855334538879
Contig36446,0,4077,0.116584564860427
Contig36467,10000,20000,0.0655737704918033
Contig36473,20000,30000,-0.00510204081632653
Contig36482,0,10000,-0.0033112582781457
Contig36490,0,10000,0.0886319845857418
Contig36523,0,10000,0
Contig36532,0,10000,0.175355450236967
Contig36534,0,9803,-0.00564971751412429
Contig36614,0,2480,0.127358490566038
Contig36636,0,10000,0.0520833333333333
Contig36689,30000,40000,0.0645161290322581
Contig36730,0,7145,0.263620386643234
Contig36738,0,10000,0
Contig36744,10000,20000,0.00336134453781513
Contig36784,50000,54276,0.0752941176470588
Contig36795,0,10000,-0.00346020761245675
Contig36816,0,10000,0.200951248513674
Contig36844,0,10000,0.207100591715976
Contig36855,0,10000,0.308988764044944
Contig36857,0,10000,0.0804597701149425
Contig36857,10000,18019,0
Contig36885,30000,32272,0.00655021834061135
Contig36904,0,10000,0.116766467065868
Contig36904,10000,13588,0.041002277904328
Contig36913,0,5671,0.0140515222482436
Contig36921,10000,18028,0
Contig36939,0,8833,0.0346534653465346
Contig36958,20000,30000,0
Contig36963,10000,20000,0.281553398058252
Contig37025,30000,33840,0.0175438596491228
Contig37069,0,10000,0.0963391136801541
Contig37077,10000,20000,0.0471380471380471
Contig37091,0,7639,0
Contig37110,20000,30000,0
Contig37114,0,10000,0.0898876404494382
Contig37152,30000,40000,0.00587084148727984
Contig37182,0,10000,0.114537444933921
Contig37183,0,8654,0.0954356846473029
Contig37187,10000,20000,0.03125
Contig37208,10000,20000,0
Contig37230,0,10000,0.0374331550802139
Contig37239,0,6457,0.031496062992126
Contig37241,10000,20000,0
Contig37255,10000,13114,0
Contig37260,0,8098,0
Contig37309,0,10000,0.0711462450592885
Contig37337,20000,21881,0.0188679245283019
Contig37341,10000,20000,0.0154867256637168
Contig37347,0,4125,0.0130111524163569
Contig37366,0,10000,0
Contig37399,0,10000,0.12012987012987
Contig37407,0,10000,0
Contig37410,0,10000,0.0892857142857143
Contig37537,0,6917,0.0712025316455696
Contig37557,0,10000,0.100217864923747
Contig37578,10000,20000,0.0520833333333333
Contig37582,0,10000,0.0478359908883827
Contig37588,20000,30000,-0.00369685767097967
Contig37656,30000,39752,0
Contig37661,0,2602,0
Contig37670,0,10000,0.300689655172414
Contig37709,0,10000,0.0973451327433628
Contig37715,10000,18174,0.0263157894736842
Contig37724,20000,30000,0
Contig37754,20000,23219,0.0566037735849057
Contig37764,0,4271,0.151260504201681
Contig37794,0,10000,0.0724299065420561
Contig37825,0,6317,0
Contig37865,20000,30000,0.341991341991342
Contig37932,0,10000,0.405172413793103
Contig37945,0,10000,0.00914634146341463
Contig37973,10000,20000,0.0789473684210526
Contig37981,10000,20000,0
Contig38020,10000,20000,0.0060790273556231
Contig38033,20000,30000,0.0384615384615385
Contig38070,0,8409,0.00932400932400932
Contig38096,0,10000,0.110481586402266
Contig38100,10000,15052,0.0140845070422535
Contig38127,0,1271,0.002710027100271
Contig38130,10000,20000,0.123595505617978
Contig38168,10000,20000,0
Contig38210,0,10000,0.0555555555555556
Contig38214,10000,20000,0.0434782608695652
Contig38242,0,10000,0
Contig38251,0,10000,0.165413533834586
Contig38273,0,10000,0.180851063829787
Contig38274,0,9639,0.0274725274725275
Contig38303,0,10000,0.0408163265306122
Contig38317,0,6090,0.0647482014388489
Contig38347,10000,20000,0.0166666666666667
Contig38371,10000,14772,0
Contig38374,10000,15706,0
Contig38502,0,5365,-0.00403225806451613
Contig38506,0,10000,0
Contig38553,0,6458,0.0915104740904079
Contig38577,0,5202,0
Contig38601,0,3100,0
Contig38607,30000,36937,0.188405797101449
Contig38608,0,10000,0.0655737704918033
Contig38648,10000,20000,0.0478589420654912
Contig38651,0,4576,-0.00402414486921529
Contig38671,0,9941,0.0655737704918033
Contig38729,10000,17629,0.00332225913621262
Contig38735,0,8582,0.0934256055363322
Contig38777,0,10000,0.14854517611026
Contig38796,10000,18852,0.182222222222222
Contig38798,0,5998,0.30939226519337
Contig38803,10000,20000,0.00884955752212389
Contig38825,0,10000,0
Contig38862,0,10000,0.0161290322580645
Contig38898,0,4576,0.037037037037037
Contig38899,0,7000,0.00840336134453782
Contig38940,10000,20000,0.037117903930131
Contig38944,0,10000,0.00166389351081531
Contig38953,20000,23227,0.496987951807229
Contig38993,0,5903,0.0339805825242719
Contig38995,0,10000,0.138461538461538
Contig39045,0,6924,0
Contig39105,0,10000,0.0289855072463768
Contig39116,0,10000,0.0408163265306122
Contig39175,0,2871,0.142028985507246
Contig39183,10000,20000,0
Contig39197,0,3831,0.0044543429844098
Contig39213,0,10000,0.0454545454545455
Contig39257,10000,17862,0.075
Contig39285,0,10000,0
Contig39372,0,5208,0.0198675496688742
Contig39563,0,10000,0.117647058823529
Contig39577,0,10000,0.0434782608695652
Contig39581,0,10000,0.0384615384615385
Contig39586,0,10000,0.23
Contig39605,30000,32871,0.0289330922242315
Contig39607,0,10000,0.00314465408805031
Contig39607,20000,30000,0.0289855072463768
Contig39688,10000,15913,0.00586854460093897
Contig39719,10000,19559,0.0723404255319149
Contig39720,0,10000,0.0202702702702703
Contig39759,0,10000,0.03125
Contig39782,10000,20000,0.680584551148226
Contig39792,0,10000,0.12258064516129
Contig39793,10000,15459,0
Contig39796,20000,30000,0.095959595959596
Contig39810,0,10000,0.0689655172413793
Contig39890,0,10000,0.281842818428184
Contig39914,0,4430,0.267223382045929
Contig39935,20000,30000,0.0465116279069768
Contig39992,0,10000,0.0817307692307692
Contig39998,0,10000,0.0157728706624606
Contig40012,0,9785,0.0681818181818182
Contig40030,0,9255,0.0813008130081301
Contig40040,0,4194,0.12
Contig40068,10000,20000,0.0294117647058824
Contig40068,20000,30000,0.0890052356020943
Contig40071,10000,15109,0.271929824561403
Contig40150,0,10000,0.0232558139534884
Contig40191,0,8961,-0.00400801603206413
Contig40218,0,6323,0.0319148936170213
Contig40254,0,4516,0
Contig40301,0,10000,0.00862068965517241
Contig40316,20000,24260,0.0156657963446475
Contig40377,0,10000,0.201773835920177
Contig40377,10000,19233,0.0597014925373134
Contig40394,0,10000,0
Contig40409,0,10000,-0.00625
Contig40426,10000,20000,0.0476190476190476
Contig40456,0,10000,0.0569395017793594
Contig40489,0,4967,0.0401785714285714
Contig40499,10000,20000,0.00757575757575758
Contig40502,10000,20000,0.0572519083969466
Contig40511,0,10000,0.132211538461538
Contig40538,0,3103,0.0123839009287926
Contig40574,0,10000,0.214566929133858
Contig40581,20000,23746,0.2060546875
Contig40587,20000,30000,0.0152671755725191
Contig40610,0,10000,0.0808625336927224
Contig40616,20000,24310,0.161953727506427
Contig40674,10000,20000,0
Contig40691,20000,30000,0
Contig40697,10000,20000,0.0675675675675676
Contig40754,0,10000,0.00202839756592292
Contig40764,0,4716,0.0508021390374332
Contig40834,20000,25302,0.100896860986547
Contig40858,0,10000,0.0556701030927835
Contig40890,0,7412,0.00632911392405063
Contig40926,10000,13762,0.0884353741496599
Contig40979,0,10000,-0.00338983050847458
Contig41004,30000,31849,0.0417633410672854
Contig41023,0,7078,0.200680272108844
Contig41064,0,10000,0.0754716981132075
Contig41076,0,10000,0.0815850815850816
Contig41116,10000,20000,0.100436681222707
Contig41116,20000,30000,0.145196506550218
Contig41144,0,10000,0
Contig41173,0,9576,0.0571428571428571
Contig41183,10000,20000,0.0179573512906846
Contig41186,10000,15291,0
Contig41253,0,8834,0.0427350427350427
Contig41305,0,10000,0.0285714285714286
Contig41382,0,2722,0.0592334494773519
Contig41387,20000,30000,0
Contig41407,0,6196,0
Contig41417,0,6110,0
Contig41469,0,10000,0.0909090909090909
Contig41484,0,4173,0.0352422907488987
Contig41527,0,10000,0.0157068062827225
Contig41530,10000,20000,0.0597938144329897
Contig41559,10000,18625,0.00925925925925926
Contig41637,0,8589,0.0984848484848485
Contig41697,10000,20000,0.399671052631579
Contig41780,0,3923,0.0215827338129496
Contig41835,0,10000,0.0327868852459016
Contig41835,10000,16666,0.0285714285714286
Contig41893,0,10000,0
Contig41965,0,10000,0.0270935960591133
Contig42011,0,10000,0.046242774566474
Contig42047,0,9118,0.00193050193050193
Contig42157,0,10000,0.0285714285714286
Contig42159,0,10000,0
Contig42164,0,10000,0.0882882882882883
Contig42170,20000,30000,0
Contig42187,10000,20000,-0.00218340611353712
Contig42187,30000,40000,0
Contig42218,0,2166,0.105590062111801
Contig42259,0,8977,0.0318181818181818
Contig42280,0,9857,0
Contig42291,0,10000,0.0289855072463768
Contig42306,20000,30000,0.062780269058296
Contig42328,0,10000,0.134110787172012
Contig42337,0,10000,0.0141242937853107
Contig42395,0,5412,0.0795454545454546
Contig42401,10000,16165,0.00434782608695652
Contig42415,0,10000,0.0333333333333333
Contig42415,10000,20000,0.0289115646258503
Contig42417,0,10000,0.285234899328859
Contig42441,20000,30000,0.0571428571428571
Contig42447,10000,12364,0.0490196078431373
Contig42451,0,3039,0.109038737446198
Contig42493,10000,14609,0.0714285714285714
Contig42496,0,10000,0.190984578884935
Contig42546,10000,14761,0.0392156862745098
Contig42553,0,10000,0.0754716981132075
Contig42578,0,10000,0.11328125
Contig42579,0,10000,0.0545454545454545
Contig42590,30000,31899,-0.00315457413249211
Contig42610,10000,20000,0
Contig42640,0,8365,0.25
Contig42660,0,9502,0.24390243902439
Contig42688,0,10000,0.257692307692308
Contig42692,0,10000,0.156327543424318
Contig42700,0,10000,0.0566037735849057
Contig42731,10000,16362,0
Contig42802,0,10000,-0.00470588235294118
Contig42835,10000,20000,0
Contig42870,0,10000,0.0714285714285714
Contig42870,10000,20000,0.0566037735849057
Contig42877,10000,14334,0.0473251028806584
Contig42901,20000,25182,0
Contig42911,0,10000,0.181081081081081
Contig42962,0,8078,0.203703703703704
Contig42980,0,10000,0.0136054421768707
Contig42990,0,4193,0.0731707317073171
Contig42992,10000,12513,0
Contig43015,0,9676,0
Contig43024,0,7892,0
Contig43080,0,8319,0.004739336492891
Contig43099,0,10000,0.0601092896174863
Contig43114,10000,15357,0.0531914893617021
Contig43152,0,10000,0.191056910569106
Contig43197,0,10000,0.0149625935162095
Contig43224,0,10000,-0.00266666666666667
Contig43246,0,10000,0.0686274509803922
Contig43258,0,1349,0.197727272727273
Contig43266,10000,20000,0
Contig43286,10000,18386,0.0371517027863777
Contig43354,0,10000,0.015625
Contig43360,0,10000,0.0422535211267606
Contig43384,0,9352,0.0476190476190476
Contig43387,0,5140,0
Contig43403,10000,19773,0.0759493670886076
Contig43408,10000,20000,0.0285714285714286
Contig43411,0,10000,0.0165745856353591
Contig43450,10000,11778,0.155172413793103
Contig43459,0,9640,0.0720720720720721
Contig43532,0,10000,0
Contig43533,20000,27435,0.0303030303030303
Contig43549,10000,16315,-0.00490196078431373
Contig43574,0,9884,0.0020703933747412
Contig43601,0,6595,-0.00604229607250755
Contig43620,0,10000,0.00127551020408163
Contig43656,0,10000,0.0827586206896552
Contig43660,0,9279,0.0641025641025641
Contig43703,0,10000,0.00602409638554217
Contig43720,10000,15954,0.0909090909090909
Contig43737,0,10000,0.112531969309463
Contig43747,10000,13935,0.104587155963303
Contig43783,10000,17926,0.0309278350515464
Contig43815,0,10000,0.0331412103746398
Contig43865,10000,20000,0.139240506329114
Contig43940,0,4416,0.154450261780105
Contig43950,0,10000,0.16078431372549
Contig43955,20000,26613,0.0934579439252337
Contig43967,0,10000,0.0518518518518519
Contig43993,10000,19671,0
Contig43999,0,7757,0
Contig44002,20000,30000,0.0454545454545455
Contig44028,10000,20000,0.21969696969697
Contig44046,10000,20000,0.138728323699422
Contig44063,0,6267,0.0129198966408269
Contig44123,10000,20000,0.0911062906724512
Contig44140,0,10000,0
Contig44171,0,10000,0.236245954692557
Contig44222,10000,20000,0.00795228628230616
Contig44248,10000,20000,0.0160427807486631
Contig44288,0,9661,0.0280172413793103
Contig44299,0,10000,0.433996383363472
Contig44312,0,10000,0.0561797752808989
Contig44342,10000,18125,0
Contig44353,0,8351,0.0153172866520788
Contig44407,0,2961,0.0827338129496403
Contig44425,20000,30000,0.072463768115942
Contig44432,0,10000,0.0530035335689046
Contig44457,10000,20000,0.135496183206107
Contig44514,0,10000,0.0384615384615385
Contig44527,0,3374,0.00947867298578199
Contig44535,0,9912,0.00823045267489712
Contig44547,0,1068,0.05
Contig44549,0,4345,0.299465240641711
Contig44600,40000,46356,0.0526315789473684
Contig44616,10000,17088,0.147509578544061
Contig44624,10000,18054,0.0266666666666667
Contig44630,0,2924,0.0256410256410256
Contig44671,0,10000,0.0384615384615385
Contig44771,10000,20000,0.0655737704918033
Contig44787,0,10000,0.104761904761905
Contig44816,0,10000,0.0131578947368421
Contig44849,0,9641,0.146551724137931
Contig44867,0,10000,0.00275482093663912
Contig44903,10000,18684,0
Contig44905,10000,12033,0
Contig45018,10000,20000,0.021505376344086
Contig45036,10000,20000,0.027027027027027
Contig45052,0,3836,0.0301003344481605
Contig45060,0,10000,0.0198019801980198
Contig45078,0,10000,0.0601719197707736
Contig45149,0,7296,0.0512820512820513
Contig45181,0,10000,0.0508474576271186
Contig45201,0,4467,0
Contig45206,0,4142,0.120300751879699
Contig45217,0,5849,0.00833333333333333
Contig45243,0,10000,0.0100791936645068
Contig45282,0,10000,0
Contig45294,0,10000,0.0220125786163522
Contig45306,20000,30000,0.0566037735849057
Contig45321,0,1060,0.050328227571116
Contig45331,10000,20000,0.0813953488372093
Contig45392,0,10000,0.0661157024793388
Contig45395,20000,30000,0.0194444444444444
Contig45429,0,10000,0.0306603773584906
Contig45439,0,10000,0
Contig45457,20000,30000,0.133333333333333
Contig45462,10000,19292,0.192949907235621
Contig45621,0,10000,0.0809399477806789
Contig45651,0,6143,0.0852713178294574
Contig45658,0,10000,0.0675675675675676
Contig45661,10000,10346,0.121951219512195
Contig45682,0,10000,0.101654846335697
Contig45711,0,10000,0.236180904522613
Contig45720,0,10000,0.0305164319248826
Contig45720,10000,20000,-0.00315457413249211
Contig45768,20000,21387,0.0955414012738853
Contig45778,0,6131,0
Contig45783,0,10000,0.0569744597249509
Contig45845,0,10000,0.00869565217391304
Contig45855,0,5013,0.249122807017544
Contig45866,0,10000,0.0391120507399577
Contig45873,0,10000,0.00946372239747634
Contig45876,0,10000,0
Contig45878,10000,14772,0.0759493670886076
Contig45905,0,10000,0.241197183098592
Contig45925,0,10000,0.0914285714285714
Contig45927,0,1387,0.0352941176470588
Contig45945,10000,20000,0.075
Contig45964,0,10000,0.0121457489878543
Contig45972,0,10000,0
Contig46018,0,8962,0.128336755646817
Contig46040,10000,20000,0.0555555555555556
Contig46052,10000,20000,0
Contig46062,0,6884,0
Contig46067,0,10000,0.0827586206896552
Contig46100,0,10000,0.0704225352112676
Contig46145,80000,84577,0
Contig46168,0,8567,0.0680851063829787
Contig46197,0,10000,0.0252525252525253
Contig46199,0,8034,0.0170940170940171
Contig46203,0,10000,0
Contig46220,0,7779,0.0672268907563025
Contig46253,0,6194,0
Contig46254,20000,30000,0.245283018867925
Contig46257,10000,20000,0.0613409415121255
Contig46258,0,10000,0
Contig46263,0,10000,0.0145772594752187
Contig46279,10000,20000,0.173109243697479
Contig46290,0,10000,0
Contig46308,0,3868,0.117647058823529
Contig46309,0,1297,0.167040358744395
Contig46324,10000,20000,0
Contig46346,10000,20000,0.234750462107209
Contig46355,20000,25906,0.0842105263157895
Contig46364,0,6944,0.0191082802547771
Contig46372,0,10000,0
Contig46376,0,10000,0.226984126984127
Contig46392,0,10000,0.097682119205298
Contig46397,10000,20000,0
Contig46473,10000,19163,0.0598802395209581
Contig46547,0,4988,0.0163487738419619
Contig46599,0,10000,0.00115740740740741
Contig46718,0,5091,0.0597222222222222
Contig46726,0,10000,0.101351351351351
Contig46736,0,10000,-0.00571428571428572
Contig46746,0,10000,0.0458333333333333
Contig46755,0,10000,0
Contig46793,0,7124,0.0508474576271186
Contig46799,0,10000,0.0851063829787234
Contig46837,0,3221,0.0181818181818182
Contig46839,0,10000,0
Contig46845,0,1845,0.00980392156862745
Contig46919,10000,20000,0.171907756813417
Contig46928,0,10000,0.0917431192660551
Contig46957,0,10000,0
Contig46974,0,10000,0.0566037735849057
Contig47007,20000,30000,0.0673076923076923
Contig47025,0,7516,0.00248138957816377
Contig47031,0,6055,0.111405835543767
Contig47038,0,10000,0.0392156862745098
Contig47041,0,10000,0.293478260869565
Contig47057,20000,30000,0
Contig47114,30000,37959,0
Contig47116,0,10000,0.044189852700491
Contig47140,10000,13203,0.12781954887218
Contig47156,0,10000,0.063758389261745
Contig47243,0,10000,0.0258620689655172
Contig47315,0,10000,0.0321285140562249
Contig47333,10000,20000,0.0776470588235294
Contig47334,20000,29192,0.122137404580153
Contig47360,0,3138,0.0844155844155844
Contig47365,0,8014,0.0415549597855228
Contig47378,0,4319,0.124015748031496
Contig47491,0,10000,0
Contig47538,10000,12334,0.018348623853211
Contig47552,20000,25908,0.0190114068441065
Contig47556,20000,26352,0.0328571428571429
Contig47564,20000,25338,0.0246913580246914
Contig47593,0,10000,0.0816326530612245
Contig47669,0,10000,0.00928792569659443
Contig47725,20000,30000,0.218947368421053
Contig47776,0,10000,0.0514905149051491
Contig47777,0,10000,0.00341880341880342
Contig47779,10000,14832,0.183333333333333
Contig47811,10000,20000,0.0335570469798658
Contig47813,0,10000,0.0279329608938548
Contig47819,0,10000,0.00716204118173679
Contig47842,0,10000,0.040948275862069
Contig47890,0,6865,0.0384615384615385
Contig47895,10000,18264,0
Contig47920,10000,16680,0.11377245508982
Contig47976,0,10000,0.190685413005272
Contig47979,0,3863,0.0714285714285714
Contig47990,0,9164,0
Contig48013,10000,20000,-0.0072992700729927
Contig48014,0,10000,0
Contig48059,0,10000,0.0266666666666667
Contig48128,0,6609,0.0173410404624277
Contig48199,20000,30000,0.0795454545454546
Contig48222,0,7813,0.0714285714285714
Contig48234,10000,20000,0.151607963246554
Contig48270,0,10000,0
Contig48346,0,10000,0
Contig48374,0,10000,0.0753424657534247
Contig48425,0,7902,0.1
Contig48440,10000,14935,0.0194647201946472
Contig48445,0,6654,0
Contig48455,0,10000,0.0808823529411765
Contig48578,0,10000,0.39030612244898
Contig48578,10000,15236,0.111524163568773
Contig48580,10000,20000,0.0726978998384491
Contig48635,0,10000,0.0454545454545455
Contig48644,0,1232,0.0137299771167048
Contig48650,0,8733,0.0448642266824085
Contig48699,0,10000,0.183168316831683
Contig48711,0,6009,0.0759493670886076
Contig48725,10000,18949,0.0113636363636364
Contig48772,0,8168,0.0283018867924528
Contig48794,0,10000,0.045045045045045
Contig48819,0,6475,-0.004149377593361
Contig48837,10000,20000,0.0759493670886076
Contig48862,0,9715,0
Contig48879,0,10000,0.0122358175750834
Contig48921,0,10000,0.00319488817891374
Contig48964,0,7638,0.13728813559322
Contig48969,0,9707,0.0301507537688442
Contig49002,0,10000,0.00961538461538462
Contig49016,0,3517,0.0127388535031847
Contig49019,0,5674,0.0397877984084881
Contig49037,0,10000,0.354029062087186
Contig49047,0,10000,0
Contig49054,0,10000,0.119122257053292
Contig49063,20000,25424,0.0409836065573771
Contig49076,10000,20000,0
Contig49077,0,9091,0.102473498233216
Contig49084,0,8001,0.0265486725663717
Contig49192,0,10000,0.0503597122302158
Contig49209,0,10000,0.0285714285714286
Contig49227,10000,20000,0.0338983050847458
Contig49230,0,10000,0.021505376344086
Contig49233,0,9607,0.0393120393120393
Contig49264,0,10000,-0.004
Contig49279,20000,29761,0.104761904761905
Contig49284,10000,20000,0.027027027027027
Contig49314,10000,12557,0
Contig49380,0,9655,0.0386996904024768
Contig49384,0,10000,0.0384615384615385
Contig49393,0,1909,0.044921875
Contig49399,0,10000,0.0763888888888889
Contig49458,0,6459,0.0231958762886598
Contig49468,0,7855,0.0786516853932584
Contig49583,0,7246,0.15450643776824
Contig49630,0,10000,0.248904469763365
Contig49704,0,10000,0.151571164510166
Contig49717,10000,19893,0.064327485380117
Contig49782,10000,20000,0.108742004264392
Contig49811,10000,19195,0.0579710144927536
Contig49838,0,10000,0.0555555555555556
Contig49860,10000,20000,0
Contig49876,0,9029,0.250574712643678
Contig49905,0,10000,0.0444444444444444
Contig49906,0,10000,0.115646258503401
Contig49934,0,10000,0.0032258064516129
Contig49977,0,10000,0
Contig49979,0,10000,0.0340136054421769
Contig49995,0,10000,0.0631578947368421
Contig50000,20000,30000,0.099009900990099
Contig50047,0,10000,0.0452380952380952
Contig50056,10000,20000,0.0416666666666667
Contig50074,0,9263,0.0727272727272727
Contig50085,10000,20000,0.172794117647059
Contig50091,0,3492,0
Contig50105,20000,23122,0.087378640776699
Contig50120,0,10000,0.0566037735849057
Contig50131,0,9581,-0.00400801603206413
Contig50144,0,10000,0.106382978723404
Contig50177,0,9685,0
Contig50194,10000,20000,0.0718562874251497
Contig50205,0,10000,0
Contig50214,10000,15323,0.010351966873706
Contig50225,0,10000,0.0384615384615385
Contig50232,0,10000,0.304924242424242
Contig50246,0,7805,0.0391304347826087
Contig50256,0,10000,0.0148305084745763
Contig50290,0,10000,0
Contig50302,20000,30000,0
Contig50338,10000,20000,0
Contig50340,0,9678,0.0461538461538462
Contig50362,10000,12642,0.175298804780876
Contig50387,20000,27695,-0.00442477876106195
Contig50509,10000,20000,0.0454545454545455
Contig50539,10000,20000,0.0169491525423729
Contig50583,0,10000,0
Contig50607,30000,37097,0.128491620111732
Contig50608,0,10000,0.282910874897792
Contig50654,10000,20000,0.104761904761905
Contig50657,0,10000,0.486821705426357
Contig50663,10000,20000,0.0906801007556675
Contig50733,0,10000,0.0826446280991736
Contig50780,0,6344,0
Contig50797,0,3980,0.0669934640522876
Contig50805,0,10000,0
Contig50820,0,7776,0.0333333333333333
Contig50847,30000,31860,0.0819672131147541
Contig50853,0,9636,-0.00234741784037559
Contig50916,0,10000,0.0034965034965035
Contig50949,10000,20000,0
Contig50988,0,3658,0.0263157894736842
Contig51028,10000,20000,-0.00510204081632653
Contig51043,0,9972,0.160828025477707
Contig51058,0,10000,0.0235294117647059
Contig51083,0,10000,0.0879120879120879
Contig51085,0,10000,0.0119047619047619
Contig51105,0,10000,0.0576323987538941
Contig51149,30000,40000,0.355555555555556
Contig51153,10000,11718,0
Contig51178,0,9756,0.0954773869346734
Contig51200,0,10000,0.00593471810089021
Contig51234,0,3322,0.0436681222707424
Contig51282,0,5056,0.151960784313726
Contig51519,0,10000,0.0517799352750809
Contig51525,0,7638,0.072463768115942
Contig51566,10000,20000,0.037037037037037
Contig51582,0,6912,0.0205479452054795
Contig51597,10000,14834,0.0927835051546392
Contig51649,0,10000,0.172955974842767
Contig51711,0,10000,0.0105263157894737
Contig51721,10000,17611,0.0222984562607204
Contig51789,0,8921,0.0172413793103448
Contig51844,0,10000,0.00576368876080692
Contig51863,0,5592,0
Contig51987,10000,15494,0
Contig52011,0,10000,0.198294243070362
Contig52092,0,10000,0.04
Contig52148,0,10000,0.164670658682635
Contig52190,0,10000,0.146814404432133
Contig52223,0,3370,0.101851851851852
Contig52273,0,10000,0
Contig52334,0,6995,0.0212765957446809
Contig52354,10000,14845,0
Contig52427,0,10000,0.107692307692308
Contig52470,0,10000,0.0640394088669951
Contig52474,0,10000,0
Contig52538,0,10000,0.0143266475644699
Contig52539,0,10000,0.064327485380117
Contig52573,0,10000,0.00213219616204691
Contig52604,0,10000,0.0730223123732252
Contig52641,0,10000,0.0651629072681704
Contig52694,0,7191,0
Contig52768,0,10000,0.132471728594507
Contig52789,0,10000,0.150510204081633
Contig52798,0,8783,0.0453563714902808
Contig52845,0,10000,0.0526315789473684
Contig52864,10000,12866,0.0503048780487805
Contig53011,0,3047,0.0465116279069768
Contig53020,0,10000,0.0105633802816901
Contig53027,10000,19537,0.0905349794238683
Contig53051,0,10000,0.0779220779220779
Contig53070,0,6807,0.0603174603174603
Contig53089,0,10000,0.082089552238806
Contig53092,0,9946,0.0245398773006135
Contig53098,0,10000,0.106382978723404
Contig53127,0,10000,0.0454545454545455
Contig53160,0,5604,0
Contig53191,10000,20000,0.139874739039666
Contig53293,0,10000,0
Contig53297,0,10000,0.135403726708075
Contig53354,0,5595,0.0571428571428571
Contig53370,0,6158,0.027027027027027
Contig53436,0,9593,0
Contig53437,10000,11540,0.0384615384615385
Contig53438,0,10000,0.00374064837905237
Contig53472,10000,20000,0.00955414012738853
Contig53474,0,10000,0.0288248337028825
Contig53479,10000,20000,0
Contig53604,50000,60000,0.0645161290322581
Contig53609,0,7879,0.0188679245283019
Contig53614,0,9690,0.104
Contig53701,0,10000,0.0517241379310345
Contig53720,0,10000,0.089622641509434
Contig53754,10000,20000,0.0285714285714286
Contig53790,0,10000,0
Contig53827,0,10000,0
Contig53827,10000,14934,0
Contig53868,20000,26346,0.00943396226415094
Contig53934,0,10000,0
Contig53941,10000,17058,0
Contig53976,0,10000,0.0458715596330275
Contig54103,10000,20000,0.284263959390863
Contig54104,0,10000,0.00475059382422803
Contig54148,0,10000,0.0877796901893287
Contig54165,0,6262,0
Contig54196,10000,18732,0
Contig54225,0,3315,0.0072992700729927
Contig54281,10000,20000,0.0338983050847458
Contig54294,10000,14000,0.0037243947858473
Contig54311,10000,20000,0
Contig54332,0,10000,0.0454545454545455
Contig54338,0,7221,0.114973262032086
Contig54386,10000,20000,0
Contig54388,0,10000,0.191709844559585
Contig54414,0,10000,0.0532212885154062
Contig54416,10000,20000,0.0704225352112676
Contig54443,0,7725,0.103235747303544
Contig54452,10000,16964,0
Contig54478,0,10000,0
Contig54503,10000,20000,0.015748031496063
Contig54512,0,10000,-0.00280898876404494
Contig54516,0,8660,0.037037037037037
Contig54586,0,7205,0.400329489291598
Contig54624,10000,20000,0.0462724935732648
Contig54642,0,10000,0.0224719101123595
Contig54665,20000,24026,0.010230179028133
Contig54703,0,9597,0.187782805429864
Contig54783,10000,20000,0
Contig54802,10000,20000,0.0547945205479452
Contig54957,0,10000,-0.0025974025974026
Contig54957,10000,20000,0.0914127423822715
Contig54975,0,10000,0
Contig54999,10000,13368,0.107142857142857
Contig55010,0,10000,0.030188679245283
Contig55022,0,4619,0.0172839506172839
Contig55023,10000,18296,0.0328282828282828
Contig55084,0,10000,0.102040816326531
Contig55099,0,9661,0.0658342792281498
Contig55126,0,5024,0.0646950092421442
Contig55130,0,1467,-0.00206611570247934
Contig55228,0,5622,0.501501501501502
Contig55240,0,3044,0.0987654320987654
Contig55245,0,10000,0
Contig55249,0,7144,0.0324427480916031
Contig55252,0,5704,0.0179948586118252
Contig55258,0,10000,0.032258064516129
Contig55269,0,6404,0
Contig55301,20000,24070,0.0860215053763441
Contig55315,0,10000,0.0512820512820513
Contig55315,20000,28934,0
Contig55334,0,10000,0.0426829268292683
