id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig36716_2249	18	2.867e-01	-1.581e+00	1.010e+00	1.174e-01	7.960e-01	2.358e-01	8.317e+00	1.257e+01	4.380e+00	1.237e+00
Contig367240_4725	18	2.428e-01	4.281e-01	1.371e+00	7.548e-01	6.642e-01	2.560e-01	1.515e+01	1.845e+01	3.799e+00	1.507e+00
Contig36727_26572	18	2.936e-01	7.751e-02	6.258e-01	9.014e-01	7.412e-01	2.529e-01	5.130e+00	9.652e+00	2.426e+00	8.984e-01
Contig36747_2187	18	2.045e-01	1.481e+00	1.358e+00	2.753e-01	8.071e-01	1.201e-01	2.883e+01	2.893e+01	2.625e+00	1.732e+00
Contig36747_2198	18	3.100e-01	-2.366e-02	1.035e+00	9.818e-01	3.680e-01	2.171e-01	4.265e+00	3.669e+00	3.464e+00	1.197e+00
Contig36755_8386	18	2.292e-01	-1.249e+00	1.444e+00	3.870e-01	8.261e-01	1.983e-01	1.413e+01	1.794e+01	5.020e+00	1.383e+00
Contig36756_2019	18	2.249e-01	-7.722e-01	1.298e+00	5.520e-01	7.032e-01	2.292e-01	1.195e+01	1.809e+01	4.168e+00	1.360e+00
Contig36756_7046	18	1.998e-01	1.367e-01	1.126e+00	9.034e-01	8.037e-01	2.414e-01	2.353e+01	2.882e+01	2.661e+00	1.519e+00
Contig36769_4382	18	3.326e-01	-3.100e-01	4.476e-01	4.886e-01	6.976e-01	2.431e-01	1.785e+00	2.755e+00	8.922e-01	6.926e-01
Contig36769_4392	18	2.533e-01	-1.184e-01	5.982e-01	8.431e-01	8.063e-01	1.938e-01	5.042e+00	8.180e+00	1.188e+00	8.836e-01
Contig36769_4782	18	2.769e-01	-1.206e+00	9.912e-01	2.238e-01	5.125e-01	2.511e-01	6.126e+00	8.962e+00	3.238e+00	1.182e+00
Contig36769_4785	18	3.694e-01	9.534e-02	4.910e-01	8.460e-01	4.395e-01	2.706e-01	1.090e+00	1.517e+00	2.104e+00	7.110e-01
Contig36769_4797	18	3.672e-01	2.021e-01	5.205e-01	6.977e-01	5.662e-01	2.807e-01	1.893e+00	6.048e+00	1.982e+00	7.283e-01
Contig36769_4818	18	3.656e-01	3.500e-01	5.228e-01	5.032e-01	7.264e-01	2.309e-01	2.714e+00	6.187e+00	1.197e+00	7.954e-01
Contig36769_4821	18	3.286e-01	-3.284e-01	7.008e-01	6.394e-01	7.218e-01	2.596e-01	3.919e+00	8.725e+00	3.020e+00	9.868e-01
Contig36769_4831	18	3.253e-01	5.361e-02	7.110e-01	9.399e-01	6.429e-01	2.889e-01	5.469e+00	1.110e+01	2.775e+00	9.789e-01
Contig36769_4849	18	3.508e-01	6.477e-01	5.590e-01	2.466e-01	4.560e-01	2.645e-01	1.480e+00	2.438e+00	1.797e+00	7.857e-01
Contig36769_5036	18	3.669e-01	-5.238e-01	6.405e-01	4.135e-01	7.344e-01	2.404e-01	2.601e+00	4.300e+00	3.269e+00	9.070e-01
Contig36782_26868	18	2.795e-01	-7.574e-02	5.864e-01	8.972e-01	8.375e-01	1.221e-01	5.690e+00	1.053e+01	8.348e-01	9.145e-01
Contig36782_26876	18	4.345e-01	4.475e-01	3.792e-01	2.380e-01	6.349e-01	2.822e-01	9.031e-01	2.193e+00	7.193e-01	5.646e-01
Contig36789_14938	18	3.115e-01	1.045e+00	1.009e+00	3.005e-01	3.593e-01	2.020e-01	5.133e+00	4.512e+00	2.728e+00	1.228e+00
Contig36798_7526	18	3.068e-01	5.241e-01	6.321e-01	4.071e-01	7.362e-01	2.488e-01	2.891e+00	5.863e+00	2.334e+00	8.274e-01
Contig36815_7547	18	3.809e-01	-8.408e-02	4.841e-01	8.621e-01	4.457e-01	2.391e-01	1.177e+00	3.518e+00	1.361e+00	7.249e-01
Contig36818_8497	18	3.546e-01	1.279e+00	7.448e-01	8.602e-02	7.135e-01	2.559e-01	2.487e+00	4.659e+00	1.958e+00	9.322e-01
Contig36818_8501	18	2.820e-01	-1.410e-01	7.594e-01	8.527e-01	6.857e-01	2.523e-01	7.311e+00	1.333e+01	2.805e+00	1.129e+00
Contig36818_8512	18	2.846e-01	-7.933e-01	1.190e+00	5.049e-01	4.164e-01	2.302e-01	7.589e+00	9.718e+00	4.875e+00	1.402e+00
Contig36818_12135	18	3.023e-01	-9.526e-02	5.300e-01	8.574e-01	8.008e-01	2.152e-01	2.658e+00	4.706e+00	2.556e+00	7.904e-01
Contig36818_12141	18	2.992e-01	-1.204e+00	8.860e-01	1.744e-01	3.670e-01	1.701e-01	4.394e+00	2.830e+00	1.921e+00	1.076e+00
Contig36818_12180	18	3.036e-01	7.033e-01	7.714e-01	3.619e-01	4.227e-01	2.690e-01	3.966e+00	8.401e+00	1.329e+00	9.445e-01
Contig36818_12186	18	3.316e-01	1.151e+00	6.849e-01	9.279e-02	7.625e-01	2.368e-01	3.136e+00	5.698e+00	1.618e+00	8.912e-01
Contig36818_13225	18	2.310e-01	2.602e-01	8.016e-01	7.454e-01	7.935e-01	1.514e-01	6.502e+00	1.011e+01	1.760e+00	1.051e+00
Contig36818_13251	18	1.713e-01	8.077e-01	1.320e+00	5.407e-01	6.994e-01	1.832e-01	1.769e+01	1.868e+01	2.674e+00	1.498e+00
Contig36818_13318	18	2.554e-01	3.316e-01	1.168e+00	7.766e-01	5.500e-01	2.478e-01	7.981e+00	1.216e+01	4.141e+00	1.360e+00
Contig36823_6526	18	3.338e-01	2.101e-01	5.913e-01	7.223e-01	7.256e-01	2.454e-01	4.114e+00	8.668e+00	1.804e+00	8.584e-01
Contig368887_647	18	3.457e-01	-7.491e-01	5.847e-01	2.001e-01	7.197e-01	2.440e-01	4.131e+00	1.036e+01	2.642e+00	8.380e-01
Contig369_14902	18	3.695e-01	-1.710e-01	5.840e-01	7.696e-01	6.822e-01	2.645e-01	1.835e+00	3.364e+00	2.685e+00	8.527e-01
Contig369_18739	18	2.668e-01	6.983e-01	1.045e+00	5.039e-01	7.622e-01	2.340e-01	9.087e+00	1.416e+01	3.068e+00	1.219e+00
Contig369_18956	18	3.518e-01	-4.476e-01	5.824e-01	4.422e-01	5.091e-01	3.000e-01	2.107e+00	7.313e+00	3.264e+00	8.343e-01
Contig369_19001	18	1.963e-01	1.159e+00	9.858e-01	2.398e-01	9.002e-01	1.351e-01	2.303e+01	2.493e+01	-5.792e-02	1.345e+00
Contig369_19039	18	2.927e-01	-7.468e-01	9.948e-01	4.528e-01	4.526e-01	2.470e-01	3.980e+00	4.020e+00	4.460e+00	1.216e+00
Contig369_19045	18	2.493e-01	7.969e-01	6.820e-01	2.426e-01	6.986e-01	2.023e-01	4.347e+00	6.165e+00	2.332e-01	9.616e-01
Contig369_19075	18	2.414e-01	-4.591e-01	8.917e-01	6.067e-01	5.241e-01	2.113e-01	4.919e+00	6.048e+00	2.806e+00	1.152e+00
Contig369_19078	18	2.772e-01	-6.012e-01	9.519e-01	5.276e-01	6.973e-01	2.532e-01	5.598e+00	1.048e+01	4.223e+00	1.165e+00
Contig369_19103	18	2.638e-01	-3.708e-01	6.571e-01	5.726e-01	6.788e-01	2.552e-01	5.417e+00	1.234e+01	3.299e+00	9.755e-01
Contig369_19153	18	3.114e-01	-3.577e-01	7.903e-01	6.508e-01	5.270e-01	2.858e-01	3.769e+00	6.793e+00	2.976e+00	1.008e+00
Contig369_24599	18	1.804e-01	3.664e-01	1.158e+00	7.518e-01	8.905e-01	9.586e-02	1.807e+01	2.122e+01	3.626e+00	1.284e+00
Contig369_24606	18	3.304e-01	1.261e+00	9.305e-01	1.753e-01	7.184e-01	2.492e-01	2.598e+00	4.856e+00	2.916e+00	1.090e+00
Contig36913_4709	18	2.775e-01	8.953e-02	7.281e-01	9.021e-01	6.612e-01	2.490e-01	4.618e+00	9.428e+00	2.123e+00	8.991e-01
Contig36955_10469	18	4.150e-01	4.232e-01	3.800e-01	2.655e-01	6.951e-01	2.777e-01	7.732e-01	1.679e+00	1.681e+00	5.588e-01
Contig36955_10472	18	3.179e-01	-6.437e-01	4.675e-01	1.685e-01	7.306e-01	2.444e-01	2.110e+00	4.650e+00	2.709e+00	7.095e-01
Contig36955_10481	18	3.824e-01	5.673e-02	3.265e-01	8.621e-01	7.281e-01	2.371e-01	1.308e+00	4.365e+00	3.476e-01	4.904e-01
Contig36955_10488	18	2.936e-01	-9.822e-04	8.026e-01	9.990e-01	6.804e-01	2.747e-01	4.803e+00	9.736e+00	2.726e+00	1.069e+00
Contig36958_11492	18	3.130e-01	-3.133e-01	1.044e+00	7.640e-01	3.414e-01	2.128e-01	5.317e+00	5.013e+00	4.050e+00	1.240e+00
Contig36958_11497	18	3.194e-01	-7.131e-01	9.452e-01	4.506e-01	7.113e-01	2.848e-01	5.954e+00	1.347e+01	4.652e+00	1.067e+00
Contig36958_11502	18	3.273e-01	7.107e-01	7.562e-01	3.473e-01	5.453e-01	2.718e-01	3.498e+00	6.234e+00	2.753e+00	1.050e+00
Contig36958_11556	18	3.346e-01	-1.659e-01	5.500e-01	7.630e-01	5.890e-01	2.946e-01	2.593e+00	5.497e+00	2.817e+00	8.374e-01
Contig36958_14155	18	2.682e-01	-1.194e+00	1.569e+00	4.465e-01	5.092e-01	2.465e-01	1.749e+01	1.699e+01	5.548e+00	1.689e+00
Contig36958_14163	18	3.369e-01	-8.205e-02	5.625e-01	8.840e-01	3.232e-01	1.771e-01	1.163e+00	9.431e-01	2.179e+00	7.805e-01
Contig36958_14293	18	2.185e-01	-4.219e+00	1.851e+00	2.268e-02	8.636e-01	1.161e-01	2.466e+01	2.527e+01	5.156e+00	1.741e+00
Contig36958_14324	18	3.286e-01	1.302e+00	9.440e-01	1.680e-01	3.836e-01	2.531e-01	3.210e+00	3.416e+00	2.703e+00	1.140e+00
Contig36958_14731	18	2.394e-01	-7.810e-01	1.328e+00	5.565e-01	8.631e-01	1.517e-01	1.327e+01	1.791e+01	4.547e+00	1.342e+00
Contig36958_18707	18	2.332e-01	1.995e+00	1.732e+00	2.496e-01	5.961e-01	2.244e-01	1.563e+01	1.948e+01	3.865e+00	1.606e+00
Contig36958_18741	18	2.746e-01	4.247e-01	6.775e-01	5.307e-01	7.144e-01	2.455e-01	6.786e+00	1.314e+01	2.242e+00	9.389e-01
Contig36958_18745	18	3.010e-01	8.347e-01	6.673e-01	2.110e-01	5.584e-01	2.832e-01	4.347e+00	9.606e+00	1.818e+00	9.329e-01
Contig36958_18750	18	2.250e-01	1.343e+00	1.404e+00	3.387e-01	7.178e-01	2.718e-01	1.845e+01	2.443e+01	3.515e+00	1.585e+00
Contig36958_22230	18	2.748e-01	-7.941e-01	1.048e+00	4.487e-01	6.952e-01	2.437e-01	1.098e+01	1.757e+01	4.674e+00	1.355e+00
Contig36958_22263	18	2.554e-01	-2.274e+00	1.251e+00	6.923e-02	4.370e-01	1.901e-01	6.942e+00	5.346e+00	4.285e+00	1.308e+00
Contig36958_22437	18	2.907e-01	1.123e-01	8.204e-01	8.911e-01	5.988e-01	2.806e-01	4.959e+00	9.793e+00	3.364e+00	1.055e+00
Contig36958_22452	18	2.498e-01	1.441e+00	1.850e+00	4.359e-01	4.576e-01	1.951e-01	1.487e+01	1.091e+01	3.802e+00	1.681e+00
Contig36958_22481	18	2.022e-01	2.784e+00	2.232e+00	2.124e-01	8.060e-01	1.271e-01	5.081e+01	3.713e+01	4.111e+00	1.910e+00
Contig36958_23139	18	2.387e-01	4.223e-01	1.631e+00	7.957e-01	4.855e-01	1.884e-01	1.572e+01	1.203e+01	2.976e+00	1.488e+00
Contig3696_8343	18	3.018e-01	-4.922e-01	8.808e-01	5.763e-01	8.288e-01	1.972e-01	4.925e+00	9.843e+00	3.646e+00	1.060e+00
Contig36969_7734	18	2.887e-01	6.450e-01	7.342e-01	3.797e-01	6.452e-01	2.626e-01	3.838e+00	8.278e+00	2.877e+00	1.025e+00
Contig36969_7741	18	3.113e-01	4.941e-01	9.814e-01	6.146e-01	3.683e-01	1.838e-01	5.066e+00	4.241e+00	3.603e+00	1.196e+00
Contig36981_8474	18	3.788e-01	-9.709e-02	5.369e-01	8.565e-01	5.544e-01	2.880e-01	1.450e+00	2.481e+00	2.022e+00	7.835e-01
Contig36981_8497	18	2.805e-01	2.263e-01	6.827e-01	7.403e-01	8.444e-01	1.789e-01	5.114e+00	8.697e+00	1.681e+00	9.440e-01
Contig36981_35873	18	3.538e-01	-2.809e-01	7.372e-01	7.032e-01	7.180e-01	2.521e-01	4.587e+00	9.791e+00	2.574e+00	1.023e+00
Contig37021_9576	18	2.781e-01	1.356e+00	1.292e+00	2.942e-01	3.919e-01	1.674e-01	6.458e+00	4.837e+00	2.473e+00	1.315e+00
Contig37021_9632	18	1.995e-01	-4.106e-01	1.210e+00	7.345e-01	6.941e-01	1.954e-01	1.195e+01	1.463e+01	3.571e+00	1.357e+00
Contig37021_9649	18	2.972e-01	-2.822e-01	5.492e-01	6.074e-01	7.488e-01	2.630e-01	3.452e+00	5.142e+00	2.457e+00	8.273e-01
Contig37026_5379	18	2.976e-01	3.300e-01	1.240e+00	7.902e-01	3.751e-01	1.803e-01	8.717e+00	6.776e+00	2.625e+00	1.394e+00
Contig37026_5415	18	2.474e-01	1.035e-01	7.642e-01	8.923e-01	7.834e-01	2.522e-01	1.088e+01	1.716e+01	1.201e+00	1.103e+00
Contig37026_5429	18	2.510e-01	6.046e-01	7.261e-01	4.050e-01	7.017e-01	2.044e-01	4.547e+00	7.189e+00	7.977e-01	9.736e-01
Contig37026_5477	18	2.300e-01	1.446e+00	1.800e+00	4.218e-01	6.298e-01	2.470e-01	1.999e+01	2.231e+01	2.526e+00	1.529e+00
Contig37026_6260	18	3.092e-01	-1.102e-01	7.231e-01	8.789e-01	4.409e-01	2.407e-01	1.643e+00	1.942e+00	3.181e+00	9.436e-01
Contig37026_6366	18	3.169e-01	-2.699e-01	7.521e-01	7.197e-01	6.973e-01	2.618e-01	3.549e+00	6.987e+00	3.521e+00	9.882e-01
Contig37026_12053	18	2.307e-01	6.143e-01	1.056e+00	5.608e-01	7.112e-01	2.288e-01	6.134e+00	8.746e+00	2.304e+00	1.157e+00
Contig37026_12057	18	3.045e-01	-8.582e-01	1.011e+00	3.961e-01	3.579e-01	1.838e-01	3.999e+00	3.643e+00	3.905e+00	1.200e+00
Contig37026_12179	18	3.051e-01	5.415e-01	5.101e-01	2.884e-01	7.848e-01	2.337e-01	2.455e+00	5.707e+00	7.330e-01	6.777e-01
Contig37026_12183	18	2.639e-01	2.738e-01	9.164e-01	7.651e-01	7.968e-01	2.109e-01	7.287e+00	1.549e+01	2.471e+00	1.244e+00
Contig37026_12222	18	4.154e-01	1.920e-01	4.562e-01	6.739e-01	7.280e-01	2.501e-01	1.703e+00	4.349e+00	7.181e-01	6.468e-01
Contig37029_4550	18	3.217e-01	4.534e-01	6.116e-01	4.586e-01	5.408e-01	2.828e-01	2.992e+00	6.602e+00	1.178e+00	8.464e-01
Contig37037_15053	18	2.586e-01	2.044e+00	1.274e+00	1.087e-01	5.665e-01	2.585e-01	9.490e+00	1.179e+01	2.232e+00	1.308e+00
Contig370661_3224	18	3.045e-01	-2.003e-01	6.102e-01	7.427e-01	5.762e-01	2.790e-01	2.427e+00	4.585e+00	1.513e+00	8.425e-01
Contig370661_3232	18	3.435e-01	-5.304e-02	3.728e-01	8.869e-01	4.126e-01	2.771e-01	8.101e-01	1.671e+00	1.659e+00	5.600e-01
Contig37087_3913	18	3.077e-01	-1.730e-01	6.515e-01	7.906e-01	6.362e-01	2.489e-01	3.133e+00	5.836e+00	2.402e+00	9.131e-01
Contig37087_3919	18	3.064e-01	-2.105e-02	7.008e-01	9.760e-01	6.833e-01	2.511e-01	4.324e+00	7.424e+00	2.244e+00	9.695e-01
Contig370943_1441	18	2.318e-01	6.564e-01	1.216e+00	5.894e-01	5.670e-01	2.233e-01	7.390e+00	9.626e+00	2.446e+00	1.309e+00
Contig370943_1444	18	3.145e-01	1.443e-02	6.479e-01	9.822e-01	5.935e-01	2.680e-01	2.582e+00	3.681e+00	2.641e+00	9.549e-01
Contig370943_1452	18	2.993e-01	-3.730e-01	7.491e-01	6.185e-01	6.242e-01	2.627e-01	3.750e+00	6.441e+00	3.392e+00	9.599e-01
Contig37111_15453	18	2.590e-01	3.154e-01	9.504e-01	7.400e-01	6.920e-01	2.268e-01	8.110e+00	1.285e+01	2.742e+00	1.151e+00
Contig37156_1452	18	3.951e-01	-2.139e-01	4.816e-01	6.569e-01	7.376e-01	2.378e-01	1.617e+00	3.173e+00	1.803e+00	7.221e-01
Contig37156_1456	18	3.670e-01	-3.760e-01	5.688e-01	5.085e-01	7.376e-01	2.608e-01	3.535e+00	9.248e+00	2.493e+00	7.800e-01
Contig37168_6758	18	3.948e-01	3.960e-01	5.620e-01	4.810e-01	7.111e-01	2.615e-01	2.690e+00	7.779e+00	1.362e+00	8.194e-01
Contig37168_6871	18	3.043e-01	3.146e-01	7.653e-01	6.810e-01	6.090e-01	3.016e-01	4.506e+00	7.864e+00	2.737e+00	1.009e+00
Contig37168_6912	18	3.094e-01	1.347e+00	9.029e-01	1.357e-01	6.388e-01	2.761e-01	6.029e+00	9.875e+00	2.057e+00	1.115e+00
Contig37180_30122	18	3.103e-01	1.057e+00	1.102e+00	3.376e-01	6.893e-01	2.917e-01	5.526e+00	1.001e+01	2.956e+00	1.183e+00
Contig37182_2220	18	2.745e-01	-5.381e-01	7.486e-01	4.723e-01	7.673e-01	2.033e-01	6.271e+00	1.065e+01	3.127e+00	1.061e+00
Contig37183_6198	18	3.375e-01	3.901e-01	7.786e-01	6.163e-01	3.222e-01	2.054e-01	2.589e+00	2.178e+00	3.434e+00	1.044e+00
Contig37183_6204	18	2.381e-01	-2.865e-03	6.841e-01	9.967e-01	6.451e-01	2.155e-01	5.155e+00	8.718e+00	1.618e+00	9.877e-01
Contig37183_6223	18	1.976e-01	4.971e-01	7.436e-01	5.039e-01	9.062e-01	1.134e-01	8.309e+00	1.184e+01	2.402e+00	1.030e+00
Contig37183_6232	18	2.845e-01	8.520e-01	9.570e-01	3.733e-01	4.157e-01	1.793e-01	5.098e+00	3.708e+00	1.656e+00	1.182e+00
Contig37183_6493	18	3.565e-01	3.001e-01	4.901e-01	5.403e-01	4.729e-01	2.403e-01	1.065e+00	1.314e+00	4.875e-01	6.935e-01
Contig37226_14086	18	3.134e-01	2.271e-02	8.146e-01	9.778e-01	7.370e-01	2.423e-01	5.900e+00	1.161e+01	2.756e+00	1.032e+00
Contig37258_9034	18	3.152e-01	1.564e+00	8.698e-01	7.223e-02	5.884e-01	2.970e-01	7.651e+00	1.757e+01	1.148e+00	1.078e+00
Contig37258_9039	18	3.562e-01	-1.014e-01	5.868e-01	8.628e-01	6.045e-01	2.838e-01	2.611e+00	6.706e+00	2.704e+00	9.415e-01
Contig37318_4775	18	2.254e-01	-1.333e+00	1.491e+00	3.715e-01	8.185e-01	2.183e-01	3.270e+01	3.257e+01	5.019e+00	1.593e+00
Contig37318_4898	18	2.241e-01	-1.093e+00	1.157e+00	3.447e-01	8.249e-01	1.069e-01	1.388e+01	1.540e+01	3.271e+00	1.295e+00
Contig37318_4934	18	2.109e-01	-2.083e+00	1.546e+00	1.779e-01	7.621e-01	1.825e-01	2.733e+01	2.439e+01	3.885e+00	1.614e+00
Contig37318_4946	18	2.293e-01	-1.338e+00	1.112e+00	2.289e-01	7.313e-01	2.102e-01	9.976e+00	1.344e+01	4.086e+00	1.268e+00
Contig37318_5049	18	3.125e-01	-1.725e-01	6.016e-01	7.743e-01	6.232e-01	2.765e-01	2.576e+00	4.818e+00	2.857e+00	8.294e-01
Contig37328_8961	18	3.454e-01	7.508e-01	5.502e-01	1.723e-01	7.059e-01	2.564e-01	2.749e+00	6.620e+00	1.926e+00	7.693e-01
Contig37329_8350	18	2.305e-01	-6.722e-01	9.707e-01	4.886e-01	7.958e-01	2.157e-01	1.287e+01	1.742e+01	3.470e+00	1.259e+00
Contig37332_1606	18	2.439e-01	-3.720e-01	9.312e-01	6.895e-01	4.664e-01	1.640e-01	4.666e+00	4.131e+00	7.377e-01	1.150e+00
Contig37332_1609	18	3.178e-01	-4.934e-01	1.127e+00	6.614e-01	3.378e-01	1.691e-01	7.478e+00	6.194e+00	3.108e+00	1.374e+00
Contig37332_9335	18	3.067e-01	2.805e-01	7.533e-01	7.096e-01	3.969e-01	1.918e-01	2.867e+00	2.489e+00	1.248e+00	1.018e+00
Contig37332_9341	18	2.939e-01	-3.971e-01	7.845e-01	6.127e-01	4.529e-01	2.336e-01	3.154e+00	3.660e+00	3.082e+00	1.029e+00
Contig373435_3099	18	3.253e-01	3.983e-01	6.840e-01	5.603e-01	7.322e-01	2.315e-01	5.065e+00	8.946e+00	-1.378e+00	9.335e-01
Contig37344_19838	18	1.416e-01	1.274e+00	1.781e+00	4.744e-01	6.497e-01	1.124e-01	3.020e+01	2.380e+01	-2.030e+00	1.864e+00
Contig37344_20042	18	2.513e-01	5.931e-01	1.756e+00	7.355e-01	4.504e-01	1.637e-01	1.672e+01	9.839e+00	3.230e+00	1.671e+00
Contig37345_5767	18	3.445e-01	-3.204e-01	3.481e-01	3.574e-01	6.169e-01	3.015e-01	1.550e+00	4.725e+00	5.573e-01	5.407e-01
Contig37433_8985	18	3.224e-01	1.155e+00	1.015e+00	2.551e-01	3.298e-01	1.728e-01	5.218e+00	4.659e+00	2.349e+00	1.244e+00
Contig37433_8990	18	1.819e-01	-8.980e-01	1.695e+00	5.963e-01	9.391e-01	6.348e-02	3.792e+01	3.122e+01	4.634e+00	1.508e+00
Contig37433_8995	18	3.292e-01	-6.199e-02	7.731e-01	9.361e-01	3.354e-01	1.676e-01	3.065e+00	2.944e+00	1.769e+00	9.893e-01
Contig37433_9041	18	4.485e-01	-4.730e-01	4.308e-01	2.722e-01	6.513e-01	2.811e-01	1.065e+00	2.831e+00	2.446e+00	6.638e-01
Contig37438_8052	18	2.944e-01	-2.059e+00	1.423e+00	1.479e-01	6.707e-01	2.610e-01	4.406e+00	7.750e+00	5.002e+00	1.494e+00
Contig37438_8061	18	2.287e-01	6.651e-01	1.243e+00	5.925e-01	6.954e-01	2.308e-01	1.861e+01	2.394e+01	3.303e+00	1.416e+00
Contig37438_8489	18	1.730e-01	-8.632e-02	2.029e+00	9.661e-01	8.011e-01	8.868e-02	5.232e+01	3.149e+01	5.905e+00	1.959e+00
Contig37439_3099	18	2.695e-01	3.004e-01	1.041e+00	7.729e-01	6.926e-01	2.528e-01	6.677e+00	1.099e+01	3.304e+00	1.254e+00
Contig37439_21574	18	2.928e-01	-1.810e-01	7.741e-01	8.151e-01	5.149e-01	2.323e-01	3.503e+00	5.896e+00	2.709e+00	1.020e+00
Contig3749_4881	18	4.110e-01	-1.325e-01	5.624e-01	8.138e-01	6.407e-01	2.658e-01	1.757e+00	4.197e+00	2.156e+00	7.689e-01
Contig37518_34050	18	2.536e-01	-4.765e-01	8.091e-01	5.559e-01	7.376e-01	2.303e-01	1.008e+01	1.796e+01	2.862e+00	1.104e+00
Contig37524_8202	18	2.953e-01	4.105e-01	9.430e-01	6.633e-01	8.159e-01	1.990e-01	7.107e+00	1.187e+01	2.632e+00	1.089e+00
Contig37528_15243	18	2.873e-01	3.815e-01	5.673e-01	5.013e-01	5.256e-01	2.747e-01	3.071e+00	7.369e+00	2.113e+00	8.153e-01
Contig37528_15249	18	3.093e-01	9.335e-01	5.870e-01	1.117e-01	5.432e-01	2.771e-01	2.847e+00	6.586e+00	1.699e+00	8.122e-01
Contig37544_2511	18	2.704e-01	1.546e+00	1.344e+00	2.498e-01	6.410e-01	3.164e-01	1.123e+01	1.747e+01	3.872e+00	1.387e+00
Contig37544_2548	18	1.826e-01	-1.262e+00	2.180e+00	5.626e-01	8.488e-01	1.720e-01	4.420e+01	3.520e+01	4.108e+00	1.792e+00
Contig37564_7538	18	2.075e-01	6.274e-01	1.597e+00	6.944e-01	5.914e-01	1.937e-01	1.846e+01	1.818e+01	2.599e+00	1.497e+00
Contig37572_11677	18	2.825e-01	8.384e-01	7.679e-01	2.749e-01	6.551e-01	2.957e-01	7.127e+00	1.400e+01	1.495e+00	1.078e+00
Contig37572_11986	18	2.379e-01	1.145e-01	9.337e-01	9.024e-01	7.378e-01	2.132e-01	1.044e+01	1.600e+01	1.942e+00	1.173e+00
Contig37588_5415	18	3.565e-01	-3.523e-01	5.201e-01	4.982e-01	7.177e-01	2.761e-01	3.590e+00	8.478e+00	2.277e+00	6.972e-01
Contig37588_5721	18	3.049e-01	4.528e-01	1.091e+00	6.782e-01	5.980e-01	2.840e-01	6.030e+00	9.229e+00	3.215e+00	1.258e+00
Contig37643_14104	18	2.614e-01	-1.738e-01	8.478e-01	8.375e-01	6.633e-01	2.652e-01	6.135e+00	9.275e+00	4.154e+00	1.177e+00
Contig37643_14209	18	2.727e-01	1.216e+00	8.720e-01	1.630e-01	7.344e-01	2.247e-01	7.659e+00	1.457e+01	2.496e+00	1.072e+00
Contig37643_14242	18	2.975e-01	5.897e-01	9.287e-01	5.254e-01	7.501e-01	2.421e-01	7.170e+00	1.495e+01	3.217e+00	1.117e+00
Contig37643_14245	18	2.662e-01	-1.220e+00	9.327e-01	1.908e-01	8.044e-01	2.325e-01	1.076e+01	1.539e+01	4.198e+00	1.338e+00
Contig37656_21518	18	2.956e-01	-4.726e-01	2.016e+00	8.146e-01	3.864e-01	1.671e-01	2.063e+01	1.336e+01	-2.563e+00	1.691e+00
Contig37656_21589	18	2.767e-01	1.023e+00	8.080e-01	2.056e-01	7.756e-01	1.903e-01	3.668e+00	5.215e+00	2.007e+00	1.008e+00
Contig37656_21689	18	2.660e-01	-8.710e-01	1.215e+00	4.733e-01	4.716e-01	2.206e-01	7.089e+00	8.968e+00	3.414e+00	1.276e+00
Contig37656_21692	18	2.875e-01	-4.249e-01	1.106e+00	7.008e-01	4.461e-01	2.304e-01	6.451e+00	8.695e+00	2.953e+00	1.209e+00
Contig37656_21695	18	2.653e-01	-8.743e-01	1.269e+00	4.909e-01	7.118e-01	2.618e-01	7.739e+00	1.273e+01	3.812e+00	1.280e+00
Contig37656_30088	18	2.910e-01	-3.926e-01	1.005e+00	6.961e-01	5.493e-01	2.688e-01	5.057e+00	6.797e+00	3.974e+00	1.212e+00
Contig376604_552	18	2.510e-01	2.243e-01	1.179e+00	8.491e-01	6.458e-01	2.392e-01	8.139e+00	1.097e+01	3.528e+00	1.254e+00
Contig376604_558	18	2.381e-01	3.905e-02	1.251e+00	9.751e-01	8.342e-01	1.961e-01	1.287e+01	2.006e+01	3.358e+00	1.262e+00
Contig37691_4942	18	3.327e-01	4.976e-02	7.175e-01	9.447e-01	5.063e-01	2.789e-01	2.801e+00	6.023e+00	3.042e+00	1.018e+00
Contig37691_4956	18	1.982e-01	-1.057e+00	1.399e+00	4.502e-01	8.215e-01	1.011e-01	2.200e+01	2.331e+01	4.843e+00	1.562e+00
Contig37691_4973	18	2.100e-01	-4.685e-01	1.319e+00	7.224e-01	8.168e-01	1.986e-01	1.517e+01	1.924e+01	4.355e+00	1.319e+00
Contig37691_4979	18	3.343e-01	7.166e-01	8.823e-01	4.167e-01	7.105e-01	2.513e-01	2.508e+00	4.372e+00	3.274e+00	1.070e+00
Contig37691_4985	18	3.053e-01	1.107e+00	9.373e-01	2.374e-01	5.718e-01	2.624e-01	3.601e+00	8.995e+00	3.603e+00	1.146e+00
Contig377_4705	18	2.113e-01	-3.599e+00	2.633e+00	1.718e-01	5.305e-01	1.963e-01	2.767e+01	2.417e+01	6.098e+00	1.864e+00
Contig377_5019	18	1.328e-01	-1.720e+00	1.657e+00	2.990e-01	6.662e-01	1.024e-01	1.574e+01	1.303e+01	1.606e+00	1.511e+00
