contig_gene,start_gene_2kb,end_gene_2kb,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig2908,4632,9588,ID=OLUR_00014364;Name=OLUR_00014364;Alias=maker-Contig2908-snap-gene-0.2;Note=Protein of unknown function;,0.007965564587084738,0.03959477663358753,ID=OLUR_00014364;,NA,Name=OLUR_00014364;,Alias=maker-Contig2908-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig29159,1,6137,ID=OLUR_00019280;Name=OLUR_00019280;Alias=snap_masked-Contig29159-processed-gene-0.0;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.0015581737394174627,0.011425193838131387,ID=OLUR_00019280;,NA,Name=OLUR_00019280;,Alias=snap_masked-Contig29159-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig29226,1106,7280,ID=OLUR_00009476;Name=OLUR_00009476;Alias=maker-Contig29226-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.009814197573340134,0.04666363112631263,ID=OLUR_00009476;,NA,Name=OLUR_00009476;,Alias=maker-Contig29226-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig2935,440,10573,"ID=OLUR_00020389;Name=OLUR_00020389;Alias=maker-Contig2935-snap-gene-0.1;Note=Protein of unknown function;Dbxref=InterPro:IPR002557,InterPro:IPR009030,InterPro:IPR011641,ProSiteProfiles:PS50940,SMART:SM01411,SUPERFAMILY:SSF57184;Ontology_term=GO:0005576,GO:0006030,GO:0008061;",5.655422296110483e-5,6.754630087545763e-4,ID=OLUR_00020389;,NA,Name=OLUR_00020389;,Alias=maker-Contig2935-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,"Ontology_term=GO:0005576,GO:0006030,GO:0008061;","Dbxref=InterPro:IPR002557,InterPro:IPR009030,InterPro:IPR011641,ProSiteProfiles:PS50940,SMART:SM01411,SUPERFAMILY:SSF57184;"
Contig295049,1,6820,ID=OLUR_00025362;Name=OLUR_00025362;Alias=snap_masked-Contig295049-processed-gene-0.1;Note=Protein of unknown function;,0.004664318455510106,0.026974664750832596,ID=OLUR_00025362;,NA,Name=OLUR_00025362;,Alias=snap_masked-Contig295049-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig29869,77,26144,"ID=OLUR_00007064;Name=OLUR_00007064;Alias=maker-Contig29869-snap-gene-0.2;Note=Similar to HDLBP: Vigilin (Homo sapiens OX%3D9606);Dbxref=CDD:cd02394,Coils:Coil,Gene3D:G3DSA:3.30.1370.10,InterPro:IPR004087,InterPro:IPR004088,InterPro:IPR036612,MobiDBLite:mobidb-lite,Pfam:PF00013,ProSiteProfiles:PS50084,SMART:SM00322,SUPERFAMILY:SSF54791;Ontology_term=GO:0003676,GO:0003723;",0.0015338732491415074,0.011286506283870344,ID=OLUR_00007064;,NA,Name=OLUR_00007064;,Alias=maker-Contig29869-snap-gene-0.2;,NA,NA,Note=Similar to HDLBP: Vigilin (Homo sapiens OX%3D9606);,"Ontology_term=GO:0003676,GO:0003723;","Dbxref=CDD:cd02394,Coils:Coil,Gene3D:G3DSA:3.30.1370.10,InterPro:IPR004087,InterPro:IPR004088,InterPro:IPR036612,MobiDBLite:mobidb-lite,Pfam:PF00013,ProSiteProfiles:PS50084,SMART:SM00322,SUPERFAMILY:SSF54791;"
Contig29971,6146,39953,ID=OLUR_00003265;Name=OLUR_00003265;Alias=maker-Contig29971-snap-gene-0.7;Note=Similar to Vps13b: Vacuolar protein sorting-associated protein 13B (Mus musculus OX%3D10090);Dbxref=MobiDBLite:mobidb-lite;,3.3076061209489726e-6,5.963493674471957e-5,ID=OLUR_00003265;,NA,Name=OLUR_00003265;,Alias=maker-Contig29971-snap-gene-0.7;,NA,NA,Note=Similar to Vps13b: Vacuolar protein sorting-associated protein 13B (Mus musculus OX%3D10090);,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig30084,1,14368,ID=OLUR_00010858;Name=OLUR_00010858;Alias=maker-Contig30084-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,6.263578592440284e-4,0.005456112178976042,ID=OLUR_00010858;,NA,Name=OLUR_00010858;,Alias=maker-Contig30084-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig30084,1,17785,"ID=OLUR_00010859;Name=OLUR_00010859;Alias=snap_masked-Contig30084-processed-gene-0.0;Note=Protein of unknown function;Dbxref=InterPro:IPR001496,Pfam:PF07525;",6.263578592440284e-4,0.005456112178976042,ID=OLUR_00010859;,NA,Name=OLUR_00010859;,Alias=snap_masked-Contig30084-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=InterPro:IPR001496,Pfam:PF07525;"
Contig303,24158,31705,"ID=OLUR_00005561;Name=OLUR_00005561;Alias=maker-Contig303-snap-gene-0.2;Note=Similar to COASY: Bifunctional coenzyme A synthase (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.40.50.620,InterPro:IPR004821,InterPro:IPR014729,Pfam:PF01467,SUPERFAMILY:SSF52374,TIGRFAM:TIGR00125;Ontology_term=GO:0003824,GO:0009058;",1.0313606062797184e-7,2.7356441172755567e-6,ID=OLUR_00005561;,NA,Name=OLUR_00005561;,Alias=maker-Contig303-snap-gene-0.2;,NA,NA,Note=Similar to COASY: Bifunctional coenzyme A synthase (Homo sapiens OX%3D9606);,"Ontology_term=GO:0003824,GO:0009058;","Dbxref=Gene3D:G3DSA:3.40.50.620,InterPro:IPR004821,InterPro:IPR014729,Pfam:PF01467,SUPERFAMILY:SSF52374,TIGRFAM:TIGR00125;"
Contig3036,1,14498,ID=OLUR_00013700;Name=OLUR_00013700;Alias=maker-Contig3036-snap-gene-0.1;Note=Protein of unknown function;,1.447262317656823e-6,3.0259334865510002e-5,ID=OLUR_00013700;,NA,Name=OLUR_00013700;,Alias=maker-Contig3036-snap-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig30369,9452,26113,"ID=OLUR_00007793;Name=OLUR_00007793;Alias=maker-Contig30369-snap-gene-0.3;Note=Similar to Kif21a: Kinesin-like protein KIF21A (Mus musculus OX%3D10090);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.001707410883662214,0.012252687159431392,ID=OLUR_00007793;,NA,Name=OLUR_00007793;,Alias=maker-Contig30369-snap-gene-0.3;,NA,NA,Note=Similar to Kif21a: Kinesin-like protein KIF21A (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig30709,23401,34114,"ID=OLUR_00004791;Name=OLUR_00004791;Alias=maker-Contig30709-snap-gene-0.4;Note=Similar to PRPF31: U4/U6 small nuclear ribonucleoprotein Prp31 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.246.90,InterPro:IPR002687,InterPro:IPR012976,InterPro:IPR019175,InterPro:IPR036070,Pfam:PF01798,Pfam:PF09785,ProSiteProfiles:PS51358,SMART:SM00931,SUPERFAMILY:SSF89124;",8.586722326846423e-7,1.8033073091536382e-5,ID=OLUR_00004791;,NA,Name=OLUR_00004791;,Alias=maker-Contig30709-snap-gene-0.4;,NA,NA,Note=Similar to PRPF31: U4/U6 small nuclear ribonucleoprotein Prp31 (Homo sapiens OX%3D9606);,NA,"Dbxref=Gene3D:G3DSA:1.10.246.90,InterPro:IPR002687,InterPro:IPR012976,InterPro:IPR019175,InterPro:IPR036070,Pfam:PF01798,Pfam:PF09785,ProSiteProfiles:PS51358,SMART:SM00931,SUPERFAMILY:SSF89124;"
Contig3085,1949,8169,"ID=OLUR_00013454;Name=OLUR_00013454;Alias=snap_masked-Contig3085-processed-gene-0.0;Note=Similar to Specc1l: Cytospin-A (Mus musculus OX%3D10090);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",8.081660054542061e-5,9.561607714467298e-4,ID=OLUR_00013454;,NA,Name=OLUR_00013454;,Alias=snap_masked-Contig3085-processed-gene-0.0;,NA,NA,Note=Similar to Specc1l: Cytospin-A (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig30989,3357,6790,ID=OLUR_00025403;Name=OLUR_00025403;Alias=maker-Contig30989-snap-gene-0.1;Note=Similar to Ccdc88a: Girdin (Mus musculus OX%3D10090);Dbxref=Coils:Coil;,5.149861174248858e-12,3.468615424469972e-10,ID=OLUR_00025403;,NA,Name=OLUR_00025403;,Alias=maker-Contig30989-snap-gene-0.1;,NA,NA,Note=Similar to Ccdc88a: Girdin (Mus musculus OX%3D10090);,NA,Dbxref=Coils:Coil;
Contig31211,1,7010,ID=OLUR_00017258;Name=OLUR_00017258;Alias=maker-Contig31211-snap-gene-0.3;Note=Protein of unknown function;,3.9932371198640424e-7,8.891199391206135e-6,ID=OLUR_00017258;,NA,Name=OLUR_00017258;,Alias=maker-Contig31211-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig31246,1,8547,"ID=OLUR_00012117;Name=OLUR_00012117;Alias=snap_masked-Contig31246-processed-gene-0.0;Note=Similar to SVIL: Supervillin (Bos taurus OX%3D9913);Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,Pfam:PF00626,SUPERFAMILY:SSF55753;",0.004120150955942355,0.024565895313979413,ID=OLUR_00012117;,NA,Name=OLUR_00012117;,Alias=snap_masked-Contig31246-processed-gene-0.0;,NA,NA,Note=Similar to SVIL: Supervillin (Bos taurus OX%3D9913);,NA,"Dbxref=Gene3D:G3DSA:3.40.20.10,InterPro:IPR007123,InterPro:IPR029006,Pfam:PF00626,SUPERFAMILY:SSF55753;"
Contig31449,734,9227,"ID=OLUR_00022051;Name=OLUR_00022051;Alias=maker-Contig31449-snap-gene-0.3;Note=Similar to fyn: Tyrosine-protein kinase Fyn (Xenopus laevis OX%3D8355);Dbxref=Gene3D:G3DSA:3.30.40.10,Gene3D:G3DSA:3.30.505.10,InterPro:IPR000980,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR017907,InterPro:IPR018957,InterPro:IPR036860,PRINTS:PR00401,Pfam:PF00017,Pfam:PF00097,ProSitePatterns:PS00518,ProSiteProfiles:PS50001,ProSiteProfiles:PS50089,SMART:SM00184,SMART:SM00252,SUPERFAMILY:SSF55550,SUPERFAMILY:SSF57850;Ontology_term=GO:0046872;",4.982749407944713e-4,0.004617674254763113,ID=OLUR_00022051;,NA,Name=OLUR_00022051;,Alias=maker-Contig31449-snap-gene-0.3;,NA,NA,Note=Similar to fyn: Tyrosine-protein kinase Fyn (Xenopus laevis OX%3D8355);,Ontology_term=GO:0046872;,"Dbxref=Gene3D:G3DSA:3.30.40.10,Gene3D:G3DSA:3.30.505.10,InterPro:IPR000980,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR017907,InterPro:IPR018957,InterPro:IPR036860,PRINTS:PR00401,Pfam:PF00017,Pfam:PF00097,ProSitePatterns:PS00518,ProSiteProfiles:PS50001,ProSiteProfiles:PS50089,SMART:SM00184,SMART:SM00252,SUPERFAMILY:SSF55550,SUPERFAMILY:SSF57850;"
Contig31547,6124,12116,"ID=OLUR_00017558;Name=OLUR_00017558;Alias=snap_masked-Contig31547-processed-gene-0.4;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",1.975689419792768e-6,3.91793131102753e-5,ID=OLUR_00017558;,NA,Name=OLUR_00017558;,Alias=snap_masked-Contig31547-processed-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig31621,3362,23838,"ID=OLUR_00008393;Name=OLUR_00008393;Alias=maker-Contig31621-snap-gene-0.4;Note=Similar to Parp12: Poly [ADP-ribose] polymerase 12 (Mus musculus OX%3D10090);Dbxref=CDD:cd01439,Gene3D:G3DSA:3.90.228.10,InterPro:IPR000571,InterPro:IPR004170,InterPro:IPR012317,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF00644,ProSiteProfiles:PS50103,ProSiteProfiles:PS50918,ProSiteProfiles:PS51059,SUPERFAMILY:SSF117839,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950,GO:0046872;",0.009684910350081231,0.046350766727452045,ID=OLUR_00008393;,NA,Name=OLUR_00008393;,Alias=maker-Contig31621-snap-gene-0.4;,NA,NA,Note=Similar to Parp12: Poly [ADP-ribose] polymerase 12 (Mus musculus OX%3D10090);,"Ontology_term=GO:0003950,GO:0046872;","Dbxref=CDD:cd01439,Gene3D:G3DSA:3.90.228.10,InterPro:IPR000571,InterPro:IPR004170,InterPro:IPR012317,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF00644,ProSiteProfiles:PS50103,ProSiteProfiles:PS50918,ProSiteProfiles:PS51059,SUPERFAMILY:SSF117839,SUPERFAMILY:SSF56399;"
Contig31753,1,20905,"ID=OLUR_00007759;Name=OLUR_00007759;Alias=maker-Contig31753-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",0.003577630766714345,0.021860303744188316,ID=OLUR_00007759;,NA,Name=OLUR_00007759;,Alias=maker-Contig31753-snap-gene-0.2;,NA,NA,Note=Protein of unknown function;,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig31893,1,13654,"ID=OLUR_00016887;Name=OLUR_00016887;Alias=maker-Contig31893-snap-gene-0.2;Note=Similar to Parp14: Poly [ADP-ribose] polymerase 14 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.70.330,Gene3D:G3DSA:3.30.720.50,Gene3D:G3DSA:3.40.220.10,Gene3D:G3DSA:3.90.228.10,InterPro:IPR002589,InterPro:IPR012677,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF01661,ProSiteProfiles:PS51154,SMART:SM00506,SUPERFAMILY:SSF52949;",4.787146766566334e-5,5.908429376353042e-4,ID=OLUR_00016887;,NA,Name=OLUR_00016887;,Alias=maker-Contig31893-snap-gene-0.2;,NA,NA,Note=Similar to Parp14: Poly [ADP-ribose] polymerase 14 (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.70.330,Gene3D:G3DSA:3.30.720.50,Gene3D:G3DSA:3.40.220.10,Gene3D:G3DSA:3.90.228.10,InterPro:IPR002589,InterPro:IPR012677,InterPro:IPR037197,MobiDBLite:mobidb-lite,Pfam:PF01661,ProSiteProfiles:PS51154,SMART:SM00506,SUPERFAMILY:SSF52949;"
Contig32060,1,20397,"ID=OLUR_00011119;Name=OLUR_00011119;Alias=snap_masked-Contig32060-processed-gene-0.1;Note=Similar to shroom2: Protein Shroom2 (Xenopus tropicalis OX%3D8364);Dbxref=Coils:Coil,InterPro:IPR014799,MobiDBLite:mobidb-lite,Pfam:PF08687,ProSiteProfiles:PS51307;",0.005104365886030832,0.028703677094253335,ID=OLUR_00011119;,NA,Name=OLUR_00011119;,Alias=snap_masked-Contig32060-processed-gene-0.1;,NA,NA,Note=Similar to shroom2: Protein Shroom2 (Xenopus tropicalis OX%3D8364);,NA,"Dbxref=Coils:Coil,InterPro:IPR014799,MobiDBLite:mobidb-lite,Pfam:PF08687,ProSiteProfiles:PS51307;"
Contig32108,3829,14676,"ID=OLUR_00015833;Name=OLUR_00015833;Alias=maker-Contig32108-snap-gene-0.3;Note=Protein of unknown function;Dbxref=InterPro:IPR029157,MobiDBLite:mobidb-lite,Pfam:PF15007;",1.3760210316457968e-4,0.00155403289786633,ID=OLUR_00015833;,NA,Name=OLUR_00015833;,Alias=maker-Contig32108-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,"Dbxref=InterPro:IPR029157,MobiDBLite:mobidb-lite,Pfam:PF15007;"
Contig32187,24874,39331,"ID=OLUR_00002670;Name=OLUR_00002670;Alias=snap_masked-Contig32187-processed-gene-0.1;Note=Similar to EP400: E1A-binding protein p400 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00167,Coils:Coil,Gene3D:G3DSA:1.10.10.60,InterPro:IPR001005,InterPro:IPR009057,InterPro:IPR017877,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50090,SUPERFAMILY:SSF46689;Ontology_term=GO:0003677;",0.009708124957496981,0.046350766727452045,ID=OLUR_00002670;,NA,Name=OLUR_00002670;,Alias=snap_masked-Contig32187-processed-gene-0.1;,NA,NA,Note=Similar to EP400: E1A-binding protein p400 (Homo sapiens OX%3D9606);,Ontology_term=GO:0003677;,"Dbxref=CDD:cd00167,Coils:Coil,Gene3D:G3DSA:1.10.10.60,InterPro:IPR001005,InterPro:IPR009057,InterPro:IPR017877,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50090,SUPERFAMILY:SSF46689;"
Contig32405,1,19105,"ID=OLUR_00001918;Name=OLUR_00001918;Alias=maker-Contig32405-snap-gene-0.6;Note=Similar to pgam5: Serine/threonine-protein phosphatase PGAM5%2C mitochondrial (Danio rerio OX%3D7955);Dbxref=CDD:cd07067,Gene3D:G3DSA:3.40.50.1240,InterPro:IPR013078,InterPro:IPR029033,Pfam:PF00300,SUPERFAMILY:SSF53254;",0.008086789509637631,0.040018043390778295,ID=OLUR_00001918;,NA,Name=OLUR_00001918;,Alias=maker-Contig32405-snap-gene-0.6;,NA,NA,Note=Similar to pgam5: Serine/threonine-protein phosphatase PGAM5%2C mitochondrial (Danio rerio OX%3D7955);,NA,"Dbxref=CDD:cd07067,Gene3D:G3DSA:3.40.50.1240,InterPro:IPR013078,InterPro:IPR029033,Pfam:PF00300,SUPERFAMILY:SSF53254;"
Contig32405,16270,27618,"ID=OLUR_00001920;Name=OLUR_00001920;Alias=maker-Contig32405-snap-gene-0.8;Note=Similar to MIMI_R196: Collagen-like protein 2 (Acanthamoeba polyphaga mimivirus OX%3D212035);Dbxref=InterPro:IPR008160,MobiDBLite:mobidb-lite,Pfam:PF01391;",0.008086789509637631,0.040018043390778295,ID=OLUR_00001920;,NA,Name=OLUR_00001920;,Alias=maker-Contig32405-snap-gene-0.8;,NA,NA,Note=Similar to MIMI_R196: Collagen-like protein 2 (Acanthamoeba polyphaga mimivirus OX%3D212035);,NA,"Dbxref=InterPro:IPR008160,MobiDBLite:mobidb-lite,Pfam:PF01391;"
Contig32405,813,19391,ID=OLUR_00001919;Name=OLUR_00001919;Alias=maker-Contig32405-snap-gene-0.10;Note=Similar to pgam5: Serine/threonine-protein phosphatase PGAM5%2C mitochondrial (Xenopus laevis OX%3D8355);,0.008086789509637631,0.040018043390778295,ID=OLUR_00001919;,NA,Name=OLUR_00001919;,Alias=maker-Contig32405-snap-gene-0.10;,NA,NA,Note=Similar to pgam5: Serine/threonine-protein phosphatase PGAM5%2C mitochondrial (Xenopus laevis OX%3D8355);,NA,NA
Contig32474,1,3498,"ID=OLUR_00029700;Name=OLUR_00029700;Alias=maker-Contig32474-snap-gene-0.1;Note=Similar to Kunitz-type serine protease inhibitor LmKTT-1a (Lychas mucronatus OX%3D172552);Dbxref=CDD:cd00109,Coils:Coil,Gene3D:G3DSA:1.10.1280.10,Gene3D:G3DSA:4.10.410.10,InterPro:IPR002223,InterPro:IPR002227,InterPro:IPR008922,InterPro:IPR020901,InterPro:IPR036880,PRINTS:PR00759,Pfam:PF00014,Pfam:PF00264,ProSitePatterns:PS00280,ProSitePatterns:PS00498,ProSiteProfiles:PS50279,SMART:SM00131,SUPERFAMILY:SSF48056,SUPERFAMILY:SSF57362;Ontology_term=GO:0004867,GO:0016491;",0.002877984772560447,0.018530527424280463,ID=OLUR_00029700;,NA,Name=OLUR_00029700;,Alias=maker-Contig32474-snap-gene-0.1;,NA,NA,Note=Similar to Kunitz-type serine protease inhibitor LmKTT-1a (Lychas mucronatus OX%3D172552);,"Ontology_term=GO:0004867,GO:0016491;","Dbxref=CDD:cd00109,Coils:Coil,Gene3D:G3DSA:1.10.1280.10,Gene3D:G3DSA:4.10.410.10,InterPro:IPR002223,InterPro:IPR002227,InterPro:IPR008922,InterPro:IPR020901,InterPro:IPR036880,PRINTS:PR00759,Pfam:PF00014,Pfam:PF00264,ProSitePatterns:PS00280,ProSitePatterns:PS00498,ProSiteProfiles:PS50279,SMART:SM00131,SUPERFAMILY:SSF48056,SUPERFAMILY:SSF57362;"
Contig32476,1,22598,"ID=OLUR_00009181;Name=OLUR_00009181;Alias=maker-Contig32476-snap-gene-0.3;Note=Similar to dnaaf3: Dynein assembly factor 3%2C axonemal (Xenopus laevis OX%3D8355);Dbxref=InterPro:IPR027974,Pfam:PF14737;",2.088819999417325e-6,4.090660059087366e-5,ID=OLUR_00009181;,NA,Name=OLUR_00009181;,Alias=maker-Contig32476-snap-gene-0.3;,NA,NA,Note=Similar to dnaaf3: Dynein assembly factor 3%2C axonemal (Xenopus laevis OX%3D8355);,NA,"Dbxref=InterPro:IPR027974,Pfam:PF14737;"
Contig32476,1,18935,"ID=OLUR_00009180;Name=OLUR_00009180;Alias=maker-Contig32476-snap-gene-0.4;Note=Similar to cwf19l1: CWF19-like protein 1 (Danio rerio OX%3D7955);Dbxref=CDD:cd07380,InterPro:IPR006768,InterPro:IPR036265,MobiDBLite:mobidb-lite,Pfam:PF04677,SUPERFAMILY:SSF54197;",2.088819999417325e-6,4.090660059087366e-5,ID=OLUR_00009180;,NA,Name=OLUR_00009180;,Alias=maker-Contig32476-snap-gene-0.4;,NA,NA,Note=Similar to cwf19l1: CWF19-like protein 1 (Danio rerio OX%3D7955);,NA,"Dbxref=CDD:cd07380,InterPro:IPR006768,InterPro:IPR036265,MobiDBLite:mobidb-lite,Pfam:PF04677,SUPERFAMILY:SSF54197;"
Contig32566,4290,23883,ID=OLUR_00002794;Name=OLUR_00002794;Alias=snap_masked-Contig32566-processed-gene-0.0;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,3.432070812180784e-5,4.5389497508357225e-4,ID=OLUR_00002794;,NA,Name=OLUR_00002794;,Alias=snap_masked-Contig32566-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig32566,9055,42575,"ID=OLUR_00002795;Name=OLUR_00002795;Alias=maker-Contig32566-snap-gene-0.7;Note=Similar to HECTD1: E3 ubiquitin-protein ligase HECTD1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00204,Coils:Coil,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:2.60.120.260,InterPro:IPR002110,InterPro:IPR008979,InterPro:IPR010606,InterPro:IPR012919,InterPro:IPR020683,InterPro:IPR036770,InterPro:IPR037252,MobiDBLite:mobidb-lite,Pfam:PF06701,Pfam:PF07738,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,ProSiteProfiles:PS51416,SMART:SM00248,SUPERFAMILY:SSF159034,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF49785;Ontology_term=GO:0004842,GO:0005515,GO:0016567,GO:0046872;",2.218301137680003e-4,0.002337147550586993,ID=OLUR_00002795;,NA,Name=OLUR_00002795;,Alias=maker-Contig32566-snap-gene-0.7;,NA,NA,Note=Similar to HECTD1: E3 ubiquitin-protein ligase HECTD1 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0004842,GO:0005515,GO:0016567,GO:0046872;","Dbxref=CDD:cd00204,Coils:Coil,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:2.60.120.260,InterPro:IPR002110,InterPro:IPR008979,InterPro:IPR010606,InterPro:IPR012919,InterPro:IPR020683,InterPro:IPR036770,InterPro:IPR037252,MobiDBLite:mobidb-lite,Pfam:PF06701,Pfam:PF07738,Pfam:PF13857,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,ProSiteProfiles:PS51416,SMART:SM00248,SUPERFAMILY:SSF159034,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF49785;"
Contig32627,1,4880,ID=OLUR_00027940;Name=OLUR_00027940;Alias=maker-Contig32627-snap-gene-0.2;Note=Similar to ABCA1: ATP-binding cassette sub-family A member 1 (Homo sapiens OX%3D9606);Dbxref=Pfam:PF12698;,3.3151119900030464e-5,4.427740582115259e-4,ID=OLUR_00027940;,NA,Name=OLUR_00027940;,Alias=maker-Contig32627-snap-gene-0.2;,NA,NA,Note=Similar to ABCA1: ATP-binding cassette sub-family A member 1 (Homo sapiens OX%3D9606);,NA,Dbxref=Pfam:PF12698;
Contig32656,3107,13766,ID=OLUR_00016774;Name=OLUR_00016774;Alias=maker-Contig32656-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.0015906434707009635,0.011537671236134412,ID=OLUR_00016774;,NA,Name=OLUR_00016774;,Alias=maker-Contig32656-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig32791,1250,9547,"ID=OLUR_00021653;Name=OLUR_00021653;Alias=maker-Contig32791-snap-gene-0.4;Note=Similar to DNAH6: Dynein heavy chain 6%2C axonemal (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.006583217379523675,0.03526581238562952,ID=OLUR_00021653;,NA,Name=OLUR_00021653;,Alias=maker-Contig32791-snap-gene-0.4;,NA,NA,Note=Similar to DNAH6: Dynein heavy chain 6%2C axonemal (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig32850,4660,9984,ID=OLUR_00012910;Name=OLUR_00012910;Alias=maker-Contig32850-snap-gene-0.7;Note=Protein of unknown function;,0.009209456564604042,0.044832509383548685,ID=OLUR_00012910;,NA,Name=OLUR_00012910;,Alias=maker-Contig32850-snap-gene-0.7;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig32939,15224,23813,"ID=OLUR_00002723;Name=OLUR_00002723;Alias=snap_masked-Contig32939-processed-gene-0.1;Note=Similar to btbd17: BTB/POZ domain-containing protein 17 (Xenopus laevis OX%3D8355);Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,InterPro:IPR011705,Pfam:PF00651,Pfam:PF07707,ProSiteProfiles:PS50097,SMART:SM00225,SMART:SM00875,SUPERFAMILY:SSF54695;Ontology_term=GO:0005515;",0.0024412314338632508,0.016167677550170106,ID=OLUR_00002723;,NA,Name=OLUR_00002723;,Alias=snap_masked-Contig32939-processed-gene-0.1;,NA,NA,Note=Similar to btbd17: BTB/POZ domain-containing protein 17 (Xenopus laevis OX%3D8355);,Ontology_term=GO:0005515;,"Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.420,Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR011333,InterPro:IPR011705,Pfam:PF00651,Pfam:PF07707,ProSiteProfiles:PS50097,SMART:SM00225,SMART:SM00875,SUPERFAMILY:SSF54695;"
